Point;Latitude;Longitude;Contexte;P̩riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;ATAV;ATXAV;ASD;ATX35;ATR;ATNFD;ATNCWD;ATXHWD;ARR;ARR1MM;APFL90;APQ99;AFFAV;AFF3;AFFQ98;AFF98;
1851;42.2197;8.8649;RCP4.5;H1;12.55;40;1.07;30;18;3;23;1294.83;108.63;75.66;0.16;10.56;45.08;5.89;8.7;1.17;1.21;16;0.94;15;-5;1;17;97.4;-2.77;2.05;4.07;0.01;0.47;0.18;1.37;
1852;42.2137;8.9611;RCP4.5;H1;9.42;10;0;4;49;2;22;1312.11;112.67;74.82;0.06;10.16;49.11;7.44;7.33;1.26;1.29;8;0;4;-16;1;18;86.74;-4.36;2.43;8.51;-0.01;0.3;0.18;0;
1853;42.2076;9.0574;RCP4.5;H1;7.74;2;0;2;71;2;20;1374.26;116.8;74.06;0.06;10.78;50.85;8.25;7.57;1.26;1.28;2;0;2;-22;0;16;49.37;-4.83;2.45;8.16;-0.01;0.04;0.17;0.27;
1854;42.2015;9.1536;RCP4.5;H1;12;39;0.4;13;26;2;23;1151.61;107.93;74.57;0.03;9.19;40.61;6.25;7;1.25;1.27;18;0.4;9;-10;0;17;55.73;-2.87;0.56;3.66;-0.02;4.34;-0.03;-0.3;
1855;42.1952;9.2498;RCP4.5;H1;14.36;84;3.4;26;20;2;18;826.95;88.1;79.62;0.06;5.95;34.24;5.16;7.07;1.16;1.23;23;2.9;15;-4;0;11;26.2;-1.07;0.51;1.27;0;-1.67;-0.05;-0.3;
1856;42.1889;9.346;RCP4.5;H1;15.6;90;2.57;51;5;1;11;948.18;81.8;84.64;0.06;5.98;43.55;5.2;7.1;1.06;1.1;21;2.3;21;-1;0;8;28.39;-0.33;0.12;-0.13;0.01;-3.13;0.04;-0.23;
1857;42.1824;9.4421;RCP4.5;H1;16.69;101;0.93;66;1;0;2;927.96;82.4;85.01;0.03;5.56;44.88;6.12;7.57;0.92;0.94;19;0.86;21;0;0;2;70.14;-0.77;1.26;5.56;0.04;-0.9;0.14;0.24;
1858;42.1759;9.5383;RCP4.5;H1;17.28;105;1;79;0;0;1;891.05;81.5;85;0.03;5.35;43.17;6.57;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1918;42.4897;1.5116;RCP4.5;H1;8.37;18;0;1;86;2;27;1016.25;114.7;70.44;0;8.26;33.78;6.28;6.67;1.27;1.36;11;0;1;-21;0;20;57.24;-1.73;1.32;3.92;-0.03;3.6;-0.08;-0.66;
1919;42.4905;1.6087;RCP4.5;H1;4.27;0;0;0;145;2;21;1182.4;121;69.9;0;9.65;39.2;7.49;6.33;1.21;1.23;0;0;0;-23;-2;17;46.48;-2.47;1.42;4.51;-0.03;3.5;-0.19;-1.04;
1920;42.4911;1.7057;RCP4.5;H1;3.32;0;0;0;167;2;14;1212.81;122.1;70.27;0.03;10.03;39.86;7.93;7.4;1.08;1.11;0;0;0;-18;-1;12;46.78;-2.37;1.88;4.98;-0.07;5;-0.11;0.07;
1921;42.4916;1.8028;RCP4.5;H1;4.96;0;0;0;136;2;21;980.72;119.3;69.13;0.03;7.91;30.97;7.32;7.27;1.14;1.17;0;0;0;-20;-2;18;29.16;-4.23;1.96;2.6;-0.04;4.9;-0.17;-0.03;
1922;42.4921;1.8998;RCP4.5;H1;7.27;6;0;0;96;2;24;799.34;100;73.52;0.03;6.48;26.81;6.74;7.2;1.16;1.23;4;0;0;-19;-1;20;30.51;-1.73;1.34;1.94;-0.05;4.77;-0.15;-0.13;
1923;42.4924;1.9969;RCP4.5;H1;8.46;17;0;1;80;2;26;778.05;100;73.79;0.03;6.36;26.26;6.72;6.97;1.21;1.29;11;0;1;-19;-1;18;38.67;-1.6;1.48;2.14;0;0.1;-0.01;-0.43;
1924;42.4927;2.0939;RCP4.5;H1;7.68;9;0;0;88;3;25;809.42;99.67;74.65;0.03;6.28;28.46;6.68;6.37;1.18;1.25;6;0;0;-21;-1;20;41.13;-3.13;2.21;3.2;-0.01;1.6;-0.09;-1.03;
1925;42.4929;2.191;RCP4.5;H1;7.46;5;0;0;87;3;25;998.43;101.03;77.34;0.03;7.23;39.68;6.71;6.13;1.18;1.24;4;0;0;-21;-1;21;56.47;-2.5;1.74;5.11;-0.01;1.4;-0.11;-1.24;
1926;42.4929;2.2881;RCP4.5;H1;7.3;5;0;1;90;3;21;1004.51;101.93;77.54;0.03;7.33;38.64;6.68;6.63;1.1;1.12;4;0;1;-19;-1;15;58.95;-1.94;1.74;2.18;-0.01;1.9;-0.21;-0.77;
1927;42.4929;2.3851;RCP4.5;H1;7.8;8;0;1;85;2;25;967.81;100.33;76.99;0;7.37;36.87;6.68;6.6;1.1;1.17;6;0;1;-17;-2;19;45.66;-4.27;1.74;2.37;-0.03;2.7;-0.12;-0.73;
1928;42.4929;2.4822;RCP4.5;H1;6.03;1;0;0;105;2;17;1698.08;118.3;77.31;0.03;12.41;68.43;7.27;6.8;1.1;1.08;1;0;0;-20;-1;13;137.14;-0.1;2.02;9.47;-0.07;5.2;-0.16;-0.53;
1929;42.4927;2.5792;RCP4.5;H1;11.79;37;1.03;10;26;3;19;1286.24;106.87;77.69;0.06;9.35;51.16;4.93;6.67;1.04;1.09;14;1.03;7;-8;0;14;109.44;-0.9;1.4;6.24;-0.02;1.27;-0.12;-0.73;
1930;42.4924;2.6763;RCP4.5;H1;14.89;80;2.43;30;8;2;15;1044.43;101.53;77.79;0.06;7.8;40.95;6.18;6.83;0.98;1.03;19;2.13;13;-2;1;11;86.85;-0.3;1.54;4.5;-0.03;2.3;-0.12;-0.57;
1931;42.4921;2.7733;RCP4.5;H1;15.62;89;3.5;41;6;2;14;841.28;76.1;86.32;0.03;5.09;39.87;8.93;7.17;1;1.01;19;2.97;17;-2;1;11;95.42;-0.8;1.6;4.39;0.01;-0.73;0.02;-0.16;
1932;42.4916;2.8704;RCP4.5;H1;14.97;78;2.63;33;9;2;12;900.37;76.93;86.58;0.03;5.22;42.21;8.04;7.6;0.99;1.03;18;2.2;14;0;1;9;113.74;-0.9;1.6;5.49;0.01;-1.07;-0.01;0.27;
1933;42.4911;2.9674;RCP4.5;H1;13.82;44;0.63;34;8;2;11;1034.72;71;89.88;0.03;5.62;52.75;8.85;7.3;0.97;0.97;14;0.63;14;-2;1;9;130.34;0.6;0.88;7.74;0.01;0;0.01;0.03;
1934;42.4905;3.0645;RCP4.5;H1;15.5;62;0.77;55;3;1;5;886.17;69.1;89.88;0.03;4.78;44.95;12.82;6.8;0.97;0.94;16;0.6;17;-1;1;5;85.84;0.63;0.92;4.56;0.05;-2.06;0.03;-0.53;
1935;42.4898;3.1615;RCP4.5;H1;16.96;80;0.6;80;0;1;3;793.53;66.13;89.92;0.03;4.21;39.75;16.54;6.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1991;42.3088;8.5836;RCP4.5;H1;16.51;110;2.33;46;3;1;4;781.24;85.67;80.01;0.16;6.34;29.36;5.19;4.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1992;42.303;8.6801;RCP4.5;H1;15.93;92;2.47;45;4;2;8;850.68;87.8;79.79;0.16;6.95;31.98;5.07;5.07;0.99;0.96;20;2.1;19;-1;2;7;58.02;0.17;0.93;3.31;-0.02;1.03;-0.34;-2.26;
1993;42.2972;8.7765;RCP4.5;H1;12.24;40;0.4;14;26;3;22;1139.4;107.53;75.17;0.16;8.94;41.42;6.27;7.3;1.2;1.2;16;0.4;9;-9;1;17;92.65;-1.34;1.78;6.34;-0.02;0.4;0.13;-0.1;
1994;42.2913;8.8729;RCP4.5;H1;9.39;10;0;3;49;3;18;1308.74;113.53;74.81;0.13;10.12;48.67;7.33;7.43;1.15;1.17;8;0;3;-14;1;14;86.63;-3.7;2.28;8.01;-0.02;3.53;0.09;0.1;
1995;42.2853;8.9693;RCP4.5;H1;9.43;8;0;4;51;1;21;1291.75;112.9;74.12;0.03;10.07;47.22;7.27;7.1;1.27;1.3;6;0;4;-14;0;17;54.92;-3.7;1.13;6.57;-0.02;-0.53;-0.03;-0.17;
1996;42.2792;9.0656;RCP4.5;H1;9.87;13;0.07;6;44;3;21;1222.28;111.97;73.48;0.1;9.75;42.14;7.03;6.83;1.19;1.19;9;0.07;5;-13;1;16;5.65;-6.16;0.77;1;-0.01;0.94;0.03;-0.5;
1997;42.273;9.162;RCP4.5;H1;13.21;58;1.53;25;19;2;24;854.82;90.03;78.61;0.1;6.24;34.69;5.31;7.17;1.23;1.26;22;1.4;15;-6;0;16;-8.98;-3.27;0.02;-0.31;-0.01;0.67;0.02;-0.13;
1998;42.2667;9.2583;RCP4.5;H1;14.64;87;2.63;29;15;1;17;1055.38;92.53;81.72;0.06;6.89;47.8;4.74;6.77;1.11;1.16;23;2.2;17;-3;0;11;56.9;-1.47;0.65;3.72;0.01;-1.5;-0.09;-0.56;
1999;42.2604;9.3546;RCP4.5;H1;13.89;70;1.67;26;18;2;17;1080.51;94.37;81.17;0.06;7.15;48.94;4.7;7.03;1.14;1.2;20;1.47;15;-4;1;11;27.09;-2.73;0.41;2.29;0;-2.1;0;-0.34;
2000;42.2539;9.4509;RCP4.5;H1;15.19;88;1.97;38;8;1;6;1032.23;84.17;84.95;0.03;6.26;49.74;5.27;7.6;1.06;1.11;21;1.77;18;-2;1;5;77.25;-1.03;1.12;6.05;0.03;-1.77;0.11;0.37;
2001;42.2474;9.5471;RCP4.5;H1;17.26;105;0.97;78;0;0;1;891.65;81.47;85.02;0.03;5.35;43.21;6.56;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2061;42.5616;1.5106;RCP4.5;H1;7.4;9;0;0;100;1;21;1041.71;114.73;71;0;8.73;35.02;6.38;6.63;1.1;1.2;6;0;0;-19;-1;16;54.47;-3;2.19;4.51;-0.03;1.46;-0.09;-0.67;
2062;42.5623;1.6078;RCP4.5;H1;5.74;2;0;0;126;2;19;1116.21;117.23;70.6;0;9.31;37.54;6.87;6.7;1.08;1.15;2;0;0;-18;0;16;59.94;-3.04;2.12;5.18;-0.03;1.6;-0.13;-0.63;
2063;42.5629;1.7049;RCP4.5;H1;4.32;0;0;0;152;2;19;1204.33;121.77;69.43;0.03;9.91;37.94;7.3;6.2;1.08;1.12;0;0;0;-16;1;16;84.78;-2.6;1.57;3.84;-0.04;3.03;-0.21;-1.17;
2064;42.5634;1.8021;RCP4.5;H1;5.48;2;0;0;127;2;23;963.31;117.3;69.76;0.03;7.87;31.08;7.13;7.43;1.16;1.2;2;0;0;-20;-1;19;29.57;-3.47;1.95;3.06;-0.04;5.1;-0.14;0.1;
2065;42.5639;1.8993;RCP4.5;H1;4.01;0;0;0;150;2;18;1020.5;120.33;69.4;0;8.21;32.26;7.64;7.4;1.12;1.13;0;0;0;-20;-2;15;28.61;-3.64;2;2.64;-0.04;5.37;-0.22;0.07;
2066;42.5642;1.9965;RCP4.5;H1;5.2;1;0;0;130;2;21;995.51;117.77;69.96;0.03;8.11;31.43;7.28;6.4;1.19;1.23;1;0;0;-22;-2;17;49.18;-4.06;2.13;3.11;-0.01;-0.23;-0.11;-0.9;
2067;42.5645;2.0936;RCP4.5;H1;7.22;8;0;0;99;3;27;915.18;112.77;71.53;0.03;7.29;30.1;6.65;6.63;1.2;1.28;6;0;0;-21;-1;22;47.35;-4.83;2.86;3.24;-0.01;1;-0.07;-0.67;
2068;42.5647;2.1908;RCP4.5;H1;8.41;12;0;1;74;3;25;964.63;98.13;78.19;0.03;6.9;38.59;6.67;6;1.2;1.25;8;0;1;-20;0;20;63.99;-2.3;1.8;5.04;-0.01;0.97;-0.12;-1.27;
2069;42.5648;2.288;RCP4.5;H1;11.39;40;0.57;6;35;3;21;836.04;96.8;77.87;0.03;6;32.38;4.64;6.93;1.05;1.13;17;0.57;4;-10;0;16;59.83;-0.47;1.66;2.45;-0.01;-1.3;-0.09;-0.4;
2070;42.5648;2.3852;RCP4.5;H1;12.76;56;1.03;11;25;3;18;797.48;94.3;77.7;0.06;5.74;31.68;4.41;7.3;1;1.06;17;1.03;7;-4;1;14;81.83;-0.03;1.32;3.66;0.01;0.3;-0.03;-0.03;
2071;42.5647;2.4823;RCP4.5;H1;10.85;33;0.53;6;41;3;20;885.32;96.37;77.75;0.06;6.5;35.64;4.98;7.23;1.02;1.09;14;0.53;5;-10;0;15;86.6;-0.9;1.51;4.37;0.01;0.14;-0.06;-0.17;
2072;42.5645;2.5795;RCP4.5;H1;12.61;43;0.87;17;18;3;14;1040.23;84.27;85.29;0.03;6.33;51.26;5.35;7.47;1.01;1.03;15;0.87;10;-4;1;9;128.01;2;0.76;7.43;0;0.5;-0.01;0.17;
2073;42.5642;2.6767;RCP4.5;H1;14.49;70;2.4;28;9;3;12;916.36;81.67;85.36;0.03;5.58;44.18;7.04;7.47;0.97;1.01;17;2.13;12;-2;2;8;108.77;2.64;0.65;5.77;0;-0.77;0.02;0.14;
2074;42.5639;2.7739;RCP4.5;H1;15.91;93;4.6;44;5;1;10;826.33;78.1;85.86;0.03;4.82;38.82;8.97;8.07;0.97;0.97;18;3.97;16;-1;1;7;99.04;1.83;0.93;4.75;0.02;0.87;-0.04;0.74;
2075;42.5634;2.8711;RCP4.5;H1;16.41;99;4.07;60;6;2;8;777.42;65.03;90.7;0.03;3.74;42.35;10.99;7.77;0.96;0.95;19;3.27;18;0;2;7;112.8;1.06;0.83;6.73;0.02;0.04;-0.04;0.44;
2076;42.5629;2.9682;RCP4.5;H1;16.66;103;4.8;63;6;2;9;764.78;64.53;90.75;0.03;3.67;41.7;11.27;7.67;0.97;0.95;18;3.73;18;0;1;8;112.34;1.03;0.88;6.61;0.02;-0.1;-0.07;0.3;
2077;42.5623;3.0654;RCP4.5;H1;16.99;82;1.17;81;1;2;3;816.84;66.73;89.6;0.03;4.36;42.57;16.86;7.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2134;42.3804;8.5913;RCP4.5;H1;16.61;96;0.77;63;1;0;5;684.87;76.43;82.19;0.16;5.2;27.16;8.47;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2135;42.3746;8.6879;RCP4.5;H1;15.16;69;0.67;43;4;1;8;762.51;78.5;82.07;0.16;5.81;30.21;8.56;6.93;1;0.97;18;0.4;19;-1;1;8;40.07;-0.83;0.61;2.52;0;-0.8;-0.05;-0.4;
2136;42.3688;8.7844;RCP4.5;H1;13.92;77;2.27;20;21;3;19;985.25;102.33;74.63;0.13;7.93;35.04;5.15;6.2;1.15;1.15;21;1.87;12;-6;0;13;42.74;-0.24;0.75;2.96;0;-1.53;-0.1;-1.1;
2137;42.3629;8.8809;RCP4.5;H1;9.32;10;0;3;49;3;18;1312.99;113.17;74.89;0.13;10.17;48.99;7.37;7.27;1.15;1.16;8;0;3;-15;1;14;87.16;-3.23;2.25;8.09;-0.03;3.76;0.09;-0.06;
2138;42.3568;8.9774;RCP4.5;H1;9.29;8;0;4;53;1;21;1302.02;112.23;74.38;0.03;10.19;47.46;7.37;7.03;1.27;1.3;7;0;4;-14;0;17;57.33;-3.7;1.2;6.62;-0.02;-0.63;-0.03;-0.3;
2139;42.3507;9.0739;RCP4.5;H1;11.15;27;0.27;11;32;2;22;1144.28;108.77;73.91;0.1;9.3;40.52;6.71;7.3;1.2;1.22;15;0.27;8;-11;0;17;11.43;-4.7;0.5;1.36;0;0.5;0.06;-0.03;
2140;42.3446;9.1704;RCP4.5;H1;13.96;74;3.33;26;19;3;25;812.51;88.57;78.72;0.13;6.03;32.85;5.1;7.33;1.22;1.28;21;3.06;15;-6;0;17;-7.11;-2.36;-0.12;-0.31;0;0.5;0.03;0;
2141;42.3383;9.2668;RCP4.5;H1;12.57;44;0.6;23;21;2;19;1215.54;96.7;81.78;0.06;7.94;54.97;5.06;7.17;1.15;1.18;19;0.6;14;-4;1;13;63.14;-2.07;1.04;4.09;0.02;-1.36;-0.01;-0.13;
2142;42.3319;9.3632;RCP4.5;H1;11.99;36;0.27;20;24;2;17;1251.86;99.47;81.31;0.06;8.01;56.64;5.42;7.17;1.13;1.17;18;0.27;13;-4;0;12;64.79;-2.53;1.1;4.61;0.02;-2.33;0.03;-0.16;
2143;42.3254;9.4596;RCP4.5;H1;14.37;75;1.97;30;11;1;15;1111.11;85;84.83;0.06;7.23;51.5;4.57;6.53;1.11;1.21;22;1.8;14;-4;0;12;75.64;-1.27;0.86;4.56;-0.04;1.5;-0.14;-0.8;
2144;42.3189;9.556;RCP4.5;H1;17.27;107;1.37;76;0;0;4;902.11;80.27;85.02;0.06;5.72;41.77;6.17;6.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2203;42.6326;1.4123;RCP4.5;H1;3.66;0;0;0;158;2;17;1665.73;146.1;64.4;0.03;14.14;47.24;7.62;7;1.06;1.12;0;0;0;-17;0;14;0.39;-8.37;2.59;4.35;-0.05;5.64;-0.07;-0.33;
2204;42.6334;1.5096;RCP4.5;H1;4.24;0;0;0;152;2;18;1192.64;120.07;69.91;0;9.92;38.78;7.44;6.73;1.06;1.11;0;0;0;-17;0;15;67.34;-3.66;2.04;4.87;-0.03;0.17;-0.14;-0.6;
2205;42.6341;1.6069;RCP4.5;H1;3.89;0;0;0;156;2;18;1739.42;149.87;64.16;0.06;14.64;50.6;7.36;6.1;1.09;1.11;0;0;0;-17;0;16;74.91;-6.96;2.81;7.6;-0.04;3.27;-0.23;-1.23;
2206;42.6347;1.7042;RCP4.5;H1;4.36;0;0;0;149;2;19;1687.81;150.57;63.84;0.06;14.12;48.77;7.16;6.13;1.1;1.13;0;0;0;-17;0;16;62.02;-6.6;2.78;6.75;-0.04;3.3;-0.23;-1.17;
2207;42.6353;1.8014;RCP4.5;H1;6.16;2;0;0;118;2;22;1530.08;149.83;63.25;0;12.85;41.39;6.61;7.07;1.08;1.14;2;0;0;-17;1;17;38.58;-4.74;1.92;3.52;-0.06;4.63;-0.11;-0.23;
2208;42.6357;1.8987;RCP4.5;H1;4.74;0;0;0;142;2;18;1652.62;150.07;63.82;0;14.1;45.63;7.06;6.7;1.05;1.08;0;0;0;-15;-1;14;56;-4.6;2.32;5.08;-0.05;4.56;-0.11;-0.57;
2209;42.6361;1.996;RCP4.5;H1;4.69;0;0;0;141;2;18;1671.7;149.1;63.2;0.03;14.31;46.02;7.08;6.77;1.09;1.12;0;0;0;-18;0;14;64.94;-5.8;1.85;4.83;-0.04;3.96;-0.11;-0.6;
2210;42.6363;2.0933;RCP4.5;H1;7.51;9;0;0;96;2;24;909.43;117.17;69.42;0.03;7.52;28.49;6.7;7.3;1.1;1.16;6;0;0;-20;-1;17;61.6;-1.53;1.28;1.91;-0.04;4.86;0.03;0.03;
2211;42.6365;2.1906;RCP4.5;H1;5.53;0;0;0;119;3;20;1486.48;141.97;64.57;0;12.29;42.9;7.02;6.97;1.09;1.12;0;0;0;-20;0;14;52.36;-5.5;1.3;2.63;-0.05;5.07;0.04;-0.36;
2212;42.6366;2.2879;RCP4.5;H1;9.47;18;0.07;2;55;2;22;963.52;101.53;76.53;0;7.1;37.26;6;8.33;1.06;1.09;10;0.07;2;-18;-1;16;105.18;-0.24;1.06;5.5;0;0.1;0.07;1.03;
2213;42.6366;2.3852;RCP4.5;H1;13.4;63;1.63;15;19;2;15;778.12;93.03;78.19;0.03;5.62;31.5;4.44;8.07;1.05;1.08;15;1.53;9;-6;0;12;78.93;-0.37;1.44;4.66;0.01;-1.27;0.05;0.7;
2214;42.6365;2.4825;RCP4.5;H1;14.64;71;2.43;29;8;1;12;891.18;79.77;85.37;0.03;5.45;42.89;7.29;7.23;1;1.02;16;2.16;13;-3;-1;9;97.32;0.44;0.81;4.19;0.03;-1.9;0;0;
2215;42.6363;2.5798;RCP4.5;H1;14.88;76;2.67;32;8;2;12;874.08;78.77;85.51;0.03;5.24;40.58;7.84;7.8;1;0.99;17;2.3;14;-2;1;9;95.48;-0.06;0.91;3.52;0.02;-2.63;-0.03;0.43;
2216;42.6361;2.6771;RCP4.5;H1;15.41;85;3.73;37;6;1;10;854.54;78.8;85.83;0.03;4.95;40.04;8.98;8.17;0.99;0.99;18;3.26;15;-2;1;7;100.04;1.5;0.87;4.64;0.03;0.43;0;0.87;
2217;42.6357;2.7744;RCP4.5;H1;16.23;95;4.27;57;5;1;9;776.64;65.97;90.41;0.03;3.74;41.56;10.79;7.8;0.96;0.94;18;3.74;18;-1;0;7;104.58;2.17;0.57;5.37;0.02;-1.2;-0.02;0.57;
2218;42.6353;2.8717;RCP4.5;H1;16.56;101;4.63;62;6;2;8;769.82;64.8;90.75;0.03;3.7;41.95;11.17;7.77;0.96;0.95;18;3.73;19;0;1;7;112.51;1.13;0.87;6.58;0.01;-0.1;-0.05;0.4;
2219;42.6347;2.969;RCP4.5;H1;16.81;107;5.33;65;5;2;8;756.92;64.17;90.77;0.03;3.63;41.38;11.47;7.63;0.97;0.95;18;4.06;18;-1;1;7;112.39;0.87;0.87;6.73;0.02;-0.04;-0.06;0.36;
2220;42.6341;3.0663;RCP4.5;H1;16.86;108;5.57;66;6;2;8;753.81;63.9;90.8;0.03;3.61;41.24;11.54;7.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2278;42.4462;8.6957;RCP4.5;H1;16.33;90;0.8;59;1;1;5;699.01;76.83;82.22;0.16;5.31;27.77;8.58;6.7;0.96;0.91;19;0.5;22;-1;1;5;36.12;-0.57;0.65;2.41;0;-1.23;-0.11;-0.6;
2279;42.4404;8.7924;RCP4.5;H1;13.9;49;0.67;29;8;1;14;817.24;80.3;81.85;0.16;6.46;31.49;7.59;6.77;1.06;1.07;18;0.64;16;-2;0;10;28.74;0.37;0.05;1.08;0;-1.27;-0.07;-0.53;
2280;42.4344;8.889;RCP4.5;H1;9.63;11;0;4;47;3;16;1259.02;114.37;73.35;0.1;9.98;44.1;6.97;6.23;1.09;1.1;8;0;3;-11;1;12;41.24;-2.86;0.89;3.53;-0.01;0.24;-0.14;-1.27;
2281;42.4284;8.9856;RCP4.5;H1;9.33;8;0;3;53;1;20;1307.22;114.6;73.96;0.06;10.37;45.95;7.13;6.37;1.25;1.3;7;0;3;-14;0;15;60.26;-1.93;0.6;4.47;-0.02;2.7;-0.26;-0.96;
2282;42.4223;9.0822;RCP4.5;H1;10.55;22;0.1;10;39;2;19;1185.63;108.9;74.08;0.1;9.46;41.31;7.06;7.43;1.13;1.14;13;0.1;8;-9;0;13;23.79;-3.87;0.54;1.39;-0.01;2.83;0.07;0.1;
2283;42.4161;9.1788;RCP4.5;H1;14.76;90;4.67;28;17;3;21;770.08;88.67;78.78;0.1;5.56;30.75;5.32;6.87;1.13;1.17;20;3.84;16;-4;1;13;6.13;0.07;0.1;0.68;-0.01;1.37;0.03;-0.4;
2284;42.4098;9.2753;RCP4.5;H1;13.45;63;1.03;27;19;1;20;1137.38;97.6;81.54;0.06;7.29;50.79;4.78;7.23;1.15;1.19;23;1;17;-3;0;13;45.24;-0.5;1.07;1.76;0.02;-0.63;-0.01;-0.07;
2285;42.4034;9.3719;RCP4.5;H1;13.96;73;2.03;25;17;2;19;1104.64;95.97;81.78;0.06;7.19;49.72;4.57;6.07;1.18;1.27;23;1.8;14;-5;1;15;53.64;-0.4;1.23;4.81;-0.03;1.7;-0.26;-1.26;
2286;42.397;9.4684;RCP4.5;H1;14.91;83;1.83;35;9;1;13;1048.27;83.87;84.75;0.03;6.73;48.42;4.78;6.57;1.09;1.17;22;1.56;16;-2;0;11;66.23;-1.6;1.03;4.73;-0.03;3.06;-0.23;-0.76;
2331;42.6817;-0.0495;RCP4.5;H1;4.31;0;0;0;154;2;17;1679.84;155.67;62.28;0.1;13.4;46.53;8.14;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2332;42.6839;0.0479;RCP4.5;H1;3.97;0;0;0;159;2;17;1703.04;155.63;62.65;0.1;13.71;47.6;8.42;7.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2333;42.6859;0.1452;RCP4.5;H1;5.38;0;0;0;132;2;21;1625.06;155.53;62.32;0.03;13.04;44.94;7.28;6.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2334;42.6879;0.2426;RCP4.5;H1;5.29;0;0;0;134;2;19;1598.27;154.73;62.52;0.03;13.07;43.93;7.21;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2335;42.6897;0.3399;RCP4.5;H1;4.34;0;0;0;151;2;18;1681.28;157.7;61.88;0;13.78;45.96;7.94;6.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2336;42.6915;0.4373;RCP4.5;H1;3.02;0;0;0;175;2;19;1821.15;156.23;61.71;0.03;15.35;48.03;8.92;5.87;1.1;1.12;0;0;0;-18;0;16;44.74;-6.57;1.56;2.25;-0.06;4.8;-0.3;-1.43;
2337;42.6932;0.5346;RCP4.5;H1;3.47;0;0;0;165;3;19;1782.99;159.93;61.43;0.03;14.98;48.69;7.4;6.27;1.05;1.05;0;0;0;-19;0;15;5.76;-6.54;2.76;4.66;-0.04;2.53;-0.24;-1.06;
2338;42.6948;0.632;RCP4.5;H1;5.08;0;0;0;138;3;21;1640.28;158.33;61.32;0;13.77;44.52;6.57;6.17;1.04;1.08;0;0;0;-18;0;17;-19.98;-6;2.66;4.53;-0.04;2.06;-0.23;-1.13;
2343;42.7015;1.1189;RCP4.5;H1;5.97;1;0;0;121;2;22;1820.62;161.97;59;0;15.3;44.98;6.29;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2344;42.7026;1.2163;RCP4.5;H1;4.68;0;0;0;143;2;22;1964.21;161.2;59.88;0.03;16.61;48.97;6.92;6.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2345;42.7036;1.3137;RCP4.5;H1;4.72;4;0;0;148;1;29;1991.86;164.93;59.15;0;17.11;49.68;6.93;6.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2346;42.7044;1.4111;RCP4.5;H1;5.74;7;0;0;130;2;31;1583.56;150;63.28;0;13.68;43.94;6.61;5.9;1.33;1.53;7;0;0;-16;1;25;51.3;-5.2;2.35;5.06;-0.04;2.5;-0.34;-1.4;
2347;42.7052;1.5086;RCP4.5;H1;6.11;2;0;0;117;2;23;1549.54;149.93;63.87;0;12.75;43.2;6.44;5.73;1.1;1.14;2;0;0;-19;-1;17;49.64;-5.17;2.47;4.51;-0.05;3.77;-0.31;-1.6;
2348;42.706;1.606;RCP4.5;H1;6.32;2;0;0;110;3;26;1562.07;148.07;64.27;0;12.91;45.18;6.4;6.07;1.14;1.15;2;0;0;-23;0;20;65.19;-5.43;2.36;6.39;-0.03;-0.4;-0.33;-1.26;
2349;42.7066;1.7034;RCP4.5;H1;7.41;8;0;0;94;2;27;1480.39;149.77;63.17;0;12.26;42.18;6.05;6.47;1.13;1.17;5;0;0;-21;0;21;58.69;-4;2.31;6.28;-0.02;-1.14;-0.22;-0.83;
2350;42.7071;1.8008;RCP4.5;H1;9.47;25;0.07;1;60;2;25;1381.7;144.5;62.87;0;11.72;36.78;5.26;6.87;1.09;1.16;11;0.07;1;-21;0;17;94.53;-4.5;1.81;4.34;-0.03;2.53;-0.06;-0.46;
2351;42.7076;1.8982;RCP4.5;H1;8.99;21;0;1;70;2;25;1405.37;145.5;62.41;0;12.14;38.35;5.64;7.53;1.11;1.16;11;0;1;-19;0;18;88.24;-3.1;1.32;4.78;-0.04;4.83;0.01;0.2;
