#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
14213;48.673;1.0878;REF;REF;10.31;28;0.3;0;47;4;6;609.13;116.87;62.64;0.03;5.15;16.14;7.4;7.33;
14214;48.6741;1.1964;REF;REF;10.39;29;0.3;1;46;4;6;606.7;116.77;62.67;0.03;5.12;16.06;7.45;7.33;
14215;48.6751;1.305;REF;REF;10.55;29;0.4;0;44;3;6;596.32;116.57;62.31;0.07;5.06;15.48;7.53;7.3;
14216;48.676;1.4135;REF;REF;10.66;30;0.47;1;42;3;6;593.46;116.7;62.35;0.03;5.15;15.51;7.62;7.3;
14217;48.6768;1.5221;REF;REF;10.98;32;0.67;1;38;3;7;599.48;116.33;61.76;0.07;5.21;15.38;7.18;7.27;
14218;48.6775;1.6307;REF;REF;10.69;29;0.47;1;42;3;7;655.49;119.83;61.91;0.03;5.58;17.3;6.86;7.3;
14219;48.6781;1.7393;REF;REF;10.57;28;0.5;1;43;3;7;661.41;120.23;61.95;0.03;5.6;17.23;6.75;7.37;
14220;48.6786;1.8479;REF;REF;10.53;28;0.5;1;45;3;7;682.89;120.77;62.39;0.03;5.81;17.92;6.75;7.3;
14221;48.679;1.9564;REF;REF;10.61;29;0.43;1;44;3;6;678.14;121.1;62.24;0.03;5.86;17.76;6.81;7.33;
14222;48.6793;2.065;REF;REF;10.68;30;0.6;1;44;3;7;674.27;120.8;62.16;0.07;5.83;17.79;6.85;7.33;
14223;48.6795;2.1736;REF;REF;11.27;33;0.47;5;34;3;7;647.02;116.83;63.17;0.03;5.55;17.02;7.74;7.33;
14224;48.6796;2.2822;REF;REF;11.13;37;0.73;3;41;4;7;634.16;118.6;62.4;0.07;5.35;16.39;7.74;7.27;
14225;48.6796;2.3908;REF;REF;11.84;41;0.8;6;30;2;7;624.9;115.17;63.14;0.07;5.35;16.55;7.88;7.4;
14226;48.6795;2.4994;REF;REF;11.72;39;0.73;5;30;3;7;629.98;115.8;63.22;0.07;5.42;16.83;7.85;7.33;
14227;48.6793;2.608;REF;REF;11.35;36;0.7;3;35;3;7;687.39;120.4;62.06;0.1;5.9;17.62;7.14;7.37;
14228;48.679;2.7166;REF;REF;11.28;35;0.63;3;36;3;7;690.86;120.73;62.05;0.1;5.92;17.77;7.12;7.4;
14229;48.6786;2.8252;REF;REF;11.24;35;0.63;3;37;4;7;691.36;120.73;62.01;0.07;5.96;17.77;7.09;7.3;
14230;48.6781;2.9337;REF;REF;10.93;34;0.77;1;42;3;8;704.07;125.37;60.6;0.07;5.99;17.75;8.09;7.37;
14231;48.6775;3.0423;REF;REF;10.84;33;0.83;1;43;3;8;708.53;126.13;60.63;0.07;6.02;17.88;8.05;7.43;
14232;48.6768;3.1509;REF;REF;10.76;34;0.77;2;43;3;8;717.47;124.77;61.62;0.1;6.09;18.6;7.83;7.3;
14233;48.676;3.2595;REF;REF;10.63;33;0.73;2;45;3;8;722.98;124.77;61.63;0.07;6.19;18.69;7.75;7.33;
14234;48.6751;3.3681;REF;REF;10.65;33;0.73;2;45;3;8;721.95;124.73;61.7;0.07;6.17;18.67;7.76;7.27;
14235;48.6741;3.4766;REF;REF;10.36;30;0.67;1;50;4;9;738.15;126.3;62.02;0.1;6.41;18.62;7.1;7.27;
14236;48.673;3.5852;REF;REF;10.27;29;0.67;1;51;4;9;742.32;126.73;62.04;0.1;6.45;18.74;7.05;7.33;
14237;48.6718;3.6938;REF;REF;10.51;31;0.7;1;49;4;8;730.54;126.17;62.12;0.1;6.4;18.83;7.14;7.3;
14238;48.6705;3.8023;REF;REF;10.76;38;0.77;1;51;5;8;694.29;123.47;61.93;0.07;6.12;18.19;7.22;7.33;
14239;48.6691;3.9109;REF;REF;10.77;38;0.77;1;51;5;8;694;123.5;61.93;0.07;6.12;18.18;7.22;7.33;
14240;48.6677;4.0194;REF;REF;10.56;35;0.67;1;53;5;9;701.73;124.13;61.92;0.1;6.09;18.14;7.14;7.4;
14241;48.6661;4.1279;REF;REF;10.49;35;0.73;1;57;6;10;689.41;127.53;59.62;0.14;5.87;17.17;7.53;7.3;
14242;48.6644;4.2365;REF;REF;10.48;34;0.73;1;57;6;10;690.53;127.83;59.69;0.14;5.87;17.21;7.51;7.3;
14243;48.6626;4.345;REF;REF;10.22;31;0.63;1;57;5;9;716.2;124.7;61.86;0.14;6.13;18.86;7.03;7.4;
14244;48.6607;4.4535;REF;REF;10.27;32;0.67;1;56;5;9;714.17;124.53;61.91;0.14;6.1;18.81;7.04;7.33;
14245;48.6587;4.562;REF;REF;10.55;35;0.7;1;53;6;10;702.04;124.07;61.71;0.14;6.06;18.35;7.12;7.33;
14246;48.6566;4.6705;REF;REF;11.05;41;0.77;2;49;5;10;775.18;131.63;59.64;0.1;6.59;18.95;6.72;7.3;
14247;48.6544;4.779;REF;REF;11.02;42;0.77;2;51;5;10;827.31;136.77;58.75;0.14;7.1;20.1;6.29;7.23;
14248;48.6522;4.8875;REF;REF;10.9;41;0.8;2;52;5;11;834.69;137.43;58.64;0.03;7.13;20.23;6.22;7.37;
14249;48.6498;4.996;REF;REF;10.47;38;0.8;1;55;6;11;983.3;146.23;57.99;0.03;8.32;23.27;7.2;7.33;
14250;48.6473;5.1044;REF;REF;10.09;34;0.73;1;60;6;11;1005.41;146.33;58.15;0.03;8.53;23.78;6.91;7.4;
14251;48.6447;5.2129;REF;REF;9.77;30;0.63;1;65;6;11;1025.23;146.3;58.07;0.03;8.78;23.94;6.72;7.33;
14252;48.642;5.3213;REF;REF;9.55;27;0.47;1;67;5;10;1036.6;146.63;58.02;0.03;8.87;23.97;6.58;7.33;
14253;48.6393;5.4297;REF;REF;9.44;26;0.37;1;67;5;10;1046.37;147.83;57.91;0.03;8.95;24.16;6.49;7.33;
14254;48.6364;5.5381;REF;REF;9.43;25;0.4;1;66;6;10;1049.32;147.17;58.19;0.07;8.85;24.67;6.48;7.3;
14255;48.6334;5.6466;REF;REF;9.49;29;0.57;0;70;6;11;931.52;138.8;59.13;0.07;8.05;22.26;7.03;7.33;
14256;48.6303;5.7549;REF;REF;9.77;31;0.7;1;64;5;11;820.3;132.3;59.77;0.07;7.1;20.23;9.01;7.37;
14257;48.6272;5.8633;REF;REF;10.21;36;0.83;1;59;6;10;793.64;130.67;59.8;0.1;6.87;19.14;9.32;7.33;
14258;48.6239;5.9717;REF;REF;9.74;32;0.47;1;69;6;10;821.07;135.5;58.15;0.1;6.98;19.49;6.23;7.3;
14259;48.6205;6.08;REF;REF;9.64;31;0.47;1;70;6;10;829.03;135.57;58.12;0.1;7.04;19.72;6.15;7.3;
14260;48.617;6.1884;REF;REF;9.9;33;0.47;1;67;6;9;815.53;135.4;58.13;0.1;6.96;19.51;6.29;7.37;
14261;48.6135;6.2967;REF;REF;10.09;35;0.5;1;64;6;9;806.85;135.57;58.13;0.1;6.86;19.38;6.44;7.37;
14262;48.6098;6.405;REF;REF;10.09;35;0.6;1;64;6;10;807.33;135.47;58.21;0.1;6.8;19.35;6.45;7.33;
14263;48.606;6.5133;REF;REF;10.09;35;0.63;1;64;5;9;807.62;135.37;58.28;0.1;6.87;19.76;6.46;7.33;
14264;48.6022;6.6216;REF;REF;10.03;34;0.6;1;65;5;9;810.49;135.2;58.29;0.1;6.88;19.83;6.4;7.37;
14265;48.5982;6.7298;REF;REF;9.95;34;0.57;1;66;5;9;816.85;134.87;58.36;0.1;6.83;20.13;6.35;7.33;
14266;48.5941;6.8381;REF;REF;9.73;34;0.27;1;75;6;11;1007.86;145;57.75;0.07;8.6;24.35;6.39;7.3;
14267;48.59;6.9463;REF;REF;9.55;32;0.17;1;76;7;11;1023.53;147.3;57.5;0.07;8.68;24.07;6.3;7.33;
14268;48.5857;7.0545;REF;REF;9.37;26;0.23;2;72;7;10;1124.86;155.37;56.47;0.07;9.44;25.72;7.32;7.37;
14269;48.5813;7.1627;REF;REF;8.65;13;0;3;77;7;10;1193.5;156;56.47;0.07;10.1;27.3;6.82;7.27;
14270;48.5769;7.2709;REF;REF;7.95;11;0;1;91;6;9;1267.37;166.2;53.97;0.07;10.44;27.97;5.35;7.33;
14271;48.5723;7.379;REF;REF;9.77;29;0.27;3;65;6;12;711.79;136.93;57.93;0.07;5.86;17.32;6.71;7.33;
14272;48.5676;7.4872;REF;REF;10.51;39;0.3;4;56;6;11;676.75;134.33;57.86;0.07;5.56;16.43;7.03;7.43;
14273;48.5629;7.5953;REF;REF;10.82;43;0.4;4;52;5;11;658.83;133.4;57.6;0.1;5.44;16.23;7.08;7.3;
14274;48.558;7.7034;REF;REF;11.06;46;0.43;5;52;5;11;670.15;125.9;60.58;0.14;5.66;16.75;6.06;7.3;
14275;48.5531;7.8114;REF;REF;11.09;46;0.47;5;51;5;11;668.91;125.87;60.58;0.14;5.65;16.72;6.08;7.3;
14302;48.5385;-4.7666;REF;REF;11.85;6;0;0;4;1;1;894.47;148.6;54.96;0.1;7.56;19.71;10.96;7.33;
14303;48.5449;-4.6587;REF;REF;11.59;5;0;0;5;1;1;908.31;149.57;54.93;0.1;7.69;20.04;10.84;7.33;
14304;48.5512;-4.5508;REF;REF;11.63;5;0;0;5;0;1;906.96;149.5;55;0.1;7.61;19.78;10.88;7.37;
14305;48.5575;-4.4429;REF;REF;11.52;5;0;0;5;0;1;912.78;149.67;55.08;0.1;7.71;19.77;10.83;7.27;
14306;48.5636;-4.335;REF;REF;11.48;5;0;0;5;0;1;914.89;150.13;55.09;0.1;7.74;19.82;10.81;7.37;
14307;48.5697;-4.227;REF;REF;11.36;5;0;0;6;0;1;922.27;150.63;55.12;0.1;7.72;20.03;10.73;7.37;
14308;48.5756;-4.119;REF;REF;11.25;5;0;0;6;0;1;923.77;151.17;54.87;0.07;7.85;19.9;10.67;7.3;
14309;48.5815;-4.011;REF;REF;11.31;5;0;0;6;0;1;920.9;151.07;54.87;0.07;7.83;19.82;10.71;7.3;
14310;48.5872;-3.9029;REF;REF;11.42;5;0;0;5;0;1;914.63;150.23;54.9;0.07;7.76;19.82;10.76;7.33;
14311;48.5929;-3.7949;REF;REF;11.41;8;0;0;9;0;1;1056.3;160.4;53.85;0.07;8.99;22.16;9.15;7.33;
14312;48.5984;-3.6868;REF;REF;11.19;8;0;0;10;0;1;1069.54;160.8;53.88;0.07;9.09;22.55;9.11;7.33;
14313;48.6039;-3.5786;REF;REF;10.92;12;0.13;0;19;1;3;906.74;146.83;55.8;0.07;7.59;20.28;7.8;7.3;
14314;48.6093;-3.4705;REF;REF;10.93;12;0.13;0;19;1;3;906.34;146.83;55.81;0.07;7.6;20.27;7.8;7.3;
14315;48.6145;-3.3624;REF;REF;10.95;12;0.03;0;19;1;3;903.55;147;55.66;0.07;7.59;20.33;7.82;7.33;
14316;48.6197;-3.2542;REF;REF;11;12;0.17;0;19;1;2;899.79;146.53;55.62;0.07;7.58;20.08;7.83;7.37;
14317;48.6247;-3.146;REF;REF;11.15;13;0.13;0;19;2;2;891.99;146.27;55.67;0.07;7.55;19.9;7.88;7.37;
14318;48.6297;-3.0377;REF;REF;11.28;13;0.1;0;18;1;2;884.63;145.77;55.72;0.07;7.46;20.2;7.88;7.37;
14319;48.6346;-2.9295;REF;REF;11.28;9;0.03;0;13;1;1;737.03;132.13;58.36;0.07;6.22;17.71;8.79;7.4;
14320;48.6393;-2.8212;REF;REF;11.72;12;0.07;0;11;1;1;716.32;130.83;58.45;0.07;6.03;17.27;8.86;7.27;
14323;48.653;-2.4963;REF;REF;11.71;17;0.27;0;19;2;2;673.53;128.33;58.28;0.1;5.61;16.42;8.25;7.33;
14324;48.6574;-2.388;REF;REF;11.6;16;0.2;0;19;2;2;678.93;129.07;58.18;0.1;5.67;16.92;8.24;7.37;
14325;48.6617;-2.2796;REF;REF;11.66;17;0.27;0;19;2;2;676.26;128.73;58.19;0.1;5.65;16.88;8.26;7.33;
14328;48.6739;-1.9545;REF;REF;11.66;12;0.03;0;16;2;1;740.83;132.8;58.07;0.1;6.3;17.39;9.62;7.3;
14329;48.6778;-1.846;REF;REF;11.69;12;0;0;16;2;1;739.1;133.07;57.94;0.1;6.39;17.34;9.68;7.33;
14332;48.6888;-1.5207;REF;REF;11.51;12;0;0;17;3;3;892.59;139.23;57.49;0.07;7.74;20.35;9.85;7.37;
14333;48.6923;-1.4122;REF;REF;11.47;12;0;0;17;3;3;895.07;139.33;57.51;0.07;7.76;20.4;9.82;7.33;
14334;48.6957;-1.3037;REF;REF;11.2;11;0;0;18;2;3;911.97;140.43;57.68;0.03;7.83;21.08;9.68;7.3;
14335;48.6989;-1.1952;REF;REF;10.83;15;0;0;27;3;4;1016.62;145.6;58.2;0.03;8.66;24.36;8.62;7.33;
14336;48.7021;-1.0866;REF;REF;10.69;15;0;0;28;3;3;1025.69;145.93;58.14;0.03;8.78;24.59;8.56;7.33;
14337;48.7052;-0.9781;REF;REF;10.25;14;0;0;32;3;4;1057.75;145.93;58.17;0.07;9.03;25.17;8.4;7.3;
14338;48.7082;-0.8696;REF;REF;9.85;13;0;0;36;4;4;1084.55;146.6;58.26;0.07;9.19;25.54;8.33;7.27;
14339;48.7111;-0.761;REF;REF;9.89;18;0.17;0;43;4;4;906.9;138.23;59.77;0.07;7.74;21.87;7.47;7.27;
14340;48.7139;-0.6524;REF;REF;9.9;18;0.17;0;42;4;4;904.52;138.2;59.7;0.1;7.78;21.6;7.5;7.43;
14341;48.7165;-0.5438;REF;REF;10.16;19;0.17;0;39;3;3;887.5;138.23;59.61;0.1;7.62;21.12;7.63;7.3;
14342;48.7191;-0.4352;REF;REF;10.1;18;0.17;0;40;3;5;890.43;137.9;59.73;0.1;7.66;21.51;7.58;7.3;
14343;48.7216;-0.3266;REF;REF;10.07;18;0.17;0;41;4;5;893.58;138.23;59.91;0.1;7.62;21.02;7.56;7.3;
14344;48.724;-0.218;REF;REF;10.31;19;0.17;0;38;3;5;879.52;138.03;59.8;0.1;7.49;20.65;7.69;7.27;
14345;48.7263;-0.1094;REF;REF;10.41;22;0.23;0;39;4;5;714.28;129.3;59.56;0.1;6.01;17.31;7.54;7.3;
14346;48.7285;-0.0007;REF;REF;10.43;22;0.27;0;39;4;4;712.63;129.13;59.43;0.1;6.01;16.75;7.5;7.3;
14347;48.7306;0.1079;REF;REF;10.27;21;0.17;0;41;3;4;720.54;129.57;59.4;0.1;6.08;16.94;7.45;7.23;
14348;48.7326;0.2166;REF;REF;10.11;20;0.13;0;42;4;5;782.85;132.23;59.93;0.1;6.52;18.89;7.49;7.37;
14349;48.7344;0.3252;REF;REF;9.86;19;0.17;0;46;4;5;794.83;132.27;60.05;0.1;6.63;19.2;7.45;7.4;
14350;48.7362;0.4339;REF;REF;9.66;19;0.2;0;49;4;6;803.28;132.43;60.03;0.07;6.79;19.27;7.44;7.33;
14351;48.7379;0.5426;REF;REF;9.82;19;0.2;0;47;4;6;795.02;132;60.03;0.07;6.78;19.55;7.47;7.33;
14352;48.7395;0.6513;REF;REF;9.97;20;0.2;0;44;4;6;787.23;131.8;59.85;0.07;6.71;19.36;7.49;7.3;
14353;48.741;0.76;REF;REF;10.44;25;0.3;1;42;3;6;756.75;132.23;59.01;0.07;6.43;18.51;7.58;7.3;
14354;48.7424;0.8687;REF;REF;10.26;24;0.3;0;46;3;6;657.79;126.67;59.22;0.03;5.53;15.82;8.01;7.3;
14355;48.7437;0.9774;REF;REF;10.38;24;0.3;1;44;3;6;653.07;126.47;59.23;0.03;5.49;15.76;8.08;7.3;
14356;48.7449;1.0861;REF;REF;10.42;24;0.3;1;44;3;6;651.48;126.67;59.1;0.03;5.52;15.48;8.08;7.33;
14357;48.746;1.1948;REF;REF;10.52;29;0.4;1;44;3;7;600.32;117.13;62.5;0.1;5.07;15.9;7.5;7.3;
14358;48.747;1.3035;REF;REF;10.67;30;0.43;1;42;3;6;594.55;116.9;62.5;0.1;5.02;15.75;7.6;7.37;
14359;48.7479;1.4123;REF;REF;10.74;30;0.5;1;41;3;7;591.26;116.57;62.26;0.07;5.04;15.49;7.66;7.37;
14360;48.7487;1.521;REF;REF;10.91;32;0.63;1;39;3;7;602.23;116.63;61.74;0.07;5.24;15.44;7.13;7.43;
14361;48.7494;1.6297;REF;REF;10.74;29;0.4;1;40;3;7;622.21;120.93;61.5;0.03;5.21;16.18;7.46;7.33;
14362;48.75;1.7384;REF;REF;10.64;29;0.5;1;42;3;7;658.52;120.1;61.94;0.03;5.59;17.14;6.81;7.27;
14363;48.7505;1.8472;REF;REF;10.67;28;0.4;1;42;3;7;647.22;120.07;62.26;0.03;5.49;16.94;6.52;7.23;
14364;48.7509;1.9559;REF;REF;10.61;28;0.37;1;43;3;7;648.07;120.13;61.97;0.07;5.53;17.17;6.48;7.33;
14365;48.7512;2.0647;REF;REF;10.67;30;0.6;1;44;3;7;674.73;120.73;62.15;0.07;5.84;17.79;6.84;7.33;
14366;48.7514;2.1734;REF;REF;11.04;29;0.43;3;36;3;7;666.13;117.87;62.86;0.07;5.86;17.37;6.49;7.33;
14367;48.7515;2.2821;REF;REF;12.04;36;0.57;8;23;3;7;628.59;115;63.6;0.03;5.3;16.93;6.68;7.4;
14368;48.7515;2.3909;REF;REF;12.03;44;1.2;5;28;3;7;635.79;115.13;63.59;0.03;5.46;17;7;7.33;
14369;48.7514;2.4996;REF;REF;12;43;1.2;5;28;3;7;636.8;115.13;63.56;0.03;5.47;17.01;7;7.27;
14370;48.7512;2.6084;REF;REF;11.23;35;0.6;3;37;3;7;692.49;120.63;62.13;0.1;5.96;18.02;7.12;7.27;
14371;48.7509;2.7171;REF;REF;11.16;34;0.53;3;37;3;7;695.42;120.97;62.11;0.1;5.97;18.09;7.1;7.3;
14372;48.7505;2.8258;REF;REF;11.12;34;0.5;3;38;4;7;696.91;120.87;62.09;0.1;6.07;18.17;7.09;7.27;
14373;48.75;2.9346;REF;REF;11.1;34;0.53;3;38;3;7;700.9;121;62.07;0.1;6.05;18.09;7.08;7.33;
14374;48.7494;3.0433;REF;REF;10.84;33;0.77;1;43;3;8;711.66;126.03;60.75;0.1;6.08;18.13;8.04;7.33;
14375;48.7487;3.152;REF;REF;10.69;32;0.8;1;44;3;8;717.34;126.27;60.75;0.1;6.06;18.27;8;7.3;
14376;48.7479;3.2608;REF;REF;10.59;31;0.73;1;46;3;8;722.48;126.4;60.75;0.07;6.19;18.42;7.92;7.3;
14377;48.747;3.3695;REF;REF;10.54;31;0.73;1;47;3;8;724.97;126.8;60.74;0.07;6.21;18.48;7.91;7.37;
14378;48.746;3.4782;REF;REF;10.38;30;0.67;1;50;4;9;736.82;126.03;62.02;0.1;6.4;18.59;7.12;7.3;
14379;48.7449;3.5869;REF;REF;10.27;29;0.67;1;52;4;8;743.33;126.63;62.04;0.1;6.48;19.34;7.02;7.37;
14380;48.7437;3.6956;REF;REF;10.25;29;0.67;1;52;4;8;744.02;126.5;62.03;0.1;6.49;19.36;7.02;7.37;
14381;48.7424;3.8043;REF;REF;10.42;33;0.6;1;54;5;9;711.44;124.13;61.93;0.14;6.08;18.81;7.07;7.33;
14382;48.741;3.913;REF;REF;10.6;36;0.7;1;53;5;9;702.88;123.63;62.02;0.14;6.04;18.59;7.14;7.33;
14383;48.7395;4.0217;REF;REF;10.45;34;0.63;1;54;5;9;709.02;123.9;61.93;0.07;6.12;18.09;7.08;7.33;
14384;48.738;4.1304;REF;REF;10.25;32;0.6;1;57;6;9;717.24;124.7;61.95;0.07;6.23;18.43;7.03;7.27;
14385;48.7363;4.2391;REF;REF;10.17;31;0.6;1;58;6;9;720.98;125.03;61.96;0.07;6.27;18.52;7;7.33;
14386;48.7345;4.3478;REF;REF;10.14;30;0.57;1;58;5;9;721.6;124.73;62.01;0.1;6.29;19.01;7;7.33;
14387;48.7326;4.4564;REF;REF;10.32;32;0.6;1;55;5;10;712.69;124.53;61.86;0.1;6.21;18.83;7.06;7.3;
14388;48.7306;4.5651;REF;REF;10.65;37;0.73;1;51;5;10;698.09;123.5;61.81;0.14;6.1;18.5;7.2;7.3;
14389;48.7285;4.6737;REF;REF;11.05;41;0.77;2;49;5;10;775.53;131.7;59.62;0.1;6.59;18.95;6.72;7.33;
14390;48.7263;4.7824;REF;REF;10.93;40;0.77;2;50;5;10;780.96;132.13;59.58;0.1;6.62;19.07;6.64;7.3;
14391;48.724;4.891;REF;REF;10.66;36;0.73;2;53;5;11;794.23;133.33;59.46;0.07;6.72;19.7;6.49;7.37;
14392;48.7216;4.9996;REF;REF;10.32;36;0.73;1;57;5;11;991.75;146.3;58.02;0.03;8.4;23.47;7.07;7.27;
14393;48.7192;5.1082;REF;REF;10;33;0.7;1;61;6;11;1011.45;146.23;58.16;0.03;8.6;23.93;6.85;7.33;
14394;48.7166;5.2168;REF;REF;9.69;29;0.6;1;66;6;12;1030.08;146.3;58.06;0.03;8.8;24.05;6.66;7.33;
14395;48.7139;5.3254;REF;REF;9.64;29;0.47;1;66;6;11;1033.32;146.33;58.16;0.03;8.86;23.95;6.62;7.33;
14396;48.7111;5.434;REF;REF;9.4;25;0.37;1;67;5;11;1052.28;148.23;58.12;0.03;8.97;24.34;6.45;7.37;
14397;48.7082;5.5426;REF;REF;9.45;26;0.4;1;67;5;11;1047.28;146.7;58.17;0.07;8.9;24.51;6.5;7.4;
14398;48.7052;5.6511;REF;REF;9.8;32;0.67;0;67;6;11;913.45;138.67;58.97;0.07;7.88;21.44;7.25;7.37;
14399;48.7022;5.7597;REF;REF;9.99;34;0.77;1;63;6;11;808.16;130.57;60.02;0.07;7.09;19.78;9.26;7.33;
14400;48.699;5.8682;REF;REF;10.28;37;0.8;1;59;6;10;793.35;130.13;59.98;0.1;6.95;19.31;9.29;7.33;
14401;48.6957;5.9767;REF;REF;10.34;37;0.8;1;58;6;10;790.38;130.03;59.93;0.1;6.9;19.23;9.29;7.33;
14402;48.6923;6.0852;REF;REF;9.82;32;0.6;1;65;6;10;816.44;131.67;59.95;0.07;7.12;19.86;9.07;7.33;
14403;48.6889;6.1937;REF;REF;10.14;35;0.53;1;64;6;10;806.93;135.6;58.15;0.07;6.85;19.49;6.53;7.3;
14404;48.6853;6.3022;REF;REF;10.12;35;0.5;1;64;6;9;805.48;135.63;58.1;0.1;6.84;19.34;6.47;7.3;
14405;48.6816;6.4106;REF;REF;9.99;34;0.57;1;66;6;10;811.75;135.3;58.26;0.1;6.85;19.47;6.37;7.37;
14406;48.6778;6.5191;REF;REF;10.04;35;0.6;1;64;5;9;809.79;135.1;58.29;0.1;6.89;19.82;6.41;7.3;
14407;48.674;6.6275;REF;REF;10.06;35;0.6;1;64;5;9;809.17;135.27;58.29;0.1;6.87;19.79;6.42;7.33;
14408;48.67;6.7359;REF;REF;10.02;33;0.57;2;63;6;10;846.46;138.57;58.55;0.1;7.17;20.57;8.05;7.3;
14409;48.6659;6.8443;REF;REF;9.78;32;0.6;2;67;6;11;860.35;137.93;58.68;0.07;7.4;21.06;7.89;7.33;
14410;48.6617;6.9527;REF;REF;9.69;31;0.6;2;68;6;11;864.95;138.4;58.77;0.07;7.43;21.18;7.83;7.33;
14411;48.6575;7.061;REF;REF;9.78;35;0.4;2;72;8;11;1085.77;150.57;57.09;0.1;9.23;25.17;7.73;7.43;
14412;48.6531;7.1694;REF;REF;9.4;26;0.23;2;72;7;11;1124.12;155.6;56.47;0.1;9.43;25.85;7.34;7.33;
14413;48.6486;7.2777;REF;REF;8.81;18;0.03;1;78;6;10;1202.89;164.6;54.22;0.1;9.95;26.45;5.3;7.33;
14414;48.6441;7.386;REF;REF;9.89;31;0.3;3;65;6;11;701.38;135.53;57.97;0.1;5.8;17.04;6.86;7.3;
14415;48.6394;7.4943;REF;REF;10.36;37;0.33;3;58;6;12;680.55;134.33;57.8;0.1;5.63;16.51;6.98;7.33;
14416;48.6346;7.6025;REF;REF;10.86;43;0.37;4;55;5;10;677.8;126.77;60.38;0.1;5.73;17.04;5.86;7.33;
14417;48.6298;7.7108;REF;REF;11.02;45;0.37;5;52;5;10;671.39;126.53;60.5;0.1;5.69;16.74;6;7.33;
14418;48.6248;7.819;REF;REF;11.12;47;0.47;5;51;5;11;667.35;125.87;60.6;0.14;5.64;16.68;6.11;7.3;
14419;48.6198;7.9272;REF;REF;10.69;39;0.2;4;54;5;10;809.61;137.13;58.4;0.1;6.76;18.89;5.51;7.33;
14447;48.6229;-4.5603;REF;REF;11.83;6;0;0;4;0;1;895.96;148.6;55.06;0.1;7.53;19.51;11;7.3;
14448;48.6291;-4.4522;REF;REF;11.72;5;0;0;4;0;1;902.15;149.33;55.12;0.1;7.63;19.53;10.93;7.4;
14449;48.6353;-4.3442;REF;REF;11.77;6;0;0;4;0;1;899.18;149.1;55.18;0.1;7.61;19.45;10.96;7.33;
14450;48.6413;-4.236;REF;REF;11.72;6;0;0;4;0;1;902.55;149.07;55.24;0.1;7.57;19.55;10.92;7.3;
14451;48.6473;-4.1279;REF;REF;11.59;5;0;0;5;0;1;906.26;149.6;54.92;0.07;7.72;19.49;10.83;7.37;
14452;48.6532;-4.0197;REF;REF;11.63;5;0;0;5;0;1;903.94;149.8;54.9;0.07;7.69;19.44;10.86;7.33;
14453;48.6589;-3.9115;REF;REF;11.72;5;0;0;4;0;1;898.91;148.6;54.95;0.07;7.61;19.45;10.92;7.4;
14454;48.6646;-3.8033;REF;REF;11.4;5;0;0;5;0;1;915.74;150;54.91;0.07;7.76;19.83;10.75;7.33;
14455;48.6701;-3.6951;REF;REF;11.41;5;0;0;5;0;0;913.94;149.7;54.92;0.07;7.76;19.84;10.76;7.33;
14456;48.6756;-3.5868;REF;REF;11.32;9;0;0;11;0;2;828.69;141.03;56.41;0.07;7.06;18.98;8.93;7.33;
14457;48.681;-3.4785;REF;REF;11.14;8;0;0;12;0;2;837.64;141.37;56.37;0.07;7.15;19.16;8.86;7.3;
14458;48.6862;-3.3702;REF;REF;11.21;8;0;0;12;1;1;833.42;141.43;56.31;0.07;7.08;19;8.91;7.27;
14459;48.6914;-3.2619;REF;REF;11.25;9;0;0;12;0;2;829.39;141.13;56.3;0.07;7.1;18.99;8.92;7.33;
