#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
11891;47.428;-2.4914;REF;REF;12.2;28;0.3;1;20;3;5;806.68;120.9;63.41;0.07;7.1;21.14;7.51;7.3;
11892;47.4324;-2.3855;REF;REF;12.21;29;0.33;1;22;4;5;754.04;117.13;64.37;0.07;6.74;19.97;8.57;7.33;
11893;47.4366;-2.2797;REF;REF;12.28;30;0.33;1;21;4;5;750.32;117;64.37;0.07;6.71;19.88;8.59;7.37;
11894;47.4408;-2.1738;REF;REF;12.24;30;0.23;0;22;3;4;754.4;117;64.53;0.07;6.61;20.52;8.56;7.33;
11895;47.4449;-2.0679;REF;REF;12.2;29;0.23;1;22;4;4;755.07;117.2;64.5;0.03;6.64;20.07;8.54;7.37;
11896;47.4489;-1.962;REF;REF;12.09;37;0.6;1;26;3;5;765.19;122.93;61.97;0.07;6.65;19.42;7.53;7.37;
11897;47.4527;-1.856;REF;REF;12.02;36;0.6;1;26;3;6;768.26;123.47;62.02;0.03;6.67;19.47;7.51;7.4;
11898;47.4565;-1.7501;REF;REF;12.03;36;0.53;1;26;3;5;771.61;123.37;62;0.03;6.8;19.78;7.51;7.33;
11899;47.4602;-1.6441;REF;REF;12.03;36;0.53;1;26;3;5;771.57;123.37;62;0.03;6.8;19.78;7.51;7.33;
11900;47.4638;-1.5382;REF;REF;11.96;36;0.53;1;27;3;6;772.87;123.3;61.92;0.07;6.85;19.86;7.48;7.33;
11901;47.4673;-1.4322;REF;REF;11.99;36;0.57;1;27;3;6;771.38;123.2;61.95;0.07;6.84;19.82;7.48;7.33;
11902;47.4707;-1.3262;REF;REF;11.94;36;0.6;1;27;3;6;773.21;123.73;61.79;0.07;6.85;19.7;7.44;7.4;
11903;47.474;-1.2201;REF;REF;11.87;35;0.6;1;27;3;6;775.07;123.53;61.78;0.07;6.82;19.82;7.44;7.33;
11904;47.4772;-1.1141;REF;REF;11.77;34;0.5;1;28;3;6;780.99;123.93;61.73;0.07;6.84;19.93;7.42;7.37;
11905;47.4803;-1.0081;REF;REF;11.72;33;0.5;1;28;3;5;782.43;124.1;61.68;0.07;6.88;20.04;7.41;7.3;
11906;47.4834;-0.902;REF;REF;11.73;35;0.57;1;30;4;6;681.81;116.03;63.96;0.07;5.95;18.35;6.38;7.3;
11907;47.4863;-0.7959;REF;REF;11.77;36;0.57;1;30;4;6;680.2;115.93;64;0.07;5.93;18.3;6.39;7.3;
11908;47.4891;-0.6899;REF;REF;11.95;38;0.53;2;28;3;5;667.38;117.1;63.56;0.07;5.89;17.84;6.3;7.4;
11909;47.4918;-0.5838;REF;REF;12.11;39;0.53;3;27;4;5;657.85;116.5;63.5;0.07;5.8;17.32;6.35;7.23;
11910;47.4944;-0.4777;REF;REF;12.13;40;0.53;3;27;3;5;657.23;116.47;63.51;0.07;5.8;17.31;6.35;7.27;
11911;47.497;-0.3716;REF;REF;12.13;43;0.73;3;29;3;6;634.79;115.4;63.37;0.07;5.59;16.6;6.3;7.33;
11912;47.4994;-0.2654;REF;REF;12.08;43;0.7;3;29;3;6;636.58;115.4;63.3;0.07;5.6;16.65;6.29;7.3;
11913;47.5017;-0.1593;REF;REF;12.04;42;0.67;3;29;4;6;638.32;115.47;63.46;0.1;5.59;17;6.3;7.33;
11914;47.504;-0.0532;REF;REF;11.79;40;0.57;2;31;3;6;650.03;116.13;63.39;0.1;5.64;17.06;6.2;7.33;
11915;47.5061;0.053;REF;REF;11.73;39;0.53;2;32;3;7;652.21;116.2;63.4;0.1;5.66;17.12;6.17;7.3;
11916;47.5082;0.1591;REF;REF;11.78;39;0.73;2;31;3;6;650.06;116.2;63.46;0.1;5.7;17.09;6.18;7.3;
11917;47.5101;0.2653;REF;REF;11.61;39;0.57;2;34;3;7;673.4;115;63.95;0.07;5.82;17.7;6.82;7.4;
11918;47.5119;0.3715;REF;REF;11.48;38;0.53;2;35;3;7;678.52;115.4;63.94;0.07;5.87;17.85;6.76;7.33;
11919;47.5137;0.4776;REF;REF;11.4;37;0.57;2;36;3;6;679.85;116.13;63.76;0.1;5.87;17.96;6.71;7.37;
11920;47.5154;0.5838;REF;REF;11.38;37;0.53;2;36;3;7;681.7;116;63.77;0.1;5.95;18.06;6.68;7.4;
11921;47.5169;0.69;REF;REF;11.39;39;0.7;2;37;3;7;674.02;114.43;63.84;0.1;5.92;17.73;7.75;7.33;
11922;47.5184;0.7962;REF;REF;11.25;38;0.67;2;38;3;7;679.4;114.13;63.84;0.1;6.05;17.76;7.64;7.37;
11923;47.5197;0.9024;REF;REF;11.42;40;0.73;2;37;3;7;672.44;113.9;63.83;0.1;5.97;17.56;7.77;7.3;
11924;47.521;1.0086;REF;REF;11.39;39;0.7;2;37;3;6;675.78;114.67;63.96;0.07;6.02;17.58;7.75;7.37;
11925;47.5222;1.1148;REF;REF;11.46;42;1;2;40;3;7;656.51;113.77;64.45;0.07;5.78;17.17;7.75;7.3;
11926;47.5232;1.2211;REF;REF;11.56;43;1;2;40;3;7;652.77;113.4;64.49;0.07;5.76;17.07;7.82;7.37;
11927;47.5242;1.3273;REF;REF;11.53;43;0.93;2;40;3;7;656.37;113.03;64.44;0.03;5.82;16.92;7.79;7.3;
11928;47.5251;1.4335;REF;REF;11.52;43;0.93;2;40;3;7;656.59;113.3;64.34;0.03;5.84;16.93;7.79;7.3;
11929;47.5259;1.5397;REF;REF;11.26;44;0.9;2;50;3;7;681.78;119.53;62.53;0.07;5.99;17.04;6.56;7.37;
11930;47.5265;1.646;REF;REF;11.27;44;0.9;2;50;4;8;679.65;119.7;62.57;0.07;5.99;17.44;6.56;7.27;
11931;47.5271;1.7522;REF;REF;11.24;43;0.9;2;50;4;7;681.31;119.33;62.7;0.07;6.05;17.76;6.52;7.3;
11932;47.5276;1.8584;REF;REF;11.22;43;0.9;2;50;4;7;682.13;119.37;62.64;0.07;6.05;17.76;6.51;7.33;
11933;47.528;1.9647;REF;REF;11.15;42;0.8;2;50;4;8;686.33;119.03;62.63;0.1;6.06;17.73;6.44;7.33;
11934;47.5283;2.0709;REF;REF;11.05;40;0.8;2;51;4;8;691.37;119.7;62.64;0.1;6.1;17.86;6.38;7.27;
11935;47.5285;2.1772;REF;REF;10.99;39;0.73;2;51;5;7;691.73;119.17;62.63;0.07;6.14;17.75;6.32;7.23;
11936;47.5286;2.2834;REF;REF;11.18;44;1.03;2;51;4;8;787.69;128.03;60.48;0.1;6.82;19.42;6.64;7.3;
11937;47.5286;2.3896;REF;REF;11.04;41;1;2;52;4;8;794.83;128.4;60.5;0.1;6.87;19.62;6.53;7.3;
11938;47.5285;2.4959;REF;REF;11.05;40;1.1;2;47;4;8;812.63;129.4;60.27;0.1;7.12;19.7;6.75;7.33;
11939;47.5283;2.6021;REF;REF;10.89;38;0.97;2;48;5;8;818.19;129.17;60.25;0.07;7.17;19.92;6.63;7.4;
11940;47.528;2.7084;REF;REF;10.5;35;0.93;2;55;4;8;722.35;122.73;62.34;0.1;6.23;18.79;5.53;7.33;
11941;47.5276;2.8146;REF;REF;10.91;40;1;2;51;5;9;703.54;122.43;62.19;0.14;6.06;18.27;5.82;7.33;
11942;47.5271;2.9208;REF;REF;10.97;43;1;2;56;5;9;791.74;133.53;58.8;0.07;6.83;18.74;6.14;7.4;
11943;47.5266;3.0271;REF;REF;10.69;38;1;2;57;5;10;806.13;134.07;58.72;0.03;6.94;19.12;5.9;7.37;
11944;47.5259;3.1333;REF;REF;10.51;35;0.77;2;53;4;9;796.63;130.53;59.18;0.07;6.93;18.95;5.24;7.3;
11945;47.5251;3.2395;REF;REF;10.42;34;0.77;2;54;4;9;801.35;130.33;59.23;0.07;6.98;19.07;5.18;7.33;
11946;47.5242;3.3458;REF;REF;10.75;42;1.43;2;54;4;9;801.06;136.47;57.67;0.07;6.95;18.18;5.35;7.37;
11947;47.5232;3.452;REF;REF;10.96;45;1.4;2;53;4;10;788.09;135.9;57.64;0.07;6.85;17.84;5.56;7.27;
11948;47.5222;3.5582;REF;REF;11.14;48;1.57;2;51;4;10;779.02;135.63;57.64;0.07;6.76;17.65;5.73;7.27;
11949;47.521;3.6644;REF;REF;10.94;45;1.47;2;53;4;10;787.36;135.5;57.65;0.07;6.8;17.82;5.53;7.33;
11950;47.5197;3.7706;REF;REF;10.94;45;1.43;2;53;5;11;785.15;135.8;57.58;0.07;6.82;17.84;5.53;7.27;
11951;47.5184;3.8768;REF;REF;10.84;43;1.43;2;54;5;10;791.1;136.03;57.6;0.07;6.87;17.95;5.43;7.4;
11952;47.5169;3.983;REF;REF;10.63;40;1.23;2;55;4;11;802.7;135.9;57.61;0.07;7.04;18.25;5.26;7.33;
11953;47.5154;4.0892;REF;REF;10.76;42;1.3;2;54;4;11;795.69;136.07;57.62;0.07;6.96;18.08;5.37;7.37;
11954;47.5137;4.1954;REF;REF;10.42;40;1.1;1;63;6;10;858.26;135;58.72;0.1;7.47;20.05;6.22;7.33;
11955;47.512;4.3016;REF;REF;10.39;40;1.03;1;63;6;10;862.34;135;58.78;0.1;7.53;20.1;6.18;7.3;
11956;47.5101;4.4078;REF;REF;10.14;36;0.9;1;65;5;10;877.79;135.97;58.68;0.1;7.66;20.49;5.94;7.3;
11957;47.5082;4.5139;REF;REF;10.13;38;0.7;1;69;5;11;905.97;140.97;57.49;0.1;7.83;20.57;6.01;7.4;
11958;47.5061;4.6201;REF;REF;9.9;33;0.57;1;67;4;11;923.52;142.7;57.56;0.1;8.04;20.71;5.88;7.33;
11959;47.504;4.7262;REF;REF;9.58;26;0.47;2;66;5;10;951.42;143.97;57.52;0.1;8.23;21.39;5.73;7.37;
11960;47.5018;4.8324;REF;REF;9.62;27;0.4;2;65;5;10;948.44;143.53;57.42;0.1;8.19;21.58;5.74;7.3;
11961;47.4994;4.9385;REF;REF;9.72;29;0.4;2;66;5;9;942.27;143.6;57.35;0.1;8.22;21.25;5.82;7.37;
11962;47.497;5.0446;REF;REF;10.03;36;0.63;1;67;5;9;915.98;141.7;57.47;0.1;8.01;20.68;6;7.3;
11963;47.4945;5.1507;REF;REF;10.27;39;0.67;3;69;4;9;818.75;129.03;61.44;0.1;6.97;21.11;6.39;7.3;
11964;47.4919;5.2568;REF;REF;10.43;40;0.63;3;65;5;9;809.42;129.47;61.17;0.1;6.99;20.67;6.5;7.3;
11965;47.4891;5.3629;REF;REF;10.61;42;0.63;3;63;5;9;802.1;129.5;61.13;0.1;6.92;20.51;6.6;7.33;
11966;47.4863;5.469;REF;REF;10.64;42;0.77;2;60;4;10;929.6;143.17;57.88;0.1;8.05;21.62;6.11;7.3;
11967;47.4834;5.5751;REF;REF;10.74;43;0.77;2;58;4;10;924.25;143.07;57.86;0.1;7.99;21.52;6.19;7.37;
11968;47.4804;5.6811;REF;REF;10.8;44;0.73;2;57;4;9;923.58;143.13;57.92;0.1;7.85;21.89;6.21;7.33;
11969;47.4773;5.7872;REF;REF;10.61;42;0.77;2;60;5;9;929.64;142.7;57.86;0.1;7.99;22.06;6.05;7.37;
11970;47.4741;5.8932;REF;REF;10.43;40;0.73;2;63;5;9;939.28;142.6;57.86;0.1;8.08;22.29;5.91;7.27;
11971;47.4708;5.9992;REF;REF;10.07;35;0.63;2;66;5;10;959.75;143.93;57.85;0.1;8.34;22.48;5.56;7.4;
11972;47.4674;6.1052;REF;REF;10.39;39;0.53;2;63;5;11;1080.31;146.87;57.67;0.1;9.37;25.19;5.4;7.3;
11973;47.4639;6.2112;REF;REF;10.6;41;0.63;2;61;5;11;1064.1;145.8;57.67;0.07;9.24;24.84;5.52;7.27;
11974;47.4603;6.3172;REF;REF;10.41;45;0.77;1;69;5;11;1072.6;150.87;55.81;0.07;9.03;23.67;5.53;7.37;
11975;47.4566;6.4231;REF;REF;9.91;36;0.63;1;72;4;11;1123.26;156.33;55.5;0.1;9.3;24.9;5.27;7.33;
11976;47.4528;6.5291;REF;REF;10;38;0.67;1;72;4;11;1114.48;155.33;55.54;0.07;9.27;24.71;5.33;7.3;
11977;47.4489;6.635;REF;REF;10.05;39;0.73;1;71;5;11;1108.77;154.63;55.56;0.07;9.19;24.53;5.33;7.4;
11978;47.4449;6.7409;REF;REF;9.86;35;0.53;1;72;5;11;1127.88;156.27;55.38;0.07;9.32;24.87;5.2;7.3;
11979;47.4409;6.8468;REF;REF;9.73;33;0.43;1;72;5;12;1140.12;156.8;55.35;0.1;9.48;24.81;5.11;7.33;
11980;47.4367;6.9527;REF;REF;9.13;23;0.3;1;77;6;13;1197.9;157.2;55.38;0.1;10.03;26.6;4.78;7.33;
11982;47.428;7.1644;REF;REF;9.42;27;0.1;1;74;6;12;1031.39;148.17;57.33;0.1;8.64;24.08;4.89;7.4;
11983;47.4236;7.2703;REF;REF;8.56;16;0;1;82;5;12;1106.76;152.2;56.93;0.07;9.15;25.84;4.68;7.33;
11984;47.419;7.3761;REF;REF;9.06;22;0.03;1;77;6;13;1065.5;147.27;57.64;0.07;8.93;25;4.75;7.4;
12028;47.4715;-3.1335;REF;REF;12.33;16;0.1;1;9;2;2;797.14;125.23;61.82;0.07;6.92;20.38;10.43;7.33;
12031;47.4861;-2.8158;REF;REF;12.16;28;0.13;1;20;4;4;807.81;121.5;63.17;0.07;7.1;21.2;7.48;7.3;
12032;47.4908;-2.7098;REF;REF;12.2;29;0.13;1;20;4;4;805.77;121.4;63.19;0.07;7.08;21.16;7.48;7.3;
12033;47.4953;-2.6039;REF;REF;12.22;29;0.33;1;20;4;5;808.97;121.23;63.26;0.1;7.05;21.39;7.51;7.37;
12034;47.4998;-2.4979;REF;REF;12.18;28;0.33;1;20;3;4;806.21;120.97;63.24;0.07;7.09;20.87;7.5;7.33;
12035;47.5042;-2.3919;REF;REF;12.01;26;0.3;1;21;3;4;814.8;121.27;63.21;0.07;7.17;21.09;7.47;7.3;
12036;47.5085;-2.2859;REF;REF;11.99;26;0.3;1;21;3;4;815.84;121.33;63.2;0.07;7.18;21.13;7.47;7.3;
12037;47.5126;-2.1799;REF;REF;11.82;29;0.3;0;25;3;5;866.75;124.27;63.76;0.07;7.49;23.33;7.34;7.4;
12038;47.5167;-2.0738;REF;REF;12;36;0.6;1;27;3;6;770.78;123.1;61.9;0.07;6.71;19.74;7.52;7.2;
12039;47.5207;-1.9678;REF;REF;12.04;37;0.63;1;26;3;5;768.45;122.97;61.91;0.07;6.69;19.69;7.52;7.33;
12040;47.5246;-1.8617;REF;REF;11.96;36;0.6;1;27;3;6;771.33;123.53;61.98;0.03;6.7;19.55;7.5;7.3;
12041;47.5284;-1.7556;REF;REF;11.92;35;0.5;1;27;3;5;777.86;123.73;62.02;0.03;6.85;19.93;7.48;7.37;
12042;47.5321;-1.6495;REF;REF;11.82;35;0.5;1;28;3;5;783.05;123.9;61.94;0.03;6.9;20.05;7.46;7.33;
12043;47.5357;-1.5434;REF;REF;11.89;35;0.5;1;27;3;6;776.81;123.5;61.91;0.07;6.89;19.96;7.46;7.27;
12044;47.5392;-1.4373;REF;REF;11.83;35;0.57;1;28;3;6;779.56;123.77;61.79;0.07;6.9;19.92;7.42;7.27;
12045;47.5426;-1.3311;REF;REF;11.82;35;0.53;1;28;3;6;778.96;123.8;61.79;0.07;6.9;19.83;7.42;7.23;
12046;47.5459;-1.2249;REF;REF;11.82;35;0.5;1;28;3;6;779.28;123.83;61.71;0.07;6.86;20.07;7.41;7.4;
12047;47.5491;-1.1188;REF;REF;11.84;37;0.57;1;29;3;6;677.8;116.03;63.91;0.07;5.97;18.61;6.4;7.33;
12048;47.5522;-1.0126;REF;REF;11.8;36;0.57;1;30;3;6;679.95;116.3;64.01;0.07;5.92;18.35;6.39;7.33;
12049;47.5553;-0.9064;REF;REF;11.7;35;0.47;1;31;3;6;684.32;116.1;64.06;0.07;5.88;18.73;6.36;7.33;
12050;47.5582;-0.8002;REF;REF;11.85;37;0.37;2;29;3;5;671.11;117.23;63.65;0.07;5.88;17.93;6.28;7.37;
12051;47.561;-0.694;REF;REF;11.89;38;0.43;2;28;4;5;669.54;117.37;63.63;0.07;5.86;17.74;6.27;7.4;
12052;47.5637;-0.5877;REF;REF;12.14;40;0.57;3;26;3;5;657.55;116.73;63.6;0.07;5.81;17.4;6.35;7.3;
12053;47.5664;-0.4815;REF;REF;12.18;40;0.57;3;26;3;5;656.04;116.73;63.6;0.07;5.79;17.36;6.36;7.4;
12054;47.5689;-0.3752;REF;REF;12.16;39;0.57;3;26;3;6;655.03;116.8;63.48;0.07;5.76;17.43;6.37;7.33;
12055;47.5713;-0.269;REF;REF;11.95;41;0.63;2;29;3;6;642.03;115.5;63.51;0.1;5.62;17.12;6.26;7.33;
12056;47.5737;-0.1627;REF;REF;11.83;40;0.63;2;31;3;6;647.29;115.83;63.35;0.1;5.68;17.25;6.21;7.37;
12057;47.5759;-0.0564;REF;REF;11.79;40;0.57;2;31;3;6;650.03;116.13;63.39;0.1;5.64;17.06;6.2;7.33;
12058;47.578;0.0499;REF;REF;11.83;40;0.57;2;31;3;6;648.24;116.1;63.42;0.1;5.64;17.01;6.21;7.37;
12059;47.5801;0.1562;REF;REF;11.83;40;0.77;2;31;3;6;647.93;115.8;63.47;0.1;5.67;17.04;6.2;7.37;
12060;47.582;0.2625;REF;REF;11.61;39;0.7;2;34;4;7;673.98;115.37;64.02;0.1;5.89;17.57;6.82;7.37;
12061;47.5839;0.3688;REF;REF;11.52;37;0.67;2;35;3;6;695.13;114.93;64.78;0.1;6.06;19.11;6.55;7.27;
12062;47.5856;0.4751;REF;REF;11.48;38;0.67;3;35;4;6;679.35;115.9;63.98;0.1;5.95;18.03;6.75;7.3;
12063;47.5873;0.5815;REF;REF;11.47;38;0.6;3;35;4;7;678.42;116.03;63.89;0.1;5.97;18;6.73;7.33;
12064;47.5888;0.6878;REF;REF;11.17;36;0.63;2;38;4;7;683.72;114.63;63.92;0.1;6.09;17.87;7.61;7.4;
12065;47.5903;0.7941;REF;REF;11.06;35;0.6;2;39;3;7;688.47;114.93;63.87;0.07;6.14;18.25;7.53;7.23;
12066;47.5917;0.9005;REF;REF;11.3;38;0.73;2;37;3;7;680.78;114.4;63.91;0.03;6.09;17.85;7.67;7.27;
12067;47.5929;1.0068;REF;REF;11.12;38;0.8;2;41;3;7;626.48;114.33;63.36;0.07;5.4;16.15;8.29;7.33;
12068;47.5941;1.1132;REF;REF;11.15;38;0.83;2;40;3;7;628.76;113.97;63.55;0.07;5.38;15.97;8.31;7.3;
12069;47.5952;1.2196;REF;REF;11.19;38;0.87;2;41;3;7;626.03;114;63.54;0.07;5.4;15.92;8.35;7.33;
12070;47.5962;1.3259;REF;REF;11.33;40;0.8;2;39;3;7;623.94;113.37;63.52;0.03;5.39;15.83;8.44;7.37;
12071;47.597;1.4323;REF;REF;11.55;43;0.97;2;40;3;7;655.09;113.37;64.35;0.03;5.82;16.9;7.81;7.3;
12072;47.5978;1.5387;REF;REF;11.25;44;0.9;2;50;3;7;682.36;119.57;62.5;0.07;5.99;17.06;6.55;7.33;
12073;47.5985;1.645;REF;REF;11.17;43;0.83;2;50;4;8;683.87;120.27;62.56;0.07;6.03;17.57;6.49;7.3;
12074;47.5991;1.7514;REF;REF;11.11;41;0.87;2;51;4;8;686.2;119.73;62.67;0.1;6.01;17.75;6.45;7.33;
12075;47.5996;1.8578;REF;REF;11.09;41;0.87;2;51;4;8;687.11;119.73;62.67;0.1;6.03;17.77;6.43;7.33;
12076;47.6;1.9642;REF;REF;11.07;40;0.87;2;51;4;8;689.69;119.53;62.76;0.14;6.01;17.96;6.39;7.33;
12077;47.6003;2.0706;REF;REF;11.04;40;0.87;2;51;4;7;689.17;119.9;62.68;0.1;6.1;17.65;6.36;7.3;
12078;47.6004;2.1769;REF;REF;10.98;39;0.87;2;51;4;7;691.44;119.53;62.72;0.1;6.12;17.72;6.33;7.33;
12079;47.6005;2.2833;REF;REF;11.2;44;1.07;2;50;4;8;789.05;127.77;60.69;0.1;6.76;19.4;6.65;7.3;
12080;47.6005;2.3897;REF;REF;10.92;40;0.9;1;53;4;8;742.85;124.23;61.52;0.1;6.51;18.63;6.38;7.27;
12081;47.6004;2.4961;REF;REF;10.82;39;0.77;1;54;4;9;745.21;123.97;61.41;0.1;6.49;18.84;6.33;7.3;
12082;47.6003;2.6025;REF;REF;10.75;38;0.97;2;52;5;9;712.7;122.37;62.37;0.07;6.13;18.49;5.69;7.37;
12083;47.6;2.7089;REF;REF;10.85;39;1;2;52;4;9;708.53;122.57;62.37;0.07;6.08;18.4;5.77;7.33;
12084;47.5996;2.8153;REF;REF;10.93;40;1;2;50;5;9;702.83;122.43;62.17;0.14;6.05;18.25;5.84;7.33;
12085;47.5991;2.9216;REF;REF;10.71;38;1;1;53;4;9;712.83;122.47;62.3;0.1;6.16;18.45;5.64;7.27;
12086;47.5985;3.028;REF;REF;10.56;36;0.83;1;53;4;9;794.61;131;59.11;0.1;6.96;18.9;5.26;7.37;
12087;47.5978;3.1344;REF;REF;10.47;34;0.77;2;54;4;9;798.77;130.5;59.21;0.07;6.95;19.01;5.21;7.3;
12088;47.597;3.2408;REF;REF;10.33;33;0.77;2;55;4;9;806.37;130.6;59.22;0.07;7.03;19.18;5.1;7.33;
12089;47.5962;3.3471;REF;REF;10.43;34;0.7;2;54;4;9;800.37;130.2;59.16;0.03;7.06;19.08;5.15;7.27;
12090;47.5952;3.4535;REF;REF;10.59;40;1.4;2;56;4;10;807.61;136.47;57.55;0.07;7.07;18.14;5.2;7.27;
12091;47.5941;3.5599;REF;REF;10.87;44;1.43;2;54;4;9;792.55;136.13;57.52;0.07;6.92;17.85;5.46;7.37;
12092;47.593;3.6662;REF;REF;11.17;48;1.53;2;51;4;10;776.03;135.57;57.6;0.07;6.76;17.53;5.72;7.33;
12093;47.5917;3.7726;REF;REF;10.98;45;1.4;2;53;4;10;785.31;135.6;57.69;0.1;6.82;17.59;5.57;7.33;
12094;47.5903;3.8789;REF;REF;10.51;39;1.27;2;57;5;10;810.13;135.9;57.65;0.1;7.04;18.17;5.14;7.3;
12095;47.5889;3.9853;REF;REF;10.68;41;1.4;2;55;5;11;799.73;136.23;57.5;0.1;7.1;18.11;5.31;7.33;
12096;47.5873;4.0916;REF;REF;10.4;37;1.27;2;58;5;11;816.06;136.17;57.56;0.07;7.16;18.58;5.1;7.23;
12097;47.5857;4.1979;REF;REF;10.21;38;1.17;1;66;5;9;869.9;136.07;58.63;0.1;7.61;20.52;6.05;7.37;
12098;47.5839;4.3042;REF;REF;10.22;38;1.03;1;66;5;9;870.37;135.33;58.8;0.07;7.65;20.76;6.06;7.23;
12099;47.5821;4.4106;REF;REF;10.22;38;0.9;1;65;6;10;871.73;135.4;58.79;0.1;7.61;20.34;6.03;7.33;
12100;47.5801;4.5169;REF;REF;10.04;36;0.67;1;68;5;11;914.11;141.97;57.44;0.1;7.89;20.74;5.95;7.3;
12101;47.5781;4.6232;REF;REF;9.89;33;0.57;1;67;5;11;924.37;142.53;57.48;0.1;8.05;20.71;5.87;7.33;
12102;47.5759;4.7295;REF;REF;9.76;30;0.5;2;66;4;10;935.85;142.97;57.51;0.1;8.14;21.03;5.8;7.4;
12103;47.5737;4.8357;REF;REF;9.68;28;0.4;2;66;4;10;942.53;143.63;57.44;0.1;8.15;21.34;5.77;7.37;
12104;47.5714;4.942;REF;REF;9.76;30;0.4;2;66;4;9;937.6;143.27;57.3;0.1;8.15;21.35;5.83;7.33;
12105;47.5689;5.0483;REF;REF;9.94;33;0.57;1;67;5;10;921.98;142.57;57.29;0.1;8.04;20.93;5.92;7.33;
12106;47.5664;5.1545;REF;REF;10.02;35;0.6;3;70;5;9;835.63;130.3;61.41;0.1;7.26;21.27;6.19;7.33;
12107;47.5638;5.2608;REF;REF;10.19;38;0.63;3;69;4;10;825.22;129.13;61.59;0.1;7.07;21.09;6.37;7.37;
12108;47.561;5.367;REF;REF;10.47;41;0.63;3;65;5;10;812.16;129.5;61.38;0.1;6.97;20.78;6.51;7.33;
12109;47.5582;5.4732;REF;REF;10.46;40;0.77;2;62;4;10;942.19;142.8;58.07;0.1;8.16;21.89;5.93;7.3;
12110;47.5553;5.5794;REF;REF;10.61;42;0.77;2;59;5;10;934.45;143.23;58.02;0.1;8.08;21.72;6.04;7.33;
12111;47.5523;5.6856;REF;REF;10.71;43;0.77;2;58;5;10;925.83;143.07;57.89;0.1;8.1;21.67;6.13;7.3;
12112;47.5492;5.7918;REF;REF;10.72;43;0.8;2;58;5;10;924.41;143.03;57.82;0.1;7.88;21.61;6.12;7.33;
12113;47.546;5.898;REF;REF;10.63;42;0.77;2;60;5;9;928.47;142.67;57.87;0.1;7.97;22.03;6.06;7.33;
12114;47.5426;6.0042;REF;REF;10.54;41;0.67;2;61;6;11;953.85;139.5;59.31;0.1;8.27;22.97;7.27;7.3;
12115;47.5392;6.1103;REF;REF;10.11;33;0.43;3;65;5;12;984.9;142.73;59.07;0.1;8.4;23.7;7.01;7.37;
12116;47.5357;6.2164;REF;REF;10.28;37;0.53;3;64;5;11;970.17;140.63;59.27;0.1;8.33;23.33;7.18;7.3;
12117;47.5321;6.3226;REF;REF;10.42;40;0.57;2;63;5;11;1080.15;146.87;57.77;0.07;9.34;25.12;5.41;7.33;
12118;47.5284;6.4287;REF;REF;10.51;41;0.73;2;62;5;11;1076.72;146.4;57.91;0.07;9.25;24.89;5.37;7.37;
12119;47.5247;6.5348;REF;REF;9.71;37;0.37;1;78;6;11;1203.8;159.9;54.54;0.07;10.11;25.67;5.86;7.3;
12120;47.5208;6.6408;REF;REF;9.88;35;0.53;1;72;5;11;1126.27;156.4;55.31;0.1;9.32;24.8;5.15;7.37;
12121;47.5168;6.7469;REF;REF;9.99;38;0.6;1;69;4;11;1056.7;149.3;57.21;0.1;8.96;23.95;5.55;7.37;
12122;47.5127;6.8529;REF;REF;10.06;40;0.7;1;68;5;12;1051.45;148.23;57.36;0.14;8.9;23.87;5.61;7.33;
12123;47.5085;6.959;REF;REF;9.85;34;0.57;1;69;5;11;1074.02;151.03;57.09;0.1;9.18;24.3;5.62;7.27;
