#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h46 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maÃ®trisÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM40 : Indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMx50 : Danger Feu MÃ©tÃ©o vÃ©gÃ©tation vivante ElevÃ© (jour)
#     AIFM40 : Ecart de indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     AIFMxAV : Ecart de ifmx moyen
#     AIFMx50 : Ecart de danger feu mÃ©tÃ©o vÃ©gÃ©tation vivante elevÃ© (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORIFM40;NORIFMxAV;NORIFMx50;AIFM40;AIFMxAV;AIFMx50;
#-----------------------------------------------------------------------------
13789;48.4617;1.6336;RCP2.6;H3;10;7.81;5;8;2.17;4;
13790;48.4623;1.7417;RCP2.6;H3;10;7.82;5;8;2.18;4;
13791;48.4628;1.8499;RCP2.6;H3;10;6.81;3;8;1.98;2;
13792;48.4632;1.958;RCP2.6;H3;8;7.4;4;6;2.03;3;
13793;48.4635;2.0662;RCP2.6;H3;9;7.53;4;7;2.04;3;
13794;48.4637;2.1743;RCP2.6;H3;10;7.67;4;7;1.97;3;
13795;48.4638;2.2824;RCP2.6;H3;10;7.64;4;7;1.95;3;
13796;48.4638;2.3906;RCP2.6;H3;10;7.67;4;7;1.95;3;
13797;48.4637;2.4987;RCP2.6;H3;10;7.7;4;7;1.96;3;
13798;48.4635;2.6069;RCP2.6;H3;10;7.68;4;8;1.96;3;
13799;48.4632;2.715;RCP2.6;H3;10;7.1;3;8;1.86;3;
13800;48.4628;2.8231;RCP2.6;H3;9;7.01;3;7;1.85;3;
13801;48.4623;2.9313;RCP2.6;H3;9;6.89;3;7;1.83;3;
13802;48.4617;3.0394;RCP2.6;H3;9;6.62;4;7;1.73;3;
13803;48.461;3.1475;RCP2.6;H3;8;6.7;3;6;1.61;2;
13804;48.4603;3.2557;RCP2.6;H3;8;7.29;4;5;1.7;3;
13805;48.4594;3.3638;RCP2.6;H3;9;7.23;3;7;1.6;3;
13806;48.4584;3.4719;RCP2.6;H3;9;6.4;2;7;1.48;2;
13807;48.4573;3.58;RCP2.6;H3;7;6.23;2;5;1.46;2;
13808;48.4561;3.6882;RCP2.6;H3;6;6.58;3;4;1.47;2;
13809;48.4548;3.7963;RCP2.6;H3;8;6.48;3;6;1.44;2;
13810;48.4534;3.9044;RCP2.6;H3;8;6.57;3;6;1.42;2;
13811;48.452;4.0125;RCP2.6;H3;8;6.29;3;6;1.33;2;
13812;48.4504;4.1205;RCP2.6;H3;8;6.29;3;5;1.33;2;
13813;48.4487;4.2286;RCP2.6;H3;8;6.11;3;6;1.27;2;
13814;48.4469;4.3367;RCP2.6;H3;7;6.31;3;5;1.25;2;
13815;48.445;4.4448;RCP2.6;H3;7;6.29;3;5;1.24;2;
13816;48.4431;4.5528;RCP2.6;H3;7;5.71;2;6;1.19;2;
13817;48.441;4.6609;RCP2.6;H3;5;5.25;2;5;1.05;1;
13818;48.4388;4.7689;RCP2.6;H3;4;5.18;2;3;1.04;1;
13819;48.4365;4.877;RCP2.6;H3;4;5.02;2;3;1.04;1;
13820;48.4342;4.985;RCP2.6;H3;4;4.3;1;4;1;1;
13821;48.4317;5.093;RCP2.6;H3;3;4.16;1;2;1.01;1;
13822;48.4291;5.201;RCP2.6;H3;3;4.2;1;3;1.01;1;
13823;48.4264;5.309;RCP2.6;H3;3;3.89;1;3;0.91;1;
13824;48.4237;5.417;RCP2.6;H3;3;4.22;1;2;0.96;1;
13825;48.4208;5.525;RCP2.6;H3;4;4.34;1;3;1.05;1;
13826;48.4178;5.6329;RCP2.6;H3;3;4.52;1;3;1.09;1;
13827;48.4148;5.7409;RCP2.6;H3;4;4.65;2;3;1.15;1;
13828;48.4116;5.8488;RCP2.6;H3;4;5.97;3;3;1.34;3;
13829;48.4084;5.9567;RCP2.6;H3;6;5.7;3;5;1.3;3;
13830;48.405;6.0646;RCP2.6;H3;6;6.25;4;4;1.44;3;
13831;48.4015;6.1725;RCP2.6;H3;7;4.83;1;7;1.17;1;
13832;48.398;6.2804;RCP2.6;H3;4;4.65;2;3;1.11;1;
13833;48.3943;6.3882;RCP2.6;H3;4;4.17;1;4;0.94;1;
13834;48.3906;6.4961;RCP2.6;H3;2;4.18;1;2;0.94;1;
13835;48.3867;6.6039;RCP2.6;H3;2;4.26;1;2;0.88;1;
13836;48.3828;6.7117;RCP2.6;H3;2;3.9;0;2;0.72;0;
13837;48.3787;6.8195;RCP2.6;H3;2;2.84;0;2;0.57;0;
13838;48.3746;6.9273;RCP2.6;H3;1;2.72;0;1;0.48;0;
13839;48.3703;7.0351;RCP2.6;H3;1;2.27;0;0;0.45;0;
13840;48.366;7.1428;RCP2.6;H3;0;2.38;0;0;0.45;0;
13841;48.3615;7.2506;RCP2.6;H3;0;2.39;0;0;0.47;0;
13842;48.357;7.3583;RCP2.6;H3;0;2.65;0;0;0.49;0;
13843;48.3523;7.466;RCP2.6;H3;0;4.79;0;0;0.59;0;
13844;48.3476;7.5736;RCP2.6;H3;2;4.84;1;1;0.52;0;
13845;48.3428;7.6813;RCP2.6;H3;2;4.86;1;1;0.52;0;
13846;48.3378;7.7889;RCP2.6;H3;2;4.77;0;1;0.5;0;
13873;48.3236;-4.7374;RCP2.6;H3;0;4.69;0;0;0.97;0;
13874;48.33;-4.6299;RCP2.6;H3;1;4.69;0;0;0.98;0;
13875;48.3363;-4.5225;RCP2.6;H3;1;4.8;0;0;0.95;0;
13876;48.3425;-4.415;RCP2.6;H3;1;4.79;0;0;0.95;0;
13877;48.3486;-4.3075;RCP2.6;H3;1;4.79;0;1;0.95;0;
13878;48.3547;-4.2;RCP2.6;H3;1;4.02;0;1;0.94;0;
13879;48.3606;-4.0924;RCP2.6;H3;1;3.94;0;1;0.99;0;
13880;48.3664;-3.9848;RCP2.6;H3;1;3.91;0;1;1;0;
13881;48.3722;-3.8772;RCP2.6;H3;1;3.97;0;1;1.05;0;
13882;48.3778;-3.7696;RCP2.6;H3;1;3.99;0;1;1.05;0;
13883;48.3833;-3.662;RCP2.6;H3;1;4.13;0;1;1.13;0;
13884;48.3888;-3.5543;RCP2.6;H3;1;4.54;0;1;1.17;0;
13885;48.3941;-3.4466;RCP2.6;H3;1;4.49;0;1;1.16;0;
13886;48.3993;-3.3389;RCP2.6;H3;1;4.3;0;1;1.09;0;
13887;48.4045;-3.2311;RCP2.6;H3;1;4.3;0;1;1.09;0;
13888;48.4095;-3.1234;RCP2.6;H3;1;4.31;0;1;1.13;0;
13889;48.4145;-3.0156;RCP2.6;H3;1;4.32;1;1;1.15;0;
13890;48.4193;-2.9078;RCP2.6;H3;1;4.35;1;1;1.15;0;
13891;48.424;-2.8;RCP2.6;H3;1;4.57;0;1;1.18;0;
13892;48.4287;-2.6921;RCP2.6;H3;1;4.92;1;1;1.24;0;
13893;48.4332;-2.5843;RCP2.6;H3;2;5.04;1;1;1.24;0;
13894;48.4377;-2.4764;RCP2.6;H3;2;5.41;1;1;1.33;1;
13895;48.4421;-2.3685;RCP2.6;H3;3;5.56;1;2;1.33;1;
13896;48.4463;-2.2606;RCP2.6;H3;3;5.57;1;2;1.34;1;
13897;48.4505;-2.1527;RCP2.6;H3;3;5.5;1;2;1.25;1;
13898;48.4545;-2.0447;RCP2.6;H3;3;5.55;1;2;1.26;1;
13899;48.4585;-1.9368;RCP2.6;H3;3;5.59;1;2;1.25;1;
13900;48.4623;-1.8288;RCP2.6;H3;3;5.22;2;2;1.24;1;
13901;48.4661;-1.7208;RCP2.6;H3;3;5.17;1;2;1.24;1;
13902;48.4698;-1.6128;RCP2.6;H3;3;5.2;2;2;1.26;1;
13903;48.4733;-1.5048;RCP2.6;H3;3;5.42;2;2;1.34;1;
13904;48.4768;-1.3967;RCP2.6;H3;3;4.35;1;3;1.17;1;
13905;48.4802;-1.2887;RCP2.6;H3;3;5.25;1;2;1.37;1;
13906;48.4834;-1.1806;RCP2.6;H3;4;5.23;1;3;1.37;1;
13907;48.4866;-1.0725;RCP2.6;H3;4;5.3;1;3;1.42;1;
13908;48.4897;-0.9644;RCP2.6;H3;4;5.46;2;3;1.49;1;
13909;48.4926;-0.8563;RCP2.6;H3;4;5.28;2;3;1.5;1;
13910;48.4955;-0.7482;RCP2.6;H3;4;5.34;2;3;1.55;1;
13911;48.4983;-0.6401;RCP2.6;H3;4;5.42;2;3;1.6;1;
13912;48.5009;-0.5319;RCP2.6;H3;5;5.43;2;4;1.59;1;
13913;48.5035;-0.4238;RCP2.6;H3;5;6.01;2;4;1.7;2;
13914;48.506;-0.3156;RCP2.6;H3;6;5.95;2;5;1.72;2;
13915;48.5084;-0.2074;RCP2.6;H3;6;5.82;2;5;1.76;2;
13916;48.5107;-0.0993;RCP2.6;H3;5;6.21;3;4;1.82;2;
13917;48.5128;0.0089;RCP2.6;H3;6;6.21;3;5;1.82;2;
13918;48.5149;0.1171;RCP2.6;H3;6;6.6;4;4;2.01;3;
13919;48.5169;0.2253;RCP2.6;H3;7;6.62;4;6;1.93;3;
13920;48.5188;0.3336;RCP2.6;H3;8;6.62;4;6;1.94;3;
13921;48.5206;0.4418;RCP2.6;H3;8;6.35;4;6;1.91;3;
13922;48.5222;0.55;RCP2.6;H3;7;6.21;4;5;1.87;3;
13923;48.5238;0.6583;RCP2.6;H3;6;6.22;4;5;1.87;3;
13924;48.5253;0.7665;RCP2.6;H3;6;6.15;3;5;1.85;2;
13925;48.5267;0.8748;RCP2.6;H3;6;6.12;3;5;1.85;3;
13926;48.528;0.983;RCP2.6;H3;6;6.52;4;5;1.92;3;
13927;48.5292;1.0913;RCP2.6;H3;7;7.32;5;5;2.11;4;
13928;48.5303;1.1995;RCP2.6;H3;9;7.33;5;8;2.19;4;
13929;48.5313;1.3078;RCP2.6;H3;9;7.28;4;7;2.16;4;
13930;48.5322;1.4161;RCP2.6;H3;9;7.65;5;7;2.15;4;
13931;48.533;1.5244;RCP2.6;H3;10;7.76;4;7;2.14;4;
13932;48.5336;1.6326;RCP2.6;H3;10;7.83;5;8;2.17;4;
13933;48.5342;1.7409;RCP2.6;H3;10;7.75;5;7;2.11;4;
13934;48.5347;1.8492;RCP2.6;H3;10;6.78;3;8;1.97;2;
13935;48.5351;1.9575;RCP2.6;H3;8;7.49;4;6;2.03;3;
13936;48.5354;2.0658;RCP2.6;H3;9;7.63;4;7;2.05;3;
13937;48.5356;2.1741;RCP2.6;H3;10;7.66;5;7;2.03;4;
13938;48.5357;2.2824;RCP2.6;H3;10;7.85;5;7;2.05;4;
13939;48.5357;2.3907;RCP2.6;H3;10;7.97;5;8;2.06;4;
13940;48.5356;2.4989;RCP2.6;H3;11;7.81;5;8;2.05;4;
13941;48.5354;2.6072;RCP2.6;H3;10;7.87;5;8;2.06;4;
13942;48.5351;2.7155;RCP2.6;H3;11;7.84;5;8;2.05;4;
13943;48.5347;2.8238;RCP2.6;H3;11;7.71;5;9;2.03;4;
13944;48.5343;2.9321;RCP2.6;H3;10;7.53;5;8;1.91;4;
13945;48.5337;3.0404;RCP2.6;H3;10;6.69;4;8;1.79;3;
13946;48.533;3.1487;RCP2.6;H3;8;6.55;3;6;1.65;3;
13947;48.5322;3.2569;RCP2.6;H3;8;6.52;3;6;1.59;2;
13948;48.5313;3.3652;RCP2.6;H3;7;6.37;3;6;1.49;2;
13949;48.5303;3.4735;RCP2.6;H3;7;6.3;2;5;1.46;2;
13950;48.5292;3.5818;RCP2.6;H3;6;6.44;2;5;1.48;2;
13951;48.528;3.69;RCP2.6;H3;7;6.09;2;5;1.39;2;
13952;48.5267;3.7983;RCP2.6;H3;6;6.08;2;4;1.34;2;
13953;48.5253;3.9065;RCP2.6;H3;6;6.71;3;3;1.44;2;
13954;48.5239;4.0148;RCP2.6;H3;8;6.61;3;6;1.41;2;
13955;48.5223;4.123;RCP2.6;H3;8;6.58;3;6;1.4;2;
13956;48.5206;4.2312;RCP2.6;H3;8;6.5;3;6;1.4;2;
13957;48.5188;4.3395;RCP2.6;H3;8;6.44;3;6;1.39;2;
13958;48.5169;4.4477;RCP2.6;H3;7;6.39;3;5;1.39;2;
13959;48.5149;4.5559;RCP2.6;H3;7;5.75;2;6;1.3;2;
13960;48.5129;4.6641;RCP2.6;H3;6;5.28;2;5;1.05;1;
13961;48.5107;4.7723;RCP2.6;H3;4;5.21;2;3;1.04;1;
13962;48.5084;4.8805;RCP2.6;H3;4;5.09;2;3;1.05;1;
13963;48.506;4.9886;RCP2.6;H3;5;4.95;2;4;1.07;2;
13964;48.5036;5.0968;RCP2.6;H3;4;4.32;1;4;1.02;1;
13965;48.501;5.2049;RCP2.6;H3;4;4.02;1;3;0.98;1;
13966;48.4983;5.3131;RCP2.6;H3;3;4.37;2;2;1.01;1;
13967;48.4955;5.4212;RCP2.6;H3;4;4.34;2;3;1.05;1;
13968;48.4927;5.5293;RCP2.6;H3;4;4.29;2;3;1.07;1;
13969;48.4897;5.6374;RCP2.6;H3;4;4.68;2;3;1.13;1;
13970;48.4866;5.7455;RCP2.6;H3;4;4.88;2;3;1.16;2;
13971;48.4835;5.8536;RCP2.6;H3;5;4.66;2;4;1.18;1;
13972;48.4802;5.9617;RCP2.6;H3;4;4.53;1;4;1.13;1;
13973;48.4768;6.0697;RCP2.6;H3;3;4.81;2;3;1.17;1;
13974;48.4734;6.1778;RCP2.6;H3;4;4.78;1;4;1.11;1;
13975;48.4698;6.2858;RCP2.6;H3;4;4.72;1;3;1.11;1;
13976;48.4661;6.3938;RCP2.6;H3;4;4.66;1;3;1.01;1;
13977;48.4624;6.5018;RCP2.6;H3;4;4.69;1;3;1.02;1;
13978;48.4585;6.6098;RCP2.6;H3;4;4.52;1;3;0.91;1;
13979;48.4546;6.7178;RCP2.6;H3;3;4.4;1;2;0.78;1;
13980;48.4505;6.8257;RCP2.6;H3;3;4.24;1;2;0.75;1;
13981;48.4464;6.9336;RCP2.6;H3;2;2.64;0;2;0.48;0;
13982;48.4421;7.0415;RCP2.6;H3;0;2.18;0;0;0.37;0;
13983;48.4378;7.1494;RCP2.6;H3;0;2.39;0;0;0.37;0;
13984;48.4333;7.2573;RCP2.6;H3;0;1.95;0;0;0.32;0;
13985;48.4288;7.3652;RCP2.6;H3;0;2.23;0;0;0.37;0;
13986;48.4241;7.473;RCP2.6;H3;0;4.72;1;0;0.6;0;
13987;48.4194;7.5808;RCP2.6;H3;2;4.92;1;1;0.55;1;
13988;48.4145;7.6886;RCP2.6;H3;2;4.94;1;1;0.55;0;
13989;48.4096;7.7964;RCP2.6;H3;2;4.85;1;1;0.51;0;
14014;48.3821;-4.9622;RCP2.6;H3;0;4.11;0;0;0.9;0;
14016;48.3952;-4.7471;RCP2.6;H3;1;4.07;0;0;0.9;0;
14017;48.4016;-4.6395;RCP2.6;H3;1;3.83;0;0;0.94;0;
14018;48.408;-4.5319;RCP2.6;H3;0;3.86;0;0;0.91;0;
14019;48.4142;-4.4243;RCP2.6;H3;1;3.9;0;0;0.88;0;
14020;48.4203;-4.3166;RCP2.6;H3;1;3.9;0;0;0.89;0;
14021;48.4263;-4.209;RCP2.6;H3;1;3.94;0;0;0.94;0;
14022;48.4323;-4.1012;RCP2.6;H3;1;3.95;0;0;0.95;0;
14023;48.4381;-3.9935;RCP2.6;H3;1;3.99;0;0;0.98;0;
14024;48.4439;-3.8858;RCP2.6;H3;1;3.87;0;0;1.03;0;
14025;48.4495;-3.778;RCP2.6;H3;1;3.88;0;1;1.02;0;
14026;48.455;-3.6702;RCP2.6;H3;1;3.87;0;0;1.02;0;
14027;48.4605;-3.5624;RCP2.6;H3;1;4.01;0;1;1.13;0;
14028;48.4658;-3.4545;RCP2.6;H3;1;4.45;0;1;1.17;0;
14029;48.4711;-3.3467;RCP2.6;H3;1;4.31;0;1;1.09;0;
14030;48.4762;-3.2388;RCP2.6;H3;1;4.31;0;1;1.08;0;
14031;48.4813;-3.1309;RCP2.6;H3;1;4.36;0;1;1.13;0;
14032;48.4862;-3.023;RCP2.6;H3;1;4.28;0;1;1.14;0;
14033;48.4911;-2.915;RCP2.6;H3;1;4.31;0;1;1.14;0;
14034;48.4958;-2.807;RCP2.6;H3;1;4.79;1;1;1.13;0;
14035;48.5005;-2.6991;RCP2.6;H3;2;4.94;0;1;1.14;0;
14036;48.505;-2.5911;RCP2.6;H3;2;5.37;1;1;1.26;0;
14037;48.5095;-2.483;RCP2.6;H3;2;5.22;0;1;1.16;0;
14038;48.5138;-2.375;RCP2.6;H3;2;5.24;0;1;1.16;0;
14039;48.5181;-2.2669;RCP2.6;H3;2;5.41;1;1;1.22;0;
14040;48.5223;-2.1589;RCP2.6;H3;2;5.33;1;2;1.19;0;
14041;48.5263;-2.0508;RCP2.6;H3;2;5.44;1;2;1.28;1;
14042;48.5303;-1.9426;RCP2.6;H3;3;5.6;2;2;1.3;1;
14043;48.5342;-1.8345;RCP2.6;H3;3;5.32;2;2;1.25;1;
14044;48.5379;-1.7264;RCP2.6;H3;3;5.3;2;2;1.25;1;
14045;48.5416;-1.6182;RCP2.6;H3;3;5.28;2;2;1.25;1;
14046;48.5452;-1.51;RCP2.6;H3;3;4.5;1;2;1.21;1;
14047;48.5486;-1.4019;RCP2.6;H3;3;4.4;1;2;1.2;1;
14048;48.552;-1.2937;RCP2.6;H3;3;4.44;1;2;1.29;1;
14049;48.5553;-1.1854;RCP2.6;H3;3;4.32;1;2;1.29;1;
14050;48.5584;-1.0772;RCP2.6;H3;3;4.46;1;2;1.37;1;
14051;48.5615;-0.969;RCP2.6;H3;3;4.46;1;2;1.39;1;
14052;48.5645;-0.8607;RCP2.6;H3;3;4.45;1;2;1.4;1;
14053;48.5674;-0.7524;RCP2.6;H3;3;4.42;1;2;1.38;1;
14054;48.5701;-0.6442;RCP2.6;H3;3;5.31;2;2;1.5;1;
14055;48.5728;-0.5359;RCP2.6;H3;4;5.26;2;3;1.52;1;
14056;48.5754;-0.4276;RCP2.6;H3;4;5.35;2;3;1.67;1;
14057;48.5779;-0.3193;RCP2.6;H3;4;5.3;2;4;1.66;1;
14058;48.5803;-0.2109;RCP2.6;H3;4;5.25;2;3;1.68;1;
14059;48.5825;-0.1026;RCP2.6;H3;4;6.2;3;3;1.83;2;
14060;48.5847;0.0057;RCP2.6;H3;6;6.1;3;5;1.8;2;
14061;48.5868;0.1141;RCP2.6;H3;6;6.36;3;4;1.86;3;
14062;48.5888;0.2224;RCP2.6;H3;7;6.48;4;5;1.91;3;
14063;48.5907;0.3308;RCP2.6;H3;7;6.24;3;5;1.85;2;
14064;48.5925;0.4392;RCP2.6;H3;6;6.22;3;5;1.84;2;
14065;48.5941;0.5476;RCP2.6;H3;6;6.02;3;5;1.78;2;
14066;48.5957;0.6559;RCP2.6;H3;6;5.99;3;5;1.78;2;
14067;48.5972;0.7643;RCP2.6;H3;6;6;3;5;1.8;2;
14068;48.5986;0.8727;RCP2.6;H3;6;6.36;4;5;1.86;3;
14069;48.5999;0.9811;RCP2.6;H3;7;6.44;3;6;1.87;3;
14070;48.6011;1.0895;RCP2.6;H3;7;7.42;5;5;2.18;4;
14071;48.6022;1.198;RCP2.6;H3;9;7.45;5;7;2.19;4;
14072;48.6032;1.3064;RCP2.6;H3;9;7.65;5;7;2.17;4;
14073;48.6041;1.4148;RCP2.6;H3;10;7.68;5;7;2.15;4;
14074;48.6049;1.5232;RCP2.6;H3;10;7.85;5;7;2.16;4;
14075;48.6056;1.6317;RCP2.6;H3;10;7.84;5;8;2.16;4;
14076;48.6062;1.7401;RCP2.6;H3;10;6.76;3;8;1.99;2;
14077;48.6067;1.8485;RCP2.6;H3;7;6.74;3;6;1.99;2;
14078;48.6071;1.957;RCP2.6;H3;7;6.83;3;6;1.94;3;
14079;48.6073;2.0654;RCP2.6;H3;8;7.67;5;5;2.08;4;
14080;48.6075;2.1738;RCP2.6;H3;10;7.75;5;7;2.06;4;
14081;48.6076;2.2823;RCP2.6;H3;10;8.54;6;7;2.06;5;
14082;48.6076;2.3907;RCP2.6;H3;11;8.53;6;8;2.06;4;
14083;48.6076;2.4992;RCP2.6;H3;11;8.67;6;8;2.16;5;
14084;48.6074;2.6076;RCP2.6;H3;11;7.79;5;9;2.05;4;
14085;48.6071;2.716;RCP2.6;H3;11;7.77;5;8;2.05;4;
14086;48.6067;2.8245;RCP2.6;H3;11;7.73;5;8;2.02;4;
14087;48.6062;2.9329;RCP2.6;H3;10;7.57;5;8;1.92;4;
14088;48.6056;3.0414;RCP2.6;H3;10;6.72;4;8;1.8;3;
14089;48.6049;3.1498;RCP2.6;H3;9;6.5;3;7;1.64;3;
14090;48.6041;3.2582;RCP2.6;H3;8;6.51;3;6;1.65;3;
14091;48.6032;3.3666;RCP2.6;H3;8;6.39;3;6;1.54;2;
14092;48.6022;3.4751;RCP2.6;H3;8;6.3;3;6;1.45;2;
14093;48.6011;3.5835;RCP2.6;H3;7;5.83;2;6;1.39;1;
14094;48.5999;3.6919;RCP2.6;H3;6;5.92;2;4;1.35;1;
14095;48.5986;3.8003;RCP2.6;H3;6;6.14;2;4;1.34;2;
14096;48.5972;3.9087;RCP2.6;H3;6;6.1;2;4;1.33;2;
14097;48.5958;4.0171;RCP2.6;H3;6;6.63;3;4;1.41;2;
14098;48.5942;4.1255;RCP2.6;H3;8;6.54;3;6;1.44;2;
14099;48.5925;4.2338;RCP2.6;H3;8;6.4;3;5;1.39;2;
14100;48.5907;4.3422;RCP2.6;H3;7;5.64;2;6;1.27;2;
14101;48.5888;4.4506;RCP2.6;H3;5;5.66;2;4;1.27;2;
14102;48.5868;4.5589;RCP2.6;H3;5;5.69;2;4;1.27;1;
14103;48.5847;4.6673;RCP2.6;H3;5;5.92;2;4;1.3;2;
14104;48.5826;4.7756;RCP2.6;H3;6;5.8;2;5;1.2;2;
14105;48.5803;4.884;RCP2.6;H3;6;5.26;2;5;1.11;1;
14106;48.5779;4.9923;RCP2.6;H3;5;5.14;2;4;1.12;2;
14107;48.5754;5.1006;RCP2.6;H3;5;4.47;1;4;1.07;1;
14108;48.5729;5.2089;RCP2.6;H3;4;4.68;2;3;1.1;1;
14109;48.5702;5.3172;RCP2.6;H3;4;4.56;2;4;1.08;1;
14110;48.5674;5.4255;RCP2.6;H3;4;4.45;2;3;1.09;1;
14111;48.5645;5.5337;RCP2.6;H3;4;4.36;2;3;1.06;1;
14112;48.5616;5.642;RCP2.6;H3;4;4.87;2;3;1.12;1;
14113;48.5585;5.7502;RCP2.6;H3;5;6.43;4;3;1.37;3;
14114;48.5553;5.8585;RCP2.6;H3;8;6.64;4;6;1.49;3;
14115;48.552;5.9667;RCP2.6;H3;8;4.59;1;7;1.13;1;
14116;48.5487;6.0749;RCP2.6;H3;4;4.88;2;3;1.18;1;
14117;48.5452;6.1831;RCP2.6;H3;4;4.75;1;4;1.11;1;
14118;48.5416;6.2912;RCP2.6;H3;4;4.77;1;3;1.11;1;
14119;48.538;6.3994;RCP2.6;H3;4;4.78;1;3;0.99;1;
14120;48.5342;6.5075;RCP2.6;H3;4;4.69;1;3;0.87;1;
14121;48.5303;6.6157;RCP2.6;H3;3;4.62;1;3;0.87;1;
14122;48.5264;6.7238;RCP2.6;H3;3;4.44;1;2;0.75;1;
14123;48.5223;6.8319;RCP2.6;H3;3;3.66;0;2;0.66;0;
14124;48.5182;6.94;RCP2.6;H3;2;3.22;0;1;0.51;0;
14125;48.5139;7.048;RCP2.6;H3;1;2.68;0;1;0.37;0;
14126;48.5095;7.1561;RCP2.6;H3;0;2.23;0;0;0.34;0;
14127;48.5051;7.2641;RCP2.6;H3;0;2.56;0;0;0.4;0;
14128;48.5005;7.3721;RCP2.6;H3;0;2.78;0;0;0.47;0;
14129;48.4959;7.4801;RCP2.6;H3;0;4.82;1;0;0.66;0;
14130;48.4911;7.588;RCP2.6;H3;2;4.92;1;2;0.55;1;
14131;48.4863;7.696;RCP2.6;H3;2;4.98;1;1;0.55;0;
14132;48.4813;7.8039;RCP2.6;H3;2;4.88;1;1;0.51;0;
14159;48.4668;-4.7568;RCP2.6;H3;0;4.08;0;0;0.9;0;
14160;48.4733;-4.6491;RCP2.6;H3;1;4.07;0;0;0.92;0;
14161;48.4796;-4.5414;RCP2.6;H3;1;3.85;0;0;0.91;0;
14162;48.4858;-4.4336;RCP2.6;H3;1;3.84;0;0;0.88;0;
14163;48.492;-4.3258;RCP2.6;H3;1;3.84;0;0;0.88;0;
14164;48.498;-4.218;RCP2.6;H3;1;3.82;0;0;0.87;0;
14165;48.504;-4.1101;RCP2.6;H3;1;3.94;0;0;0.93;0;
14166;48.5098;-4.0022;RCP2.6;H3;1;3.97;0;0;0.96;0;
14167;48.5155;-3.8943;RCP2.6;H3;1;3.99;0;0;0.96;0;
14168;48.5212;-3.7864;RCP2.6;H3;1;4;0;0;0.97;0;
14169;48.5267;-3.6785;RCP2.6;H3;1;3.99;0;0;0.97;0;
14170;48.5322;-3.5705;RCP2.6;H3;1;3.97;0;0;0.98;0;
14171;48.5375;-3.4625;RCP2.6;H3;1;4.11;0;1;0.98;0;
14172;48.5428;-3.3545;RCP2.6;H3;1;4.06;0;0;0.97;0;
14173;48.5479;-3.2465;RCP2.6;H3;1;4.05;0;0;0.97;0;
14174;48.553;-3.1384;RCP2.6;H3;1;4.16;0;0;1.03;0;
14175;48.558;-3.0303;RCP2.6;H3;1;4.1;0;1;1.04;0;
14176;48.5628;-2.9222;RCP2.6;H3;1;4.74;0;1;1.08;0;
14177;48.5676;-2.8141;RCP2.6;H3;1;4.88;1;1;1.13;0;
14178;48.5722;-2.706;RCP2.6;H3;2;5.07;1;1;1.15;0;
14179;48.5768;-2.5978;RCP2.6;H3;2;5.51;0;1;1.28;0;
14180;48.5813;-2.4897;RCP2.6;H3;2;5.24;0;1;1.16;0;
14181;48.5856;-2.3815;RCP2.6;H3;2;5.37;1;1;1.21;0;
14182;48.5899;-2.2733;RCP2.6;H3;2;5.4;1;2;1.22;0;
14183;48.5941;-2.1651;RCP2.6;H3;2;5.48;1;2;1.21;0;
14184;48.5981;-2.0568;RCP2.6;H3;3;5.1;1;2;1.12;1;
14185;48.6021;-1.9486;RCP2.6;H3;2;5.2;1;1;1.18;1;
14186;48.606;-1.8403;RCP2.6;H3;2;5.33;1;2;1.25;1;
14187;48.6097;-1.732;RCP2.6;H3;3;5.33;1;2;1.25;1;
14188;48.6134;-1.6237;RCP2.6;H3;3;5.36;2;2;1.25;1;
14189;48.617;-1.5154;RCP2.6;H3;3;5.55;2;2;1.41;1;
14190;48.6205;-1.407;RCP2.6;H3;4;4.49;1;3;1.24;1;
14191;48.6238;-1.2987;RCP2.6;H3;2;4.56;1;2;1.28;1;
14192;48.6271;-1.1903;RCP2.6;H3;3;4.41;1;2;1.28;1;
14193;48.6303;-1.0819;RCP2.6;H3;2;4.36;1;2;1.28;1;
14194;48.6334;-0.9735;RCP2.6;H3;2;4.44;1;1;1.4;1;
14195;48.6363;-0.8651;RCP2.6;H3;3;4.37;1;2;1.42;1;
14196;48.6392;-0.7567;RCP2.6;H3;3;5.3;2;2;1.55;1;
14197;48.642;-0.6483;RCP2.6;H3;4;5.25;2;3;1.52;1;
14198;48.6447;-0.5398;RCP2.6;H3;4;5.22;2;3;1.52;1;
