Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
2140;42.3446;9.1704;RCP2.6;H1;387.67;3833.66;15.73;34;243;179;-43.74;7.1;-7;-9;
2141;42.3383;9.2668;RCP2.6;H1;567.32;3436.81;5.7;42;244;177;-45.44;3.37;-6;-17;
2142;42.3319;9.3632;RCP2.6;H1;582.81;3266.89;3.63;45;252;173;-46.14;2.46;-7;-12;
2143;42.3254;9.4596;RCP2.6;H1;521.08;3973.35;16.1;30;238;187;-38.24;8.23;-5;-9;
2203;42.6326;1.4123;RCP2.6;H1;833.27;1126.74;0;142;326;104;-23.85;0;-13;-14;
2204;42.6334;1.5096;RCP2.6;H1;730.75;1247.81;0;136;325;109;30.82;0;-12;-14;
2205;42.6341;1.6069;RCP2.6;H1;886.08;1160.19;0;139;329;105;12.91;0;-15;-14;
2206;42.6347;1.7042;RCP2.6;H1;866.17;1257.3;0;132;325;108;9.85;0;-15;-15;
2207;42.6353;1.8014;RCP2.6;H1;791.99;1703.76;0.13;104;316;119;12.92;0;-15;-9;
2208;42.6357;1.8987;RCP2.6;H1;847.94;1376.52;0.03;126;322;112;13.98;0;-15;-14;
2209;42.6361;1.996;RCP2.6;H1;885.52;1342.71;0;127;322;109;34.9;0;-16;-15;
2210;42.6363;2.0933;RCP2.6;H1;558.1;2041.06;1.13;87;304;124;46.53;1;-15;-11;
2211;42.6365;2.1906;RCP2.6;H1;786.95;1560.25;0;115;313;117;49.06;0;-14;-15;
2212;42.6366;2.2879;RCP2.6;H1;578.69;2564.83;1.6;65;281;140;51.34;1.1;-11;-9;
2213;42.6366;2.3852;RCP2.6;H1;453.72;3696.53;13.07;35;245;170;17.81;4.5;-6;-8;
2214;42.6365;2.4825;RCP2.6;H1;485.35;4072.27;15.23;29;226;190;24.17;5.23;-4;4;
2215;42.6363;2.5798;RCP2.6;H1;460.01;4159.61;16.67;28;225;188;7.08;5.87;-4;-2;
2216;42.6361;2.6771;RCP2.6;H1;457.57;4308.39;20.07;26;216;188;12.64;6.77;-4;-9;
2217;42.6357;2.7744;RCP2.6;H1;390.78;4555.84;23.9;24;213;191;14.5;7.83;-3;-14;
2218;42.6353;2.8717;RCP2.6;H1;384.13;4663.36;25.63;23;214;189;14.99;7.53;-3;-13;
2219;42.6347;2.969;RCP2.6;H1;377.17;4736.85;27.8;22;216;188;14.66;7.7;-3;-12;
2278;42.4462;8.6957;RCP2.6;H1;336.57;4608.83;20.97;22;211;203;-20.97;8.14;-2;-5;
2279;42.4404;8.7924;RCP2.6;H1;398.68;3857.92;8.03;31;224;195;-24.22;4.2;-5;-8;
2280;42.4344;8.889;RCP2.6;H1;558;2587.78;0.63;66;272;157;-36.95;0.6;-10;-10;
2281;42.4284;8.9856;RCP2.6;H1;583.84;2511.89;0.5;71;280;155;-38.81;0.43;-18;-9;
2282;42.4223;9.0822;RCP2.6;H1;533.2;2830.93;1.83;57;272;158;-37.14;1.46;-9;-7;
2283;42.4161;9.1788;RCP2.6;H1;369.39;4080.39;20.9;30;243;175;-31.99;7.93;-4;-12;
2284;42.4098;9.2753;RCP2.6;H1;553.49;3692.91;11.17;36;246;179;-31.87;5.84;-5;-8;
2285;42.4034;9.3719;RCP2.6;H1;547.12;3844.85;15.17;32;251;179;-15.44;8.4;-7;-5;
2286;42.397;9.4684;RCP2.6;H1;513.16;4145.04;18.9;28;233;193;-13.83;9.57;-4;-14;
2336;42.6915;0.4373;RCP2.6;H1;999.53;992.9;0;149;340;94;-13.46;0;-17;-7;
2337;42.6932;0.5346;RCP2.6;H1;921.45;1111.71;0.03;143;330;99;-46.68;0;-14;-13;
2338;42.6948;0.632;RCP2.6;H1;861.64;1439.7;0.13;123;324;111;-37.66;0;-12;-8;
2346;42.7044;1.4111;RCP2.6;H1;843.44;1536.93;0;117;319;114;33.48;0;-13;-13;
2347;42.7052;1.5086;RCP2.6;H1;798.45;1672.39;0.13;106;316;120;13.45;0;-15;-13;
2348;42.706;1.606;RCP2.6;H1;801.36;1768.46;0;101;305;116;9.55;0;-22;-16;
2349;42.7066;1.7034;RCP2.6;H1;781.98;2041.27;0.7;88;294;120;14.46;0.57;-18;-15;
2350;42.7071;1.8008;RCP2.6;H1;722.94;2587.58;3.57;66;276;135;23.85;1.87;-11;-18;
2351;42.7076;1.8982;RCP2.6;H1;750.86;2450.75;2.9;70;288;134;35.03;1.9;-11;-12;
2352;42.7079;1.9956;RCP2.6;H1;816.67;1812.3;0.2;98;307;118;32.93;0.17;-19;-15;
2353;42.7082;2.093;RCP2.6;H1;556.68;2508.46;2.37;67;284;133;31.98;1.24;-11;-17;
2354;42.7084;2.1905;RCP2.6;H1;707.54;2243.64;1.17;75;292;126;43.92;0.7;-13;-16;
2355;42.7085;2.2879;RCP2.6;H1;708.43;2479.13;1.6;69;284;137;53.69;0.9;-11;-7;
2356;42.7085;2.3853;RCP2.6;H1;529.21;3049.48;4.67;49;268;154;32.06;2.44;-6;-6;
2357;42.7084;2.4827;RCP2.6;H1;477;3590.28;11.2;37;241;172;28.6;4.2;-6;-12;
2358;42.7082;2.5801;RCP2.6;H1;420.86;4009.6;17.33;31;232;168;14.29;6.13;-4;-7;
2359;42.7079;2.6775;RCP2.6;H1;398.47;4343.46;25.53;27;225;175;15.41;8.76;-4;-6;
2360;42.7076;2.775;RCP2.6;H1;385.16;4581.81;24.03;23;213;190;12.44;7.73;-4;-17;
2361;42.7071;2.8724;RCP2.6;H1;372.76;4681;26.8;23;209;191;8.59;8.23;-3;-20;
2362;42.7066;2.9698;RCP2.6;H1;368.32;4729.55;27.97;22;209;191;8.47;7.87;-3;-20;
2421;42.5178;8.7036;RCP2.6;H1;345.24;4616.74;20.47;22;217;208;-25.09;8.37;-2;6;
2422;42.512;8.8003;RCP2.6;H1;344.65;4623.43;20.5;22;217;208;-25.04;8.27;-2;6;
2423;42.506;8.8971;RCP2.6;H1;437.28;3489.14;3.63;38;236;190;-31.52;2.36;-5;-9;
2424;42.5;8.9938;RCP2.6;H1;535.14;3018.77;2.5;51;257;166;-50.42;1.53;-8;-16;
2425;42.4939;9.0905;RCP2.6;H1;482.72;3701.04;13.3;35;244;173;-25.93;6.33;-6;-17;
2426;42.4877;9.1872;RCP2.6;H1;384;4136.76;22.53;29;244;178;-32.9;8.66;-4;-9;
2427;42.4814;9.2839;RCP2.6;H1;408.43;4004;19.33;31;244;175;-24.96;8.83;-4;-7;
2428;42.475;9.3805;RCP2.6;H1;538.73;3954.39;15.7;31;241;193;-13.85;8.6;-5;-7;
2429;42.4685;9.4772;RCP2.6;H1;460.2;4616.71;23.5;22;223;206;-13.37;9.93;-3;8;
2474;42.7535;-0.0524;RCP2.6;H1;804.63;1458.22;0;122;324;114;-88.82;0;-13;-15;
2475;42.7557;0.045;RCP2.6;H1;779;1661.4;0;106;319;120;-80.54;0;-15;-11;
2476;42.7577;0.1425;RCP2.6;H1;871.81;1251.77;0;134;329;104;-61.82;0;-13;-13;
2477;42.7597;0.24;RCP2.6;H1;837.41;1589.26;0;113;318;116;-57.98;0;-14;-13;
2478;42.7616;0.3374;RCP2.6;H1;835.38;1640.56;0;110;317;116;-54.93;0;-14;-12;
2479;42.7634;0.4349;RCP2.6;H1;698;1736.12;0;100;320;116;-6.08;0;-16;-9;
2480;42.765;0.5324;RCP2.6;H1;787.67;2090.42;0.93;84;312;125;-21.1;0.63;-11;-10;
2481;42.7667;0.6299;RCP2.6;H1;747.59;2490.11;2.8;69;304;136;-13.24;1.73;-8;-11;
2484;42.7709;0.9224;RCP2.6;H1;1110.14;1237.32;0;134;329;102;18.02;0;-13;-11;
2486;42.7733;1.1174;RCP2.6;H1;1036.34;1742.39;0;100;316;120;52.14;0;-16;-12;
2487;42.7744;1.2149;RCP2.6;H1;953.58;2527.29;3.73;69;281;136;52.61;1.93;-11;-17;
2488;42.7754;1.3125;RCP2.6;H1;934.94;2524.21;3.67;69;284;132;40.4;1.9;-11;-14;
2489;42.7763;1.41;RCP2.6;H1;991.09;2067.47;0.87;86;302;120;35.03;0.64;-18;-9;
2490;42.7771;1.5075;RCP2.6;H1;744.73;2728.56;4.43;62;273;145;38.9;1.76;-10;-15;
2491;42.7778;1.6051;RCP2.6;H1;711.2;2933.83;6.07;56;270;150;28.92;3;-8;-14;
2492;42.7784;1.7026;RCP2.6;H1;683.36;3137.76;7.77;50;263;157;28.22;3.64;-8;-18;
2493;42.779;1.8001;RCP2.6;H1;719.57;2622.61;3.97;65;274;135;24.33;2.04;-11;-18;
2494;42.7794;1.8977;RCP2.6;H1;764.34;2332.26;2.3;75;294;129;35.04;1.67;-12;-11;
2495;42.7798;1.9952;RCP2.6;H1;675.99;2402.6;1.7;72;289;138;42.58;1.13;-11;-12;
2496;42.78;2.0927;RCP2.6;H1;647.33;2855.8;3.63;55;271;148;46.57;1.3;-9;-5;
2497;42.7802;2.1903;RCP2.6;H1;627.53;3043.81;5.3;50;258;154;47.27;2.27;-8;-11;
2498;42.7803;2.2878;RCP2.6;H1;624.88;3080.4;6.2;48;262;153;42.92;2.93;-7;-6;
2499;42.7803;2.3854;RCP2.6;H1;478.44;3460.24;9.67;40;254;165;22.27;4.1;-5;-7;
2500;42.7802;2.4829;RCP2.6;H1;431.49;3953.56;16.7;32;236;177;19.47;5.83;-4;-4;
2501;42.78;2.5804;RCP2.6;H1;392.05;4194.14;21.4;29;230;172;12.31;7.23;-4;-6;
2502;42.7798;2.678;RCP2.6;H1;389.33;4414.77;26.97;26;223;178;17.4;9.47;-4;-7;
2503;42.7794;2.7755;RCP2.6;H1;388.71;4471.4;21.53;25;215;188;13.38;7.56;-3;-9;
2504;42.779;2.873;RCP2.6;H1;374.16;4700.86;27.5;22;213;185;13.43;9.13;-4;-11;
2505;42.7784;2.9706;RCP2.6;H1;369.57;4751.49;28.8;22;214;185;13.27;8.9;-3;-10;
2565;42.5835;8.8083;RCP2.6;H1;328.19;4817.37;23.8;20;211;201;-23.92;9.17;-2;3;
2566;42.5776;8.9052;RCP2.6;H1;364.34;4459.36;18.1;23;224;200;-29.51;7.63;-4;4;
2567;42.5716;9.002;RCP2.6;H1;399.36;4029.71;10.27;28;229;196;-31.9;5.34;-5;-7;
2568;42.5654;9.0989;RCP2.6;H1;409.02;4041.08;10.63;28;228;197;-18.21;5.33;-4;-2;
2569;42.5592;9.1957;RCP2.6;H1;448.38;3549.71;4.27;36;236;191;-22.95;2.8;-6;-13;
2570;42.5529;9.2925;RCP2.6;H1;461.38;3686.52;5.8;34;239;187;-40.61;3.73;-5;-7;
2571;42.5465;9.3892;RCP2.6;H1;508.27;4090.91;17.67;28;232;194;-27.33;9.34;-6;-13;
2572;42.54;9.486;RCP2.6;H1;421.21;4916.96;24.63;19;0;0;-23.67;10.63;-2;-999;
2612;42.8133;-0.5431;RCP2.6;H1;817.26;1923.7;0.1;91;314;125;-99.2;0;-16;-10;
2613;42.8159;-0.4456;RCP2.6;H1;853.13;1583.98;0;114;319;114;-112.47;0;-14;-14;
2614;42.8184;-0.3481;RCP2.6;H1;898.06;1472.04;0;117;321;110;-93.66;0;-17;-16;
2615;42.8208;-0.2505;RCP2.6;H1;961.57;1039.03;0;148;339;90;-41.57;0;-15;-8;
2616;42.8231;-0.1529;RCP2.6;H1;833.64;1247.43;0;134;330;104;-107.82;0;-13;-14;
2617;42.8254;-0.0554;RCP2.6;H1;807.85;1417.34;0;124;325;112;-91.01;0;-14;-14;
2618;42.8275;0.0422;RCP2.6;H1;694.9;1676.73;0;104;321;115;-44.35;0;-14;-8;
2619;42.8296;0.1398;RCP2.6;H1;775.31;1038.1;0;147;337;93;-68.45;0;-16;-11;
