Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;
11689;47.3129;6.4121;REF;REF;770.22;2679.8;7.1;66;281;127;
11690;47.3091;6.5178;REF;REF;798.64;2558.25;5.9;70;284;125;
11691;47.3052;6.6235;REF;REF;735.91;2394.39;4.23;75;289;125;
11692;47.3012;6.7291;REF;REF;737.66;2385.72;4.03;75;289;125;
11693;47.2972;6.8347;REF;REF;842.43;2270.94;4.2;82;293;117;
11694;47.293;6.9403;REF;REF;870.81;2149.71;2.87;87;0;0;
11695;47.2887;7.0459;REF;REF;891.34;2051.3;2.2;90;0;0;
11741;47.3229;-3.2243;REF;REF;354.37;3507.45;1.33;28;0;0;
11742;47.3279;-3.1188;REF;REF;353.19;3523.85;1.47;28;0;0;
11744;47.3377;-2.9075;REF;REF;355.86;3572.33;1.73;27;0;0;
11748;47.3562;-2.4849;REF;REF;390.28;3348.59;7;35;254;141;
11749;47.3605;-2.3792;REF;REF;389.74;3355.08;7;35;254;141;
11750;47.3648;-2.2735;REF;REF;386.66;3391.66;7.37;35;254;141;
11751;47.369;-2.1677;REF;REF;387.26;3390.39;7.4;35;252;141;
11752;47.373;-2.062;REF;REF;389.5;3375.26;7.17;35;253;141;
11753;47.377;-1.9562;REF;REF;402.46;3247.9;8.43;39;265;142;
11754;47.3809;-1.8504;REF;REF;406.95;3195.23;8.1;40;265;139;
11755;47.3847;-1.7446;REF;REF;404.08;3224.19;8.13;39;265;139;
11756;47.3884;-1.6388;REF;REF;401.23;3255.29;8.4;39;264;140;
11757;47.392;-1.5329;REF;REF;393.58;3300.96;8.77;38;264;142;
11758;47.3954;-1.4271;REF;REF;395.49;3280.38;8.63;38;264;141;
11759;47.3988;-1.3212;REF;REF;394.88;3258.31;8.3;39;263;142;
11760;47.4021;-1.2153;REF;REF;390.53;3270.6;8.5;39;263;140;
11761;47.4053;-1.1095;REF;REF;390.33;3272.77;8.5;39;263;140;
11762;47.4085;-1.0036;REF;REF;393.15;3250.65;8.33;39;263;139;
11763;47.4115;-0.8976;REF;REF;350.17;3258.52;9;40;263;139;
11764;47.4144;-0.7917;REF;REF;351.55;3241.16;8.77;40;264;139;
11765;47.4172;-0.6858;REF;REF;363.48;3256.48;9.13;40;257;139;
11766;47.4199;-0.5798;REF;REF;328.93;3378.77;11.2;39;256;139;
11767;47.4225;-0.4739;REF;REF;329.49;3383.03;11.27;39;256;141;
11768;47.4251;-0.3679;REF;REF;327.3;3385.1;11.27;39;256;140;
11769;47.4275;-0.2619;REF;REF;346.73;3333.59;10.8;40;256;139;
11770;47.4298;-0.1559;REF;REF;351.01;3310.83;10.5;40;257;139;
11771;47.432;-0.05;REF;REF;357.27;3281.2;9.8;41;259;137;
11772;47.4342;0.0561;REF;REF;359.52;3254.65;9.57;41;260;137;
11773;47.4362;0.1621;REF;REF;365.08;3197.47;9.2;43;261;135;
11774;47.4382;0.2681;REF;REF;373.57;3147.63;9.03;44;263;135;
11775;47.44;0.3741;REF;REF;375.76;3119.73;8.57;45;264;135;
11776;47.4418;0.4802;REF;REF;374.34;3119.64;8.5;45;263;134;
11777;47.4434;0.5862;REF;REF;375.74;3163.26;9.07;45;262;137;
11778;47.445;0.6922;REF;REF;375.41;3167.67;9.1;45;262;137;
11779;47.4464;0.7983;REF;REF;377.42;3152.97;8.93;45;262;136;
11780;47.4478;0.9044;REF;REF;375.24;3181.58;9.37;45;262;136;
11781;47.449;1.0104;REF;REF;376.18;3188.19;9.57;44;261;137;
11782;47.4502;1.1165;REF;REF;374.19;3114.34;10.27;46;271;131;
11783;47.4513;1.2226;REF;REF;387.81;3086.63;9.9;47;276;130;
11784;47.4523;1.3286;REF;REF;401.27;3031.26;10.63;48;283;127;
11785;47.4531;1.4347;REF;REF;400.45;3026.4;10.6;48;283;127;
11786;47.4539;1.5408;REF;REF;401.35;3016.38;10.53;49;282;126;
11787;47.4546;1.6469;REF;REF;401.93;3008.4;10.4;49;283;126;
11788;47.4552;1.753;REF;REF;401.44;3014.61;10.47;49;283;126;
11789;47.4557;1.8591;REF;REF;404.32;3004.09;10.37;49;284;127;
11790;47.456;1.9652;REF;REF;407.67;3000.7;10.5;49;282;127;
11791;47.4563;2.0713;REF;REF;407.81;2998.42;10.43;49;282;128;
11792;47.4565;2.1774;REF;REF;407.59;2970.72;9.87;49;283;127;
11793;47.4566;2.2835;REF;REF;464.61;3001.7;10.67;51;284;128;
11794;47.4566;2.3896;REF;REF;471.68;2928.63;9.37;52;285;126;
11795;47.4565;2.4957;REF;REF;476.89;2891.97;8.4;54;280;129;
11796;47.4563;2.6018;REF;REF;470.64;2891.65;8.43;54;279;128;
11797;47.456;2.7079;REF;REF;471.84;2880.26;8.23;54;279;128;
11798;47.4557;2.814;REF;REF;463.94;2947.16;9.23;52;280;130;
11799;47.4552;2.9201;REF;REF;463.75;2979.11;10.33;52;286;127;
11800;47.4546;3.0261;REF;REF;484.11;2822.91;8.4;55;289;126;
11801;47.4539;3.1322;REF;REF;486.52;2796.66;8.13;56;290;125;
11802;47.4531;3.2383;REF;REF;482.02;2836.11;8.77;55;289;126;
11803;47.4523;3.3444;REF;REF;493.79;2894;9.4;53;282;128;
11804;47.4513;3.4505;REF;REF;482.25;2997.14;11.2;51;280;131;
11805;47.4502;3.5566;REF;REF;483.66;2986.49;11.03;52;280;130;
11806;47.4491;3.6626;REF;REF;473.84;2859.69;10.13;56;284;128;
11807;47.4478;3.7687;REF;REF;514.94;3024.53;11.3;52;276;133;
11808;47.4464;3.8748;REF;REF;528.46;2904.19;9.83;55;283;130;
11809;47.445;3.9808;REF;REF;538.84;2846.91;8.63;56;281;131;
11810;47.4434;4.0869;REF;REF;540.27;2837.56;8.4;57;281;131;
11811;47.4418;4.1929;REF;REF;510.35;2714.07;8.07;59;288;125;
11812;47.44;4.2989;REF;REF;516.6;2698.38;7.43;60;288;122;
11813;47.4382;4.405;REF;REF;516.97;2695.95;7.43;60;288;122;
11814;47.4362;4.511;REF;REF;540.78;2660.12;7.13;66;284;125;
11815;47.4342;4.617;REF;REF;543.19;2623.47;6.2;67;281;128;
11816;47.4321;4.723;REF;REF;556.39;2540.2;4.93;68;283;129;
11817;47.4298;4.829;REF;REF;562.44;2498.92;4.47;69;282;129;
11818;47.4275;4.935;REF;REF;554.45;2545.37;5.1;68;281;131;
11819;47.4251;5.041;REF;REF;479.48;2693.61;7.03;67;277;131;
11820;47.4226;5.1469;REF;REF;495.8;2793.06;9;64;279;130;
11821;47.4199;5.2529;REF;REF;489.65;2846.17;9.43;62;278;130;
11822;47.4172;5.3588;REF;REF;487.7;2877.36;10.17;61;280;131;
11823;47.4144;5.4648;REF;REF;551.88;2891.74;10.37;59;277;131;
11824;47.4115;5.5707;REF;REF;550.02;2907.31;10.63;59;277;133;
11825;47.4085;5.6766;REF;REF;550.98;2875.87;10.1;60;277;130;
11826;47.4054;5.7825;REF;REF;548.72;2849.66;9.77;61;280;129;
11827;47.4022;5.8884;REF;REF;631.68;2787.29;8.87;62;278;128;
11828;47.3989;5.9943;REF;REF;617.28;2833.36;9.8;61;278;130;
11829;47.3955;6.1001;REF;REF;612.41;2892.26;10.8;59;275;129;
11830;47.392;6.206;REF;REF;637.35;2870.28;10.7;60;274;128;
11831;47.3884;6.3118;REF;REF;670.99;2663.56;8.63;66;285;128;
11832;47.3847;6.4176;REF;REF;675.99;2638.07;7.9;68;285;128;
11833;47.3809;6.5234;REF;REF;684.93;2615.73;7.73;68;285;127;
11834;47.3771;6.6292;REF;REF;711.53;2480.13;5.43;71;284;125;
11835;47.3731;6.735;REF;REF;704.31;2511.98;6.03;70;284;127;
11836;47.369;6.8408;REF;REF;736.65;2392.83;4.23;74;288;126;
11837;47.3648;6.9465;REF;REF;829.17;2365.4;5.63;77;0;0;
11838;47.3606;7.0522;REF;REF;844.13;2289.3;4.53;83;0;0;
11884;47.3947;-3.2318;REF;REF;350.57;3561.17;1.67;27;0;0;
11887;47.4095;-2.9146;REF;REF;355.86;3572.33;1.73;27;0;0;
11891;47.428;-2.4914;REF;REF;410.92;3350.56;6.8;34;0;0;
11892;47.4324;-2.3855;REF;REF;389.74;3355.08;7;35;254;141;
11893;47.4366;-2.2797;REF;REF;387.93;3376.59;7.23;35;254;141;
11894;47.4408;-2.1738;REF;REF;388.02;3366.45;7.07;35;255;141;
11895;47.4449;-2.0679;REF;REF;385.34;3354.01;6.97;35;256;141;
11896;47.4489;-1.962;REF;REF;391.93;3300.05;8.67;38;262;141;
11897;47.4527;-1.856;REF;REF;392.49;3279.08;8.37;38;263;138;
11898;47.4565;-1.7501;REF;REF;397.43;3281.4;8.43;38;266;142;
11899;47.4602;-1.6441;REF;REF;397.42;3281.4;8.43;38;266;142;
11900;47.4638;-1.5382;REF;REF;396.89;3263.31;8.3;39;262;142;
11901;47.4673;-1.4322;REF;REF;396.14;3271.57;8.4;38;262;142;
11902;47.4707;-1.3262;REF;REF;396.98;3254.6;8.3;39;264;140;
11903;47.474;-1.2201;REF;REF;394.58;3237.43;8.23;39;263;140;
11904;47.4772;-1.1141;REF;REF;397.51;3206.46;7.93;40;262;139;
11905;47.4803;-1.0081;REF;REF;399.19;3194.54;7.9;40;263;139;
11906;47.4834;-0.902;REF;REF;355.92;3193.07;8.4;41;265;139;
11907;47.4863;-0.7959;REF;REF;355.03;3204.12;8.53;41;265;139;
11908;47.4891;-0.6899;REF;REF;361.16;3253.86;9.23;40;260;139;
11909;47.4918;-0.5838;REF;REF;358.03;3300.99;9.67;40;257;140;
11910;47.4944;-0.4777;REF;REF;357.68;3305.44;9.77;40;257;140;
11911;47.497;-0.3716;REF;REF;350.29;3301.31;10.3;41;260;139;
11912;47.4994;-0.2654;REF;REF;351.26;3288.06;10.1;41;260;139;
11913;47.5017;-0.1593;REF;REF;354.37;3276.92;9.8;41;259;138;
11914;47.504;-0.0532;REF;REF;363.04;3199.57;9.23;42;260;137;
11915;47.5061;0.053;REF;REF;364.24;3183.96;9.17;43;261;137;
11916;47.5082;0.1591;REF;REF;363.51;3195.13;9.27;42;261;137;
11917;47.5101;0.2653;REF;REF;374.09;3141.15;8.87;44;263;135;
11918;47.5119;0.3715;REF;REF;376.85;3104.63;8.33;45;264;135;
11919;47.5137;0.4776;REF;REF;377.33;3080.94;8.17;45;265;134;
11920;47.5154;0.5838;REF;REF;378.61;3071.77;8.13;45;267;136;
11921;47.5169;0.69;REF;REF;375.57;3069.28;8.53;46;266;135;
11922;47.5184;0.7962;REF;REF;378.02;3026.08;8.03;47;266;133;
11923;47.5197;0.9024;REF;REF;374;3077.43;8.6;46;265;133;
11924;47.521;1.0086;REF;REF;376.86;3068.74;8.5;46;266;135;
11925;47.5222;1.1148;REF;REF;377.39;3088.91;9.7;47;272;131;
11926;47.5232;1.2211;REF;REF;375.14;3116.56;10.33;46;271;131;
11927;47.5242;1.3273;REF;REF;379.05;3113.83;10.27;46;269;131;
11928;47.5251;1.4335;REF;REF;380.5;3110.34;10.43;46;272;131;
11929;47.5259;1.5397;REF;REF;401.76;3038.76;10.93;48;283;127;
11930;47.5265;1.646;REF;REF;400.91;3043.01;10.8;48;282;127;
11931;47.5271;1.7522;REF;REF;401.58;3034.72;10.63;48;283;127;
11932;47.5276;1.8584;REF;REF;402.1;3028.51;10.57;48;283;127;
11933;47.528;1.9647;REF;REF;406.66;3010.81;10.63;49;282;128;
11934;47.5283;2.0709;REF;REF;409.43;2980.08;10.1;49;282;128;
11935;47.5285;2.1772;REF;REF;408.13;2964.58;9.83;50;283;128;
11936;47.5286;2.2834;REF;REF;463.12;3015.39;11.13;50;283;128;
11937;47.5286;2.3896;REF;REF;467.45;2973.81;10.27;51;284;127;
11938;47.5285;2.4959;REF;REF;468.66;2974.29;9.3;52;277;130;
11939;47.5283;2.6021;REF;REF;472.47;2929.64;9;53;278;130;
11940;47.528;2.7084;REF;REF;433.92;2820.73;8;55;285;128;
11941;47.5276;2.8146;REF;REF;420.65;2937.4;9.37;51;282;130;
11942;47.5271;2.9208;REF;REF;472.33;2955.53;10.37;52;285;127;
11943;47.5266;3.0271;REF;REF;481.02;2875.7;9.1;54;286;126;
11944;47.5259;3.1333;REF;REF;465.22;2823.4;8.2;55;282;128;
11945;47.5251;3.2395;REF;REF;468.26;2797.69;7.83;56;282;128;
11946;47.5242;3.3458;REF;REF;470.52;2884.87;10.5;55;281;128;
11947;47.5232;3.452;REF;REF;464.73;2945.11;11.57;53;281;130;
11948;47.5222;3.5582;REF;REF;459.18;2993.87;12.53;52;281;132;
11949;47.521;3.6644;REF;REF;464.27;2942.82;11.7;54;282;130;
11950;47.5197;3.7706;REF;REF;461.5;2945.35;11.33;54;283;131;
11951;47.5184;3.8768;REF;REF;464.68;2917.22;10.9;54;283;129;
11952;47.5169;3.983;REF;REF;470.21;2856.31;9.9;56;282;129;
11953;47.5154;4.0892;REF;REF;466.05;2894.2;10.7;55;282;129;
11954;47.5137;4.1954;REF;REF;500.77;2802.06;9.5;57;289;122;
11955;47.512;4.3016;REF;REF;503.49;2794.99;9.53;58;290;125;
11956;47.5101;4.4078;REF;REF;512.35;2724.35;8;59;290;125;
11957;47.5082;4.5139;REF;REF;526.52;2720.46;8.73;64;286;124;
11958;47.5061;4.6201;REF;REF;534.58;2654.87;6.97;65;282;127;
11959;47.504;4.7262;REF;REF;549.31;2564.27;5.23;67;283;128;
11960;47.5018;4.8324;REF;REF;550.25;2574.16;5.5;68;280;129;
11961;47.4994;4.9385;REF;REF;545.94;2599.55;5.97;67;280;131;
11962;47.497;5.0446;REF;REF;532.5;2685.79;7.6;65;279;131;
11963;47.4945;5.1507;REF;REF;502.02;2738.62;8.3;65;282;128;
11964;47.4919;5.2568;REF;REF;497.43;2787.37;9.07;64;281;130;
11965;47.4891;5.3629;REF;REF;492.16;2836.19;9.67;63;281;131;
11966;47.4863;5.469;REF;REF;557.71;2853.4;9.83;61;278;132;
11967;47.4834;5.5751;REF;REF;554.43;2880.8;10.17;60;278;132;
11968;47.4804;5.6811;REF;REF;549.46;2898.6;10.57;59;277;132;
11969;47.4773;5.7872;REF;REF;550.73;2848.79;9.7;61;279;127;
11970;47.4741;5.8932;REF;REF;557;2800.7;9.13;62;280;126;
11971;47.4708;5.9992;REF;REF;568.27;2701.27;7.77;65;282;128;
11972;47.4674;6.1052;REF;REF;626.63;2792.71;8.93;62;276;129;
11973;47.4639;6.2112;REF;REF;617.65;2850.12;10.1;60;276;129;
11974;47.4603;6.3172;REF;REF;639.6;2792.99;11.47;63;284;126;
11975;47.4566;6.4231;REF;REF;676.33;2658.85;8.53;67;285;127;
11976;47.4528;6.5291;REF;REF;671.15;2684.29;9.07;66;284;127;
11977;47.4489;6.635;REF;REF;666.24;2697.59;9.07;66;283;128;
11978;47.4449;6.7409;REF;REF;676.97;2643.63;8.1;67;283;127;
11979;47.4409;6.8468;REF;REF;688.46;2612.88;7.5;68;285;128;
11980;47.4367;6.9527;REF;REF;725.35;2452.99;5;72;0;0;
11982;47.428;7.1644;REF;REF;651.85;2545.71;6.03;71;280;125;
11983;47.4236;7.2703;REF;REF;702.17;2315.16;3.13;77;0;0;
11984;47.419;7.3761;REF;REF;679.74;2449.55;4.87;73;283;122;
12028;47.4715;-3.1335;REF;REF;393.37;3416.55;3.43;30;0;0;
12031;47.4861;-2.8158;REF;REF;405.19;3335.76;6.17;34;0;0;
12032;47.4908;-2.7098;REF;REF;404.23;3346.7;6.37;34;256;144;
12033;47.4953;-2.6039;REF;REF;410.93;3354.64;6.63;34;0;0;
12034;47.4998;-2.4979;REF;REF;409.97;3343.65;6.63;35;0;0;
12035;47.5042;-2.3919;REF;REF;414.24;3294.95;6.2;35;258;143;
12036;47.5085;-2.2859;REF;REF;414.81;3288.97;6.2;35;258;143;
12037;47.5126;-2.1799;REF;REF;435.35;3233.61;6.7;37;262;140;
12038;47.5167;-2.0738;REF;REF;396.59;3272.49;8.43;38;265;142;
12039;47.5207;-1.9678;REF;REF;395.36;3284.83;8.5;38;265;142;
12040;47.5246;-1.8617;REF;REF;394.01;3262.81;8.33;38;263;139;
12041;47.5284;-1.7556;REF;REF;400.41;3248.24;8.2;39;266;141;
12042;47.5321;-1.6495;REF;REF;402.86;3221.4;8.17;39;266;141;
12043;47.5357;-1.5434;REF;REF;398.92;3240.7;8.1;39;264;140;
12044;47.5392;-1.4373;REF;REF;400.87;3223.3;8.2;39;265;140;
12045;47.5426;-1.3311;REF;REF;400.11;3221.16;8.17;39;265;140;
12046;47.5459;-1.2249;REF;REF;399.47;3221.86;8.03;39;262;140;
12047;47.5491;-1.1188;REF;REF;356.75;3221.65;8.47;40;264;139;
12048;47.5522;-1.0126;REF;REF;357.83;3211.64;8.53;40;264;139;
12049;47.5553;-0.9064;REF;REF;359.73;3181.33;8.27;41;265;138;
12050;47.5582;-0.8002;REF;REF;363.61;3223.71;8.83;41;262;139;
12051;47.561;-0.694;REF;REF;363.63;3236.74;8.87;41;261;139;
12052;47.5637;-0.5877;REF;REF;356.44;3308.93;9.57;40;257;139;
12053;47.5664;-0.4815;REF;REF;355.62;3320.14;9.63;39;257;139;
12054;47.5689;-0.3752;REF;REF;358.61;3314.31;9.57;40;257;138;
12055;47.5713;-0.269;REF;REF;356.36;3250.3;9.63;41;259;138;
12056;47.5737;-0.1627;REF;REF;359.15;3214.53;9.43;42;260;138;
12057;47.5759;-0.0564;REF;REF;362.99;3199.57;9.23;42;260;137;
12058;47.578;0.0499;REF;REF;362.04;3212.94;9.4;42;260;137;
12059;47.5801;0.1562;REF;REF;362.35;3210.87;9.37;42;261;137;
12060;47.582;0.2625;REF;REF;376.65;3140.22;8.7;44;263;135;
12061;47.5839;0.3688;REF;REF;392.1;3114.13;8.3;44;265;136;
12062;47.5856;0.4751;REF;REF;378.7;3098.47;8.3;45;264;135;
12063;47.5873;0.5815;REF;REF;378.92;3094.2;8.23;45;266;136;
12064;47.5888;0.6878;REF;REF;382.48;3003.62;7.73;47;270;132;
12065;47.5903;0.7941;REF;REF;385.02;2971.25;7.37;48;271;132;
12066;47.5917;0.9005;REF;REF;381.33;3038.31;8;47;267;134;
12067;47.5929;1.0068;REF;REF;363.64;2982.14;7.8;49;273;133;
12068;47.5941;1.1132;REF;REF;366.94;2992.36;8.03;48;271;133;
12069;47.5952;1.2196;REF;REF;363.14;3007.28;8.47;48;272;132;
12070;47.5962;1.3259;REF;REF;363.44;3052.98;9.1;47;267;132;
12071;47.597;1.4323;REF;REF;379.57;3121.01;10.5;46;271;131;
12072;47.5978;1.5387;REF;REF;402.14;3034.64;10.87;48;283;127;
12073;47.5985;1.645;REF;REF;403.42;3014.61;10.6;49;282;126;
12074;47.5991;1.7514;REF;REF;405.71;2996.75;10.27;49;282;128;
12075;47.5996;1.8578;REF;REF;406.26;2990.48;10.23;49;282;128;
12076;47.6;1.9642;REF;REF;408.29;2984.96;10.07;49;283;128;
12077;47.6003;2.0706;REF;REF;407.05;2977.89;10.13;49;284;127;
12078;47.6004;2.1769;REF;REF;408.49;2961.59;9.9;50;284;127;
12079;47.6005;2.2833;REF;REF;466.36;3020.5;11.23;50;282;129;
12080;47.6005;2.3897;REF;REF;437.28;2941.98;9.77;51;285;128;
12081;47.6004;2.4961;REF;REF;438.26;2914.12;9.57;52;285;128;
12082;47.6003;2.6025;REF;REF;429.21;2889.56;8.73;53;284;128;
12083;47.6;2.7089;REF;REF;426.7;2917.77;9.27;52;284;128;
12084;47.5996;2.8153;REF;REF;420.12;2943.24;9.43;51;281;130;
12085;47.5991;2.9216;REF;REF;428.39;2881.39;8.93;53;284;128;
12086;47.5985;3.028;REF;REF;465.86;2838.52;8.27;54;283;129;
12087;47.5978;3.1344;REF;REF;466.73;2810.56;7.93;55;282;128;
12088;47.597;3.2408;REF;REF;471.27;2771.88;7.5;56;282;127;
12089;47.5962;3.3471;REF;REF;466.91;2794.54;7.83;56;282;129;
12090;47.5952;3.4535;REF;REF;475.78;2837.52;9.97;56;283;128;
12091;47.5941;3.5599;REF;REF;466.44;2917.12;11.37;54;282;129;
12092;47.593;3.6662;REF;REF;455.97;3001.2;12.83;52;280;130;
12093;47.5917;3.7726;REF;REF;462.1;2949.8;11.73;53;282;130;
12094;47.5903;3.8789;REF;REF;477.26;2818.04;9.7;57;285;130;
12095;47.5889;3.9853;REF;REF;469.03;2867.08;10.2;56;286;129;
12096;47.5873;4.0916;REF;REF;479.29;2789.35;9.03;57;287;131;
12097;47.5857;4.1979;REF;REF;506.17;2741.41;9.23;59;290;123;
12098;47.5839;4.3042;REF;REF;505.56;2746.79;9;59;291;123;
12099;47.5821;4.4106;REF;REF;509.11;2746.24;8.87;59;290;125;
12100;47.5801;4.5169;REF;REF;530.61;2695.16;8.07;65;286;124;
12101;47.5781;4.6232;REF;REF;534.96;2651.77;6.93;66;282;127;
12102;47.5759;4.7295;REF;REF;540.88;2614.58;6.17;66;282;128;
12103;47.5737;4.8357;REF;REF;544.35;2592.43;5.93;67;280;129;
12104;47.5714;4.942;REF;REF;540.32;2613.2;6.23;67;282;130;
12105;47.5689;5.0483;REF;REF;532.38;2663.8;7.23;65;282;129;
12106;47.5664;5.1545;REF;REF;512.04;2677.29;7.53;67;280;129;
12107;47.5638;5.2608;REF;REF;505.53;2723.54;8.4;66;281;129;
12108;47.561;5.367;REF;REF;496.99;2797.78;9.1;64;280;131;
12109;47.5582;5.4732;REF;REF;561.94;2805.35;9.23;62;278;130;
12110;47.5553;5.5794;REF;REF;557.07;2845.95;9.77;61;277;130;
12111;47.5523;5.6856;REF;REF;550.31;2875.9;10.17;60;278;132;
12112;47.5492;5.7918;REF;REF;546.24;2879.46;10.2;60;278;131;
12113;47.546;5.898;REF;REF;550.08;2854.76;9.73;61;279;127;
12114;47.5426;6.0042;REF;REF;565.31;2836.45;10.17;61;280;129;
12115;47.5392;6.1103;REF;REF;579.48;2716.1;7.2;65;279;127;
12116;47.5357;6.2164;REF;REF;572.11;2765.08;8.43;63;278;127;
12117;47.5321;6.3226;REF;REF;625.97;2799.5;9.23;62;276;128;
12118;47.5284;6.4287;REF;REF;626.52;2824.05;9.93;61;275;127;
12119;47.5247;6.5348;REF;REF;685.21;2611.22;8.8;69;288;119;
12120;47.5208;6.6408;REF;REF;673.01;2647.68;8.03;67;284;127;
12121;47.5168;6.7469;REF;REF;618.79;2686.84;9.27;67;279;126;
12122;47.5127;6.8529;REF;REF;614.66;2706.18;9.67;67;279;129;
12123;47.5085;6.959;REF;REF;629.44;2648.51;7.83;68;278;125;
12124;47.5042;7.065;REF;REF;634.96;2620.4;7.3;69;278;127;
12125;47.4999;7.171;REF;REF;567.84;2557.27;6.2;70;282;124;
12126;47.4954;7.2769;REF;REF;653.41;2553.57;6.3;70;280;123;
12127;47.4908;7.3829;REF;REF;576.16;2541;6.1;71;282;123;
12128;47.4862;7.4888;REF;REF;584.56;2534.56;5.83;71;0;0;
12171;47.5433;-3.1409;REF;REF;393.37;3416.55;3.43;30;0;0;
12172;47.5483;-3.0348;REF;REF;397.44;3353.59;6.5;34;0;0;
12173;47.5531;-2.9288;REF;REF;402.74;3350.23;6.37;34;0;0;
12174;47.5579;-2.8227;REF;REF;416.94;3396.55;5.1;32;0;0;
12175;47.5626;-2.7167;REF;REF;418.06;3383.45;4.93;32;0;0;
12176;47.5671;-2.6106;REF;REF;413.66;3323.78;6.37;35;258;145;
12177;47.5716;-2.5044;REF;REF;415.99;3297.27;6.17;35;258;145;
12178;47.576;-2.3983;REF;REF;424.55;3228.06;5.4;36;258;143;
12179;47.5803;-2.2922;REF;REF;435.35;3233.61;6.7;37;262;140;
12180;47.5845;-2.186;REF;REF;432.7;3259.4;6.9;37;262;140;
12181;47.5886;-2.0798;REF;REF;394.37;3295.45;8.53;38;266;142;
12182;47.5926;-1.9736;REF;REF;397.57;3262.04;8.33;39;265;141;
12183;47.5965;-1.8674;REF;REF;398.93;3262.99;8.27;39;265;140;
12184;47.6003;-1.7612;REF;REF;402.83;3242.07;8.2;39;264;140;
12185;47.604;-1.6549;REF;REF;402.64;3244.17;8.2;39;264;140;
12186;47.6076;-1.5486;REF;REF;399.71;3273.4;8.27;38;264;140;
12187;47.6111;-1.4424;REF;REF;392.75;3200.76;8.5;40;271;138;
12188;47.6145;-1.3361;REF;REF;394.29;3181.73;8.27;40;271;138;
12189;47.6178;-1.2298;REF;REF;394.18;3160.73;8.17;41;269;139;
12190;47.621;-1.1235;REF;REF;396.76;3129.39;8.1;42;271;137;
12191;47.6241;-1.0171;REF;REF;359.32;3186.39;8.4;41;266;138;
12192;47.6271;-0.9108;REF;REF;356.84;3228.44;8.6;40;264;139;
12193;47.6301;-0.8044;REF;REF;359.37;3280.42;9.1;40;260;139;
12194;47.6329;-0.6981;REF;REF;358.51;3295.49;9.37;40;259;139;
12195;47.6356;-0.5917;REF;REF;359.26;3273.13;9.23;40;257;139;
12196;47.6383;-0.4853;REF;REF;355.44;3322.4;9.67;39;257;139;
12197;47.6408;-0.3789;REF;REF;359.61;3300.84;9.53;40;257;138;
12198;47.6432;-0.2725;REF;REF;364.45;3278.69;9.2;40;258;139;
12199;47.6456;-0.1661;REF;REF;353.08;3292.5;10.13;41;257;137;
12200;47.6478;-0.0597;REF;REF;379.28;3207.58;9.3;43;264;135;
12201;47.65;0.0468;REF;REF;381.7;3187.67;9.13;43;265;134;
12202;47.652;0.1532;REF;REF;379.02;3220.45;9.4;42;264;135;
12203;47.654;0.2597;REF;REF;384.27;3205.42;9.17;43;264;135;
12204;47.6558;0.3661;REF;REF;386.33;3181.48;8.8;43;265;135;
12205;47.6576;0.4726;REF;REF;387.49;3153.25;8.6;44;266;135;
12206;47.6592;0.5791;REF;REF;379.42;3093.9;8.17;45;266;135;
12207;47.6608;0.6856;REF;REF;379.61;3040.1;8.07;47;268;134;
12208;47.6623;0.792;REF;REF;384.15;2982.09;7.4;48;271;132;
12209;47.6636;0.8985;REF;REF;382.13;2973.4;7.73;48;273;133;
12210;47.6649;1.005;REF;REF;362.51;2996.58;8.03;48;273;133;
12211;47.6661;1.1115;REF;REF;366.78;2994.43;8.1;48;271;133;
12212;47.6671;1.218;REF;REF;365.68;3012.58;8.5;48;274;134;
12213;47.6681;1.3245;REF;REF;364.58;3027.13;8.67;48;274;134;
12214;47.669;1.4311;REF;REF;361.61;3054.98;9.1;47;273;134;
12215;47.6698;1.5376;REF;REF;377.17;3111.93;10.37;46;272;132;
12216;47.6704;1.6441;REF;REF;401.4;3029.09;10.67;48;285;127;
12217;47.671;1.7506;REF;REF;424.52;3050.32;11.27;48;282;130;
12218;47.6715;1.8571;REF;REF;425.68;3037.63;11.13;49;282;130;
12219;47.6719;1.9637;REF;REF;427.54;3022.02;11.03;49;284;130;
12220;47.6722;2.0702;REF;REF;407.84;2972.26;9.9;49;285;127;
12221;47.6724;2.1767;REF;REF;431.58;2983.91;10.47;50;284;129;
12222;47.6725;2.2833;REF;REF;434.44;2972.08;10.13;50;284;129;
12223;47.6725;2.3898;REF;REF;406.08;2959.43;9.3;51;280;130;
12224;47.6724;2.4963;REF;REF;433.78;2957.54;9.77;51;284;128;
12225;47.6722;2.6028;REF;REF;421.36;2977.52;10.1;51;282;129;
12226;47.6719;2.7094;REF;REF;424;2947.9;9.6;51;283;128;
12227;47.6715;2.8159;REF;REF;427.07;2934.82;9.53;52;282;130;
12228;47.671;2.9224;REF;REF;456.33;2932.75;9.33;52;282;130;
12229;47.6705;3.0289;REF;REF;460.13;2895.83;9;53;283;130;
12230;47.6698;3.1355;REF;REF;465.91;2830.82;8.23;55;282;129;
12231;47.669;3.242;REF;REF;463.1;2811.05;8;56;284;129;
12232;47.6681;3.3485;REF;REF;463.87;2803.79;7.87;56;284;129;
