#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h38 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modÃ©rÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORRRA : cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     NORSTM0 : somme de tempÃ©rature base 0Â°C d'octobre (annÃ©e-1) Ã  juillet (annÃ©e) (Â°C)
#     NORSDA : nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     NORDATEVEG : date de reprise de vÃ©gÃ©tation en jour julien (date)
#     NORDATEDG : Date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     NORDATEPG : Date de premiÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     ARRA : Ecart de cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     ASDA : Ecart de nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     ADATEVEG : Ecart de date de reprise de vÃ©gÃ©tation en jour julien (date)
#     ADATEDG : Ecart de date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
#-----------------------------------------------------------------------------
2205;42.6341;1.6069;RCP4.5;H1;913.28;1112;0;142;332;109;40.11;0;-12;-11;
2206;42.6347;1.7042;RCP4.5;H1;893.25;1205.74;0;136;330;111;36.93;0;-11;-10;
2207;42.6353;1.8014;RCP4.5;H1;817.64;1632.5;0;108;320;120;38.57;0;-11;-5;
2208;42.6357;1.8987;RCP4.5;H1;874.37;1311.76;0;129;326;114;40.41;0;-12;-10;
2209;42.6361;1.996;RCP4.5;H1;894.1;1285.54;0;129;326;111;43.48;0;-14;-11;
2210;42.6363;2.0933;RCP4.5;H1;541.57;1995.07;0.8;90;305;128;30;0.67;-12;-10;
2211;42.6365;2.1906;RCP4.5;H1;762.65;1517.32;0;119;316;119;24.76;0;-10;-12;
2212;42.6366;2.2879;RCP4.5;H1;574.34;2516.88;1.83;66;283;139;46.99;1.33;-10;-7;
2213;42.6366;2.3852;RCP4.5;H1;466.13;3645.28;13.7;33;245;163;30.22;5.13;-8;-8;
2214;42.6365;2.4825;RCP4.5;H1;499.78;4021.98;15.57;28;232;189;38.6;5.57;-5;10;
2215;42.6363;2.5798;RCP4.5;H1;482.98;4088.33;17.17;27;232;184;30.05;6.37;-5;5;
2216;42.6361;2.6771;RCP4.5;H1;469.42;4245.9;20.1;26;231;182;24.49;6.8;-4;6;
2217;42.6357;2.7744;RCP4.5;H1;396.15;4494.6;23.03;24;229;186;19.87;6.96;-3;2;
2218;42.6353;2.8717;RCP4.5;H1;394.17;4592.65;25.13;23;227;183;25.03;7.03;-3;0;
2219;42.6347;2.969;RCP4.5;H1;387.28;4666.15;27.03;23;228;183;24.77;6.93;-2;0;
2278;42.4462;8.6957;RCP4.5;H1;365.57;4539.12;19.17;22;238;204;8.03;6.34;-2;22;
2279;42.4404;8.7924;RCP4.5;H1;411.93;3791.38;7.33;30;233;188;-10.97;3.5;-6;1;
2280;42.4344;8.889;RCP4.5;H1;573.69;2529.38;0.53;68;274;149;-21.26;0.5;-8;-8;
2281;42.4284;8.9856;RCP4.5;H1;600.09;2467.95;0.37;74;280;153;-22.56;0.3;-15;-9;
2282;42.4223;9.0822;RCP4.5;H1;528.33;2771.25;1.37;59;268;150;-42.01;1;-7;-11;
2283;42.4161;9.1788;RCP4.5;H1;370.72;4008.85;19.47;29;247;173;-30.66;6.5;-5;-8;
2284;42.4098;9.2753;RCP4.5;H1;577.66;3613.72;9.77;36;248;168;-7.7;4.44;-5;-6;
2285;42.4034;9.3719;RCP4.5;H1;572.36;3767.96;13.53;32;249;176;9.8;6.76;-7;-7;
2286;42.397;9.4684;RCP4.5;H1;545.5;4071.33;16.37;27;236;189;18.51;7.04;-5;-11;
2336;42.6915;0.4373;RCP4.5;H1;1007.96;947.63;0;154;345;93;-5.03;0;-12;-2;
