Point;Latitude;Longitude;Contexte;P̩riode;Saison;NORTAV;NORTXAV;ATAV;ATXAV;
1644;42.3488;2.6754;RCP2.6;H1;3;21.48;25.36;1.75;1.87;
1705;42.1656;8.5683;RCP2.6;H1;3;23.91;27.92;1.5;1.5;
1706;42.1599;8.6645;RCP2.6;H1;3;23.56;27.5;1.95;2.02;
1707;42.1541;8.7607;RCP2.6;H1;3;23.92;28.01;2.05;2.17;
1708;42.1482;8.8569;RCP2.6;H1;3;23.18;26.98;2.13;2.32;
1709;42.1422;8.953;RCP2.6;H1;3;22.17;25.54;2.09;2.19;
1710;42.1361;9.0491;RCP2.6;H1;3;18.58;21.38;1.91;1.94;
1711;42.1299;9.1452;RCP2.6;H1;3;18.6;21.35;1.86;1.82;
1712;42.1237;9.2413;RCP2.6;H1;3;21.26;25.1;2.19;2.27;
1713;42.1173;9.3374;RCP2.6;H1;3;24.23;28.24;1.86;1.99;
1714;42.1109;9.4334;RCP2.6;H1;3;25.16;28.75;1.72;1.66;
1715;42.1044;9.5295;RCP2.6;H1;3;25.32;28.84;1.68;1.61;
1779;42.4202;1.9004;RCP2.6;H1;3;19.55;24.22;0;0;
1780;42.4206;1.9973;RCP2.6;H1;3;17.74;21.86;1.95;2.06;
1781;42.4208;2.0942;RCP2.6;H1;3;12.89;15.3;1.86;1.84;
1782;42.421;2.1912;RCP2.6;H1;3;10.92;12.88;1.51;1.57;
1783;42.4211;2.2881;RCP2.6;H1;3;12.36;14.57;0;0;
1784;42.4211;2.3851;RCP2.6;H1;3;15.19;17.76;1.62;1.71;
1785;42.421;2.482;RCP2.6;H1;3;18.91;22.36;1.63;1.71;
1786;42.4209;2.5789;RCP2.6;H1;3;21.24;25.08;1.66;1.76;
1787;42.4206;2.6759;RCP2.6;H1;3;20.49;24.22;1.7;1.78;
1788;42.4202;2.7728;RCP2.6;H1;3;21.65;25.49;1.78;1.84;
1789;42.4198;2.8697;RCP2.6;H1;3;23.52;27.5;0;0;
1791;42.4186;3.0636;RCP2.6;H1;3;23.38;26.03;0;0;
1792;42.4179;3.1605;RCP2.6;H1;3;24.13;26.53;0;0;
1848;42.2372;8.576;RCP2.6;H1;3;23.83;27.8;0;0;
1849;42.2315;8.6723;RCP2.6;H1;3;22.96;26.66;2.08;2.21;
1850;42.2256;8.7686;RCP2.6;H1;3;22.66;26.21;2.12;2.31;
1851;42.2197;8.8649;RCP2.6;H1;3;21.16;24.07;2.14;2.26;
1852;42.2137;8.9611;RCP2.6;H1;3;17.44;19.88;1.83;1.8;
1853;42.2076;9.0574;RCP2.6;H1;3;15.62;17.64;1.8;1.73;
1854;42.2015;9.1536;RCP2.6;H1;3;20.26;23.63;1.99;1.98;
1855;42.1952;9.2498;RCP2.6;H1;3;23.1;27.62;2.09;2.31;
1856;42.1889;9.346;RCP2.6;H1;3;24.12;28.02;1.91;2.01;
1857;42.1824;9.4421;RCP2.6;H1;3;24.6;28.11;1.63;1.64;
1858;42.1759;9.5383;RCP2.6;H1;3;25.02;28.21;0;0;
1918;42.4897;1.5116;RCP2.6;H1;3;16.31;20.56;1.96;2.07;
1919;42.4905;1.6087;RCP2.6;H1;3;11.8;14.32;1.8;1.84;
1920;42.4911;1.7057;RCP2.6;H1;3;10.95;13.32;1.87;1.96;
1921;42.4916;1.8028;RCP2.6;H1;3;12.64;15.15;1.84;1.86;
1922;42.4921;1.8998;RCP2.6;H1;3;15.18;18.35;1.91;1.97;
1923;42.4924;1.9969;RCP2.6;H1;3;16.49;20.27;1.92;2.09;
1924;42.4927;2.0939;RCP2.6;H1;3;15.36;18.77;1.66;1.79;
1925;42.4929;2.191;RCP2.6;H1;3;15.01;17.91;1.66;1.78;
1926;42.4929;2.2881;RCP2.6;H1;3;14.94;17.72;1.69;1.72;
1927;42.4929;2.3851;RCP2.6;H1;3;15.48;18.54;1.67;1.81;
1928;42.4929;2.4822;RCP2.6;H1;3;13.5;15.67;1.61;1.62;
1929;42.4927;2.5792;RCP2.6;H1;3;19.76;23.34;1.73;1.79;
1930;42.4924;2.6763;RCP2.6;H1;3;22.9;26.97;1.57;1.7;
1931;42.4921;2.7733;RCP2.6;H1;3;23.78;27.74;1.68;1.71;
1932;42.4916;2.8704;RCP2.6;H1;3;23.09;27.02;1.67;1.78;
1933;42.4911;2.9674;RCP2.6;H1;3;21.76;24.43;1.74;1.71;
1934;42.4905;3.0645;RCP2.6;H1;3;23.32;25.97;1.69;1.64;
1935;42.4898;3.1615;RCP2.6;H1;3;24.39;26.77;0;0;
1991;42.3088;8.5836;RCP2.6;H1;3;23.9;27.91;0;0;
1992;42.303;8.6801;RCP2.6;H1;3;23.73;27.67;1.75;1.77;
1993;42.2972;8.7765;RCP2.6;H1;3;20.53;24.11;1.97;2.04;
1994;42.2913;8.8729;RCP2.6;H1;3;17.52;20.02;1.83;1.85;
1995;42.2853;8.9693;RCP2.6;H1;3;17.39;19.8;1.77;1.72;
1996;42.2792;9.0656;RCP2.6;H1;3;18.13;20.67;1.96;1.9;
1997;42.273;9.162;RCP2.6;H1;3;21.78;25.28;2.04;2.09;
1998;42.2667;9.2583;RCP2.6;H1;3;23.16;27.63;1.92;2.08;
1999;42.2604;9.3546;RCP2.6;H1;3;22.58;26.65;2.07;2.25;
2000;42.2539;9.4509;RCP2.6;H1;3;23.64;27.85;1.95;2.1;
2001;42.2474;9.5471;RCP2.6;H1;3;25.01;28.2;0;0;
2061;42.5616;1.5106;RCP2.6;H1;3;15.3;19.12;1.84;1.99;
2062;42.5623;1.6078;RCP2.6;H1;3;13.5;16.58;1.78;1.91;
2063;42.5629;1.7049;RCP2.6;H1;3;12.07;14.73;1.89;2.02;
2064;42.5634;1.8021;RCP2.6;H1;3;13.23;15.9;1.88;1.9;
2065;42.5639;1.8993;RCP2.6;H1;3;11.56;13.79;1.77;1.77;
2066;42.5642;1.9965;RCP2.6;H1;3;12.88;15.51;1.87;1.95;
2067;42.5645;2.0936;RCP2.6;H1;3;14.85;18.27;1.69;1.85;
2068;42.5647;2.1908;RCP2.6;H1;3;16.05;19.3;1.68;1.82;
2069;42.5648;2.288;RCP2.6;H1;3;19.26;23.15;1.61;1.7;
2070;42.5648;2.3852;RCP2.6;H1;3;20.69;24.84;1.56;1.65;
2071;42.5647;2.4823;RCP2.6;H1;3;18.79;22.6;1.64;1.72;
2072;42.5645;2.5795;RCP2.6;H1;3;20.61;24.05;1.73;1.78;
2073;42.5642;2.6767;RCP2.6;H1;3;22.54;26.39;1.62;1.74;
2074;42.5639;2.7739;RCP2.6;H1;3;24.11;28.13;1.66;1.75;
2075;42.5634;2.8711;RCP2.6;H1;3;24.77;28.52;1.68;1.76;
2076;42.5629;2.9682;RCP2.6;H1;3;25.03;28.83;1.68;1.74;
2077;42.5623;3.0654;RCP2.6;H1;3;24.5;26.91;0;0;
2134;42.3804;8.5913;RCP2.6;H1;3;24.22;27.54;0;0;
2135;42.3746;8.6879;RCP2.6;H1;3;23;26.26;1.67;1.66;
2136;42.3688;8.7844;RCP2.6;H1;3;22.31;26.93;1.95;2.06;
2137;42.3629;8.8809;RCP2.6;H1;3;17.44;19.92;1.82;1.84;
2138;42.3568;8.9774;RCP2.6;H1;3;17.24;19.61;1.77;1.71;
2139;42.3507;9.0739;RCP2.6;H1;3;19.51;22.5;2.03;1.98;
2140;42.3446;9.1704;RCP2.6;H1;3;22.56;26.71;2.01;2.14;
2141;42.3383;9.2668;RCP2.6;H1;3;21.19;24.31;2.08;2.14;
2142;42.3319;9.3632;RCP2.6;H1;3;20.58;23.44;2.06;2.09;
2143;42.3254;9.4596;RCP2.6;H1;3;22.94;26.94;1.98;2.21;
2144;42.3189;9.556;RCP2.6;H1;3;24.93;28.18;0;0;
2203;42.6326;1.4123;RCP2.6;H1;3;11.11;13.46;1.71;1.87;
2204;42.6334;1.5096;RCP2.6;H1;3;11.84;14.44;1.7;1.8;
2205;42.6341;1.6069;RCP2.6;H1;3;11.52;13.85;1.91;2.01;
2206;42.6347;1.7042;RCP2.6;H1;3;12.05;14.49;1.94;2.05;
2207;42.6353;1.8014;RCP2.6;H1;3;13.82;16.83;1.77;1.88;
2208;42.6357;1.8987;RCP2.6;H1;3;12.29;14.8;1.71;1.78;
2209;42.6361;1.996;RCP2.6;H1;3;12.34;14.79;1.87;1.91;
2210;42.6363;2.0933;RCP2.6;H1;3;15.19;18.75;1.59;1.72;
2211;42.6365;2.1906;RCP2.6;H1;3;12.86;15.26;1.58;1.63;
2212;42.6366;2.2879;RCP2.6;H1;3;17.25;20.68;1.6;1.63;
2213;42.6366;2.3852;RCP2.6;H1;3;21.44;25.76;1.66;1.76;
2214;42.6365;2.4825;RCP2.6;H1;3;22.66;26.54;1.6;1.73;
2215;42.6363;2.5798;RCP2.6;H1;3;23.06;26.96;1.75;1.84;
2216;42.6361;2.6771;RCP2.6;H1;3;23.61;27.64;1.71;1.82;
2217;42.6357;2.7744;RCP2.6;H1;3;24.53;28.21;1.63;1.67;
2218;42.6353;2.8717;RCP2.6;H1;3;24.93;28.71;1.68;1.75;
2219;42.6347;2.969;RCP2.6;H1;3;25.19;29.04;1.68;1.75;
2220;42.6341;3.0663;RCP2.6;H1;3;25.24;29.12;0;0;
2278;42.4462;8.6957;RCP2.6;H1;3;23.99;27.32;1.57;1.51;
2279;42.4404;8.7924;RCP2.6;H1;3;21.81;24.9;1.76;1.83;
2280;42.4344;8.889;RCP2.6;H1;3;17.85;20.41;1.83;1.83;
2281;42.4284;8.9856;RCP2.6;H1;3;17.26;19.67;1.73;1.71;
2282;42.4223;9.0822;RCP2.6;H1;3;18.96;21.75;2.01;1.96;
2283;42.4161;9.1788;RCP2.6;H1;3;23.32;27.98;1.91;2.06;
2284;42.4098;9.2753;RCP2.6;H1;3;22.12;25.77;2.09;2.16;
2285;42.4034;9.3719;RCP2.6;H1;3;22.65;26.82;2.12;2.38;
2286;42.397;9.4684;RCP2.6;H1;3;23.35;27.5;1.92;2.13;
2331;42.6817;-0.0495;RCP2.6;H1;3;12.28;14.95;0;0;
2332;42.6839;0.0479;RCP2.6;H1;3;11.94;14.54;0;0;
2333;42.6859;0.1452;RCP2.6;H1;3;13.19;16.04;0;0;
2334;42.6879;0.2426;RCP2.6;H1;3;13.04;15.87;0;0;
2335;42.6897;0.3399;RCP2.6;H1;3;12.1;14.71;0;0;
2336;42.6915;0.4373;RCP2.6;H1;3;10.95;13.43;2.05;2.18;
2337;42.6932;0.5346;RCP2.6;H1;3;10.97;13.49;1.62;1.7;
2338;42.6948;0.632;RCP2.6;H1;3;12.64;15.53;1.65;1.76;
2343;42.7015;1.1189;RCP2.6;H1;3;13.57;16.6;0;0;
2344;42.7026;1.2163;RCP2.6;H1;3;12.28;14.93;0;0;
2345;42.7036;1.3137;RCP2.6;H1;3;12.58;15.55;0;0;
2346;42.7044;1.4111;RCP2.6;H1;3;13.67;16.82;2.33;2.83;
2347;42.7052;1.5086;RCP2.6;H1;3;13.63;16.62;1.66;1.77;
2348;42.706;1.606;RCP2.6;H1;3;13.69;16.64;1.54;1.55;
2349;42.7066;1.7034;RCP2.6;H1;3;14.84;18.27;1.54;1.58;
2350;42.7071;1.8008;RCP2.6;H1;3;17.05;21.22;1.46;1.53;
2351;42.7076;1.8982;RCP2.6;H1;3;16.51;20.54;1.48;1.53;
2352;42.7079;1.9956;RCP2.6;H1;3;13.91;16.92;1.52;1.49;
2353;42.7082;2.093;RCP2.6;H1;3;16.86;20.6;1.52;1.58;
2354;42.7084;2.1905;RCP2.6;H1;3;15.73;19.02;1.55;1.59;
2355;42.7085;2.2879;RCP2.6;H1;3;16.85;20.34;1.68;1.79;
2356;42.7085;2.3853;RCP2.6;H1;3;19.26;22.88;1.76;1.86;
2357;42.7084;2.4827;RCP2.6;H1;3;21.16;25.34;1.66;1.81;
2358;42.7082;2.5801;RCP2.6;H1;3;22.84;27.23;1.78;1.95;
2359;42.7079;2.6775;RCP2.6;H1;3;24.07;28.58;1.76;1.94;
2360;42.7076;2.775;RCP2.6;H1;3;24.64;28.35;1.69;1.75;
2361;42.7071;2.8724;RCP2.6;H1;3;25.05;28.89;1.75;1.87;
2362;42.7066;2.9698;RCP2.6;H1;3;25.22;29.1;1.75;1.87;
2363;42.706;3.0672;RCP2.6;H1;3;25.32;29.23;0;0;
2421;42.5178;8.7036;RCP2.6;H1;3;24.03;27.33;1.62;1.53;
2422;42.512;8.8003;RCP2.6;H1;3;24.04;27.34;1.61;1.52;
2423;42.506;8.8971;RCP2.6;H1;3;20.69;23.14;1.86;1.79;
2424;42.5;8.9938;RCP2.6;H1;3;19.49;22.53;1.91;1.88;
2425;42.4939;9.0905;RCP2.6;H1;3;21.93;26.19;2.01;2.04;
2426;42.4877;9.1872;RCP2.6;H1;3;23.43;28.19;1.85;1.99;
2427;42.4814;9.2839;RCP2.6;H1;3;23.18;27.7;2.07;2.22;
2428;42.475;9.3805;RCP2.6;H1;3;22.91;26.88;2.05;2.28;
2429;42.4685;9.4772;RCP2.6;H1;3;24.33;28.09;1.62;1.7;
2430;42.4619;9.5738;RCP2.6;H1;3;25.01;28.21;0;0;
2473;42.7513;-0.1499;RCP2.6;H1;3;11.76;14.41;0;0;
2474;42.7535;-0.0524;RCP2.6;H1;3;13.11;15.98;2.01;2.18;
2475;42.7557;0.045;RCP2.6;H1;3;13.99;17.12;2.02;2.23;
2476;42.7577;0.1425;RCP2.6;H1;3;12.36;15.05;2.08;2.24;
2477;42.7597;0.24;RCP2.6;H1;3;13.56;16.54;1.91;2.06;
2478;42.7616;0.3374;RCP2.6;H1;3;13.78;16.82;1.92;2.07;
2479;42.7634;0.4349;RCP2.6;H1;3;14.47;17.68;2.18;2.39;
2480;42.765;0.5324;RCP2.6;H1;3;15.39;19.37;1.69;1.87;
2481;42.7667;0.6299;RCP2.6;H1;3;16.96;21.53;1.69;1.92;
2484;42.7709;0.9224;RCP2.6;H1;3;11.92;14.49;1.9;2.03;
2485;42.7722;1.0199;RCP2.6;H1;3;12.58;15.37;0;0;
2486;42.7733;1.1174;RCP2.6;H1;3;14.03;17.37;1.77;1.96;
2487;42.7744;1.2149;RCP2.6;H1;3;16.65;21.06;1.46;1.55;
2488;42.7754;1.3125;RCP2.6;H1;3;16.61;20.96;1.45;1.49;
2489;42.7763;1.41;RCP2.6;H1;3;14.79;18.46;1.44;1.45;
2490;42.7771;1.5075;RCP2.6;H1;3;17.53;21.85;1.41;1.48;
2491;42.7778;1.6051;RCP2.6;H1;3;18.35;22.81;1.49;1.63;
2492;42.7784;1.7026;RCP2.6;H1;3;19.02;23.48;1.46;1.61;
2493;42.779;1.8001;RCP2.6;H1;3;17.19;21.4;1.46;1.53;
2494;42.7794;1.8977;RCP2.6;H1;3;16.04;19.96;1.5;1.52;
2495;42.7798;1.9952;RCP2.6;H1;3;16.29;19.65;1.53;1.59;
2496;42.78;2.0927;RCP2.6;H1;3;18.07;21.74;1.49;1.59;
2497;42.7802;2.1903;RCP2.6;H1;3;18.72;22.51;1.47;1.59;
2498;42.7803;2.2878;RCP2.6;H1;3;19.11;22.96;1.7;1.86;
2499;42.7803;2.3854;RCP2.6;H1;3;20.77;24.78;1.76;1.9;
2500;42.7802;2.4829;RCP2.6;H1;3;22.6;27;1.71;1.91;
2501;42.78;2.5804;RCP2.6;H1;3;23.57;28.12;1.8;2.02;
2502;42.7798;2.678;RCP2.6;H1;3;24.33;28.88;1.78;1.99;
2503;42.7794;2.7755;RCP2.6;H1;3;24.3;27.97;1.75;1.86;
2504;42.779;2.873;RCP2.6;H1;3;25.14;29.04;1.79;1.95;
2505;42.7784;2.9706;RCP2.6;H1;3;25.32;29.27;1.79;1.95;
2506;42.7778;3.0681;RCP2.6;H1;3;25.02;29.38;0;0;
2564;42.5894;8.7114;RCP2.6;H1;3;24.84;28.17;0;0;
2565;42.5835;8.8083;RCP2.6;H1;3;24.56;27.87;1.57;1.48;
2566;42.5776;8.9052;RCP2.6;H1;3;23.56;26.95;1.59;1.57;
2567;42.5716;9.002;RCP2.6;H1;3;22.31;25.47;1.69;1.71;
2568;42.5654;9.0989;RCP2.6;H1;3;22.4;25.58;1.72;1.76;
2569;42.5592;9.1957;RCP2.6;H1;3;20.88;23.47;1.81;1.78;
2570;42.5529;9.2925;RCP2.6;H1;3;21.55;24.17;1.99;2.06;
2571;42.5465;9.3892;RCP2.6;H1;3;23.3;27.36;2.09;2.29;
2572;42.54;9.486;RCP2.6;H1;3;25.05;28.27;1.62;1.61;
2611;42.8106;-0.6407;RCP2.6;H1;3;13.53;16.37;0;0;
2612;42.8133;-0.5431;RCP2.6;H1;3;14.71;18.13;1.83;2.08;
2613;42.8159;-0.4456;RCP2.6;H1;3;13.32;16.28;1.8;1.99;
2614;42.8184;-0.3481;RCP2.6;H1;3;13.11;15.93;2.03;2.21;
2615;42.8208;-0.2505;RCP2.6;H1;3;11.09;13.69;2.01;2.24;
2616;42.8231;-0.1529;RCP2.6;H1;3;12.48;15.26;2.18;2.41;
2617;42.8254;-0.0554;RCP2.6;H1;3;12.92;15.75;2;2.17;
2618;42.8275;0.0422;RCP2.6;H1;3;14.24;17.43;2.16;2.4;
2619;42.8296;0.1398;RCP2.6;H1;3;11.24;13.75;2.1;2.23;
2620;42.8315;0.2374;RCP2.6;H1;3;13.21;16.14;1.71;1.86;
2621;42.8334;0.335;RCP2.6;H1;3;17.39;21.94;1.75;2.03;
2622;42.8352;0.4326;RCP2.6;H1;3;15.86;19.69;1.62;1.68;
2623;42.8369;0.5302;RCP2.6;H1;3;15.8;19.92;1.43;1.46;
2624;42.8385;0.6278;RCP2.6;H1;3;16.97;21.47;1.42;1.51;
2625;42.84;0.7254;RCP2.6;H1;3;17.63;22.31;0;0;
2626;42.8414;0.823;RCP2.6;H1;3;14.81;18.47;1.56;1.62;
2627;42.8428;0.9206;RCP2.6;H1;3;15.37;19.39;1.53;1.62;
2628;42.844;1.0183;RCP2.6;H1;3;16.67;21.1;1.42;1.5;
2629;42.8452;1.1159;RCP2.6;H1;3;15.91;20.13;1.48;1.54;
2630;42.8463;1.2136;RCP2.6;H1;3;18.98;23.81;1.41;1.59;
2631;42.8472;1.3112;RCP2.6;H1;3;18.07;22.75;1.42;1.53;
2632;42.8481;1.4088;RCP2.6;H1;3;16.46;20.77;1.45;1.49;
2633;42.8489;1.5065;RCP2.6;H1;3;17.54;21.86;1.41;1.47;
2634;42.8497;1.6041;RCP2.6;H1;3;20.13;24.65;1.35;1.48;
2635;42.8503;1.7018;RCP2.6;H1;3;16.89;20.99;1.46;1.5;
2636;42.8508;1.7995;RCP2.6;H1;3;16.45;20.44;1.48;1.49;
2637;42.8513;1.8971;RCP2.6;H1;3;18.67;23.08;1.41;1.51;
2638;42.8516;1.9948;RCP2.6;H1;3;18.58;22.35;1.44;1.55;
2639;42.8519;2.0924;RCP2.6;H1;3;19.22;23.04;1.72;1.83;
2640;42.8521;2.1901;RCP2.6;H1;3;21.16;25.54;1.76;2;
2641;42.8522;2.2877;RCP2.6;H1;3;20.32;24.44;1.8;2;
2642;42.8522;2.3854;RCP2.6;H1;3;20.64;24.66;1.8;2.05;
2643;42.8521;2.4831;RCP2.6;H1;3;21.65;25.91;1.82;2.15;
2644;42.8519;2.5807;RCP2.6;H1;3;22.44;26.71;1.9;2.15;
2645;42.8516;2.6784;RCP2.6;H1;3;23.36;27.8;1.96;2.23;
2646;42.8513;2.776;RCP2.6;H1;3;23.79;27.41;1.8;1.92;
2647;42.8508;2.8737;RCP2.6;H1;3;24.43;28.17;1.82;1.98;
2648;42.8503;2.9714;RCP2.6;H1;3;24.97;28.82;1.79;1.95;
2649;42.8497;3.069;RCP2.6;H1;3;25.35;29.31;0;0;
2709;42.6492;8.9133;RCP2.6;H1;3;24.68;28.03;0;0;
2710;42.6431;9.0103;RCP2.6;H1;3;24.59;27.9;0;0;
2711;42.637;9.1072;RCP2.6;H1;3;24.07;27.37;1.62;1.53;
2712;42.6308;9.2042;RCP2.6;H1;3;22.47;25.39;1.88;1.88;
2713;42.6245;9.3011;RCP2.6;H1;3;24.36;27.66;1.75;1.76;
2714;42.6181;9.398;RCP2.6;H1;3;23.94;27.5;2.08;2.28;
2715;42.6116;9.4948;RCP2.6;H1;3;25.11;28.29;0;0;
2753;42.8797;-0.742;RCP2.6;H1;3;14.32;17.42;0;0;
2754;42.8824;-0.6444;RCP2.6;H1;3;15.39;18.87;1.96;2.26;
2755;42.8851;-0.5467;RCP2.6;H1;3;15.98;19.67;1.89;2.2;
2756;42.8877;-0.4491;RCP2.6;H1;3;14.6;17.81;1.85;2.1;
2757;42.8902;-0.3514;RCP2.6;H1;3;13.17;16.01;2.03;2.21;
2758;42.8926;-0.2537;RCP2.6;H1;3;14.08;17.34;2.07;2.39;
2759;42.895;-0.156;RCP2.6;H1;3;14.44;17.81;2.11;2.45;
2760;42.8972;-0.0584;RCP2.6;H1;3;15.87;19.78;1.55;1.72;
2761;42.8993;0.0393;RCP2.6;H1;3;14.9;18.36;2.08;2.33;
2762;42.9014;0.137;RCP2.6;H1;3;12.65;15.38;2.03;2.18;
2763;42.9034;0.2348;RCP2.6;H1;3;13.24;16.18;1.6;1.72;
