#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h29 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
                  (1 - hiver, 2 - printemps, 3 - Ã©tÃ©, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORTXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;Saison;NORTAV;NORTXAV;
#-----------------------------------------------------------------------------
14497;48.8143;0.8666;REF;REF;3;17.26;21.61;
14498;48.8156;0.9755;REF;REF;3;17.36;21.68;
14499;48.8168;1.0844;REF;REF;3;17.39;21.71;
14500;48.8179;1.1932;REF;REF;3;17.49;21.8;
14501;48.8189;1.3021;REF;REF;3;17.61;21.9;
14502;48.8198;1.411;REF;REF;3;17.77;22.47;
14503;48.8206;1.5199;REF;REF;3;17.78;22.48;
14504;48.8213;1.6287;REF;REF;3;17.93;22.4;
14505;48.8219;1.7376;REF;REF;3;18.08;22.47;
14506;48.8224;1.8465;REF;REF;3;18.34;22.84;
14507;48.8228;1.9554;REF;REF;3;18.11;22.51;
14508;48.8231;2.0643;REF;REF;3;18.47;22.49;
14509;48.8233;2.1732;REF;REF;3;19.07;22.64;
14510;48.8234;2.2821;REF;REF;3;19.73;23.53;
14511;48.8234;2.391;REF;REF;3;19.91;23.78;
14512;48.8233;2.4998;REF;REF;3;19.64;23.89;
14513;48.8231;2.6087;REF;REF;3;18.66;22.88;
14514;48.8228;2.7176;REF;REF;3;18.52;22.71;
14515;48.8224;2.8265;REF;REF;3;18.42;22.58;
14516;48.8219;2.9354;REF;REF;3;18.58;22.78;
14517;48.8213;3.0443;REF;REF;3;18.26;22.74;
14518;48.8206;3.1532;REF;REF;3;18.24;22.72;
14519;48.8198;3.262;REF;REF;3;18.09;22.54;
14520;48.8189;3.3709;REF;REF;3;17.91;22.33;
14521;48.8179;3.4798;REF;REF;3;17.86;22.27;
14522;48.8168;3.5886;REF;REF;3;17.76;22.15;
14523;48.8156;3.6975;REF;REF;3;17.72;22.11;
14524;48.8143;3.8064;REF;REF;3;17.96;22.41;
14525;48.8129;3.9152;REF;REF;3;18.12;22.65;
14526;48.8114;4.0241;REF;REF;3;18.12;22.65;
14527;48.8098;4.1329;REF;REF;3;18.16;22.7;
14528;48.8081;4.2417;REF;REF;3;18.16;22.71;
14529;48.8064;4.3506;REF;REF;3;18.14;22.68;
14530;48.8045;4.4594;REF;REF;3;18.34;22.95;
14531;48.8025;4.5682;REF;REF;3;18.25;22.82;
14532;48.8004;4.677;REF;REF;3;18.2;22.75;
14533;48.7982;4.7858;REF;REF;3;18.34;23.01;
14534;48.7959;4.8945;REF;REF;3;18.67;23.56;
14535;48.7935;5.0033;REF;REF;3;18.4;23.21;
14536;48.791;5.1121;REF;REF;3;17.94;22.62;
14537;48.7884;5.2208;REF;REF;3;17.34;21.87;
14538;48.7857;5.3296;REF;REF;3;17.01;21.35;
14539;48.783;5.4383;REF;REF;3;17.13;21.57;
14540;48.7801;5.547;REF;REF;3;17.54;22.24;
14541;48.7771;5.6557;REF;REF;3;17.39;22.06;
14542;48.774;5.7644;REF;REF;3;18.26;22.82;
14543;48.7708;5.8731;REF;REF;3;18.51;23.12;
14544;48.7675;5.9817;REF;REF;3;18.36;22.94;
14545;48.7642;6.0904;REF;REF;3;18.14;22.69;
14546;48.7607;6.199;REF;REF;3;18.08;22.61;
14547;48.7571;6.3077;REF;REF;3;18.35;22.93;
14548;48.7534;6.4163;REF;REF;3;18.36;22.75;
14549;48.7496;6.5248;REF;REF;3;18.41;22.81;
14550;48.7458;6.6334;REF;REF;3;18.53;22.74;
14551;48.7418;6.742;REF;REF;3;18.51;22.72;
14552;48.7377;6.8505;REF;REF;3;18.26;22.4;
14553;48.7335;6.959;REF;REF;3;18.13;22.25;
14554;48.7292;7.0675;REF;REF;3;18.17;22.3;
14555;48.7249;7.176;REF;REF;3;18.27;22.53;
14556;48.7204;7.2845;REF;REF;3;17.91;21.58;
14557;48.7158;7.393;REF;REF;3;18.95;22.99;
14558;48.7112;7.5014;REF;REF;3;19.08;23.16;
14559;48.7064;7.6098;REF;REF;3;19.14;23.23;
14560;48.7015;7.7182;REF;REF;3;19.04;23.06;
14561;48.6965;7.8266;REF;REF;3;19.17;23.23;
14562;48.6915;7.9349;REF;REF;3;19.19;23.25;
14594;48.719;-4.1368;REF;REF;3;16.49;19.35;
14595;48.7248;-4.0285;REF;REF;3;16.42;19.28;
14596;48.7306;-3.9202;REF;REF;3;16.5;19.36;
14597;48.7363;-3.8118;REF;REF;3;16.44;19.3;
14599;48.7473;-3.595;REF;REF;3;16.76;20.18;
14600;48.7527;-3.4866;REF;REF;3;16.33;19.72;
14601;48.758;-3.3781;REF;REF;3;16.3;19.69;
14602;48.7631;-3.2696;REF;REF;3;16.55;19.96;
14603;48.7682;-3.1611;REF;REF;3;16.49;19.89;
14604;48.7732;-3.0526;REF;REF;3;16.88;20.35;
14605;48.7781;-2.9441;REF;REF;3;17.14;20.64;
14618;48.8324;-1.5314;REF;REF;3;16.99;20.25;
14619;48.8359;-1.4226;REF;REF;3;16.52;19.9;
14620;48.8393;-1.3138;REF;REF;3;16.4;19.77;
14621;48.8426;-1.205;REF;REF;3;16.18;19.56;
14622;48.8458;-1.0961;REF;REF;3;16.1;19.48;
14623;48.8489;-0.9873;REF;REF;3;16.44;20.16;
14624;48.8519;-0.8784;REF;REF;3;16.51;20.22;
14625;48.8548;-0.7696;REF;REF;3;16.26;19.99;
14626;48.8576;-0.6607;REF;REF;3;16.4;20.12;
14627;48.8603;-0.5518;REF;REF;3;16.56;20.27;
14628;48.8628;-0.4429;REF;REF;3;16.58;20.29;
14629;48.8653;-0.334;REF;REF;3;16.42;20.14;
14630;48.8677;-0.2251;REF;REF;3;16.47;20.49;
14631;48.87;-0.1161;REF;REF;3;16.77;20.75;
14632;48.8722;-0.0072;REF;REF;3;16.92;20.89;
14633;48.8743;0.1017;REF;REF;3;16.91;21.27;
14634;48.8763;0.2107;REF;REF;3;16.89;21.06;
14635;48.8782;0.3197;REF;REF;3;16.68;20.9;
14636;48.88;0.4286;REF;REF;3;16.65;20.87;
14637;48.8817;0.5376;REF;REF;3;16.58;20.67;
14638;48.8833;0.6466;REF;REF;3;17.09;21.46;
14639;48.8848;0.7556;REF;REF;3;17.24;21.59;
14640;48.8862;0.8646;REF;REF;3;17.26;21.6;
14641;48.8875;0.9736;REF;REF;3;17.32;21.66;
14642;48.8887;1.0826;REF;REF;3;17.47;21.78;
14643;48.8898;1.1916;REF;REF;3;17.48;21.79;
14644;48.8908;1.3007;REF;REF;3;17.53;21.83;
14645;48.8917;1.4097;REF;REF;3;17.74;22.02;
14646;48.8925;1.5187;REF;REF;3;17.75;22.45;
14647;48.8932;1.6278;REF;REF;3;17.98;22.46;
14648;48.8938;1.7368;REF;REF;3;18.1;22.49;
14649;48.8943;1.8458;REF;REF;3;18.23;22.68;
14650;48.8947;1.9549;REF;REF;3;18;22.36;
14651;48.895;2.0639;REF;REF;3;18.78;22.93;
14652;48.8952;2.1729;REF;REF;3;18.95;23.39;
14653;48.8953;2.282;REF;REF;3;19.95;23.86;
14654;48.8953;2.391;REF;REF;3;19.64;23.49;
14655;48.8952;2.5001;REF;REF;3;19.56;23.38;
14656;48.895;2.6091;REF;REF;3;18.9;23.19;
14657;48.8947;2.7181;REF;REF;3;18.83;23.1;
14658;48.8943;2.8272;REF;REF;3;18.61;23;
14659;48.8938;2.9362;REF;REF;3;18.2;22.67;
14660;48.8932;3.0453;REF;REF;3;18.07;22.51;
14661;48.8925;3.1543;REF;REF;3;18.14;22.59;
14662;48.8917;3.2633;REF;REF;3;18.02;22.46;
14663;48.8908;3.3723;REF;REF;3;17.67;21.95;
14664;48.8898;3.4814;REF;REF;3;17.67;21.95;
14665;48.8887;3.5904;REF;REF;3;17.68;22.06;
14666;48.8875;3.6994;REF;REF;3;17.57;21.93;
14667;48.8862;3.8084;REF;REF;3;17.54;21.89;
14668;48.8848;3.9174;REF;REF;3;17.74;22.13;
14669;48.8833;4.0264;REF;REF;3;18.25;22.82;
14670;48.8817;4.1354;REF;REF;3;18.39;23.02;
14671;48.88;4.2444;REF;REF;3;18.3;22.89;
14672;48.8782;4.3533;REF;REF;3;18.41;23.04;
14673;48.8763;4.4623;REF;REF;3;18.48;23.14;
14674;48.8743;4.5713;REF;REF;3;18.12;22.65;
14675;48.8722;4.6802;REF;REF;3;17.87;22.31;
14676;48.8701;4.7892;REF;REF;3;18.11;22.71;
14677;48.8678;4.8981;REF;REF;3;18.48;23.3;
14678;48.8654;5.007;REF;REF;3;18.4;23.21;
14679;48.8629;5.1159;REF;REF;3;17.94;22.63;
14680;48.8603;5.2248;REF;REF;3;17.39;21.94;
14681;48.8576;5.3337;REF;REF;3;17.22;21.72;
14682;48.8548;5.4426;REF;REF;3;17.2;21.7;
14683;48.8519;5.5515;REF;REF;3;17.49;22.18;
14684;48.8489;5.6603;REF;REF;3;17.47;22;
14685;48.8458;5.7692;REF;REF;3;18.41;22.99;
14686;48.8427;5.878;REF;REF;3;18.27;22.83;
14687;48.8394;5.9868;REF;REF;3;18.17;22.72;
14688;48.836;6.0956;REF;REF;3;18.45;23.05;
14689;48.8325;6.2044;REF;REF;3;18.12;22.66;
14690;48.8289;6.3131;REF;REF;3;18.39;22.89;
14691;48.8252;6.4219;REF;REF;3;17.91;22.3;
14692;48.8214;6.5306;REF;REF;3;18.4;22.59;
14693;48.8176;6.6394;REF;REF;3;18.41;22.6;
14694;48.8136;6.7481;REF;REF;3;18.6;22.83;
14695;48.8095;6.8568;REF;REF;3;18.44;22.63;
14696;48.8053;6.9654;REF;REF;3;18.29;22.44;
14697;48.801;7.0741;REF;REF;3;18.4;22.37;
14698;48.7966;7.1827;REF;REF;3;18.03;22.12;
14699;48.7922;7.2914;REF;REF;3;18.27;22.2;
14700;48.7876;7.4;REF;REF;3;18.93;22.97;
14701;48.7829;7.5085;REF;REF;3;19.11;23.2;
14702;48.7781;7.6171;REF;REF;3;19.19;23.3;
14703;48.7733;7.7256;REF;REF;3;18.83;22.76;
14704;48.7683;7.8342;REF;REF;3;19.09;23.12;
14705;48.7632;7.9427;REF;REF;3;19.22;23.3;
14706;48.758;8.0511;REF;REF;3;19.22;23.3;
14742;48.819;-3.6032;REF;REF;3;16.89;20.34;
14743;48.8244;-3.4946;REF;REF;3;16.7;20.13;
14744;48.8297;-3.386;REF;REF;3;16.71;20.14;
14745;48.8349;-3.2774;REF;REF;3;16.61;20.02;
14746;48.8399;-3.1687;REF;REF;3;16.62;20.03;
14747;48.8449;-3.0601;REF;REF;3;17.1;20.6;
14748;48.8498;-2.9514;REF;REF;3;17.23;20.75;
14758;48.8932;-1.8634;REF;REF;3;17.34;20.77;
14761;48.9043;-1.5367;REF;REF;3;17.11;20.38;
14762;48.9077;-1.4278;REF;REF;3;16.75;20.15;
14763;48.9111;-1.3188;REF;REF;3;16.52;19.9;
14764;48.9144;-1.2099;REF;REF;3;16.33;19.7;
14765;48.9176;-1.1009;REF;REF;3;16.17;19.55;
14766;48.9207;-0.9919;REF;REF;3;16.76;20.48;
14767;48.9237;-0.8829;REF;REF;3;16.66;20.38;
14768;48.9266;-0.7739;REF;REF;3;16.31;20.04;
14769;48.9294;-0.6649;REF;REF;3;16.2;19.94;
14770;48.9321;-0.5558;REF;REF;3;16.35;20.07;
14771;48.9347;-0.4468;REF;REF;3;16.48;20.2;
14772;48.9372;-0.3377;REF;REF;3;16.3;20.03;
14773;48.9396;-0.2286;REF;REF;3;16.58;20.59;
14774;48.9419;-0.1196;REF;REF;3;17;20.96;
14775;48.9441;-0.0105;REF;REF;3;17;20.96;
14776;48.9462;0.0986;REF;REF;3;16.61;20.61;
14777;48.9482;0.2077;REF;REF;3;16.55;20.28;
14778;48.9501;0.3169;REF;REF;3;16.37;20.13;
14779;48.9519;0.426;REF;REF;3;16.38;20.15;
14780;48.9536;0.5351;REF;REF;3;16.76;20.8;
14781;48.9552;0.6443;REF;REF;3;16.8;20.83;
14782;48.9567;0.7534;REF;REF;3;17.32;21.66;
14783;48.9581;0.8626;REF;REF;3;17.37;21.7;
14784;48.9594;0.9717;REF;REF;3;17.48;21.79;
14785;48.9606;1.0809;REF;REF;3;17.53;21.84;
14786;48.9617;1.1901;REF;REF;3;17.52;21.82;
14787;48.9627;1.2992;REF;REF;3;17.57;21.87;
14788;48.9636;1.4084;REF;REF;3;17.49;21.72;
14789;48.9644;1.5176;REF;REF;3;17.25;21.46;
14790;48.9651;1.6268;REF;REF;3;18.01;22.51;
14791;48.9657;1.736;REF;REF;3;18.49;23.06;
14792;48.9662;1.8451;REF;REF;3;18.54;23.12;
14793;48.9666;1.9543;REF;REF;3;18.82;23.18;
14794;48.9669;2.0635;REF;REF;3;18.93;23.35;
14795;48.9671;2.1727;REF;REF;3;18.97;23.25;
14796;48.9672;2.2819;REF;REF;3;18.98;23.26;
14797;48.9672;2.3911;REF;REF;3;18.99;23.28;
14798;48.9671;2.5003;REF;REF;3;19.58;23.42;
14799;48.9669;2.6095;REF;REF;3;18.86;23.13;
14800;48.9666;2.7187;REF;REF;3;18.63;23.03;
14801;48.9662;2.8279;REF;REF;3;18.6;22.99;
14802;48.9657;2.9371;REF;REF;3;18.66;23.06;
14803;48.9651;3.0462;REF;REF;3;18.54;22.92;
14804;48.9644;3.1554;REF;REF;3;18.34;22.72;
14805;48.9636;3.2646;REF;REF;3;17.83;22.24;
14806;48.9627;3.3738;REF;REF;3;17.77;22.08;
14807;48.9617;3.483;REF;REF;3;17.53;21.8;
14808;48.9606;3.5921;REF;REF;3;17.66;21.95;
14809;48.9594;3.7013;REF;REF;3;17.65;22.03;
14810;48.9581;3.8104;REF;REF;3;17.51;21.86;
14811;48.9567;3.9196;REF;REF;3;17.55;21.91;
14812;48.9552;4.0287;REF;REF;3;18.18;22.51;
14813;48.9536;4.1379;REF;REF;3;18.56;23.24;
14814;48.9519;4.247;REF;REF;3;18.5;23.17;
14815;48.9501;4.3561;REF;REF;3;18.56;23.25;
14816;48.9482;4.4653;REF;REF;3;18.27;22.86;
14817;48.9462;4.5744;REF;REF;3;18.01;22.5;
14818;48.9441;4.6835;REF;REF;3;17.84;22.28;
14819;48.9419;4.7926;REF;REF;3;17.58;21.91;
14820;48.9396;4.9016;REF;REF;3;17.83;22.34;
14821;48.9372;5.0107;REF;REF;3;18.32;23.11;
14822;48.9347;5.1198;REF;REF;3;17.91;22.58;
14823;48.9321;5.2288;REF;REF;3;17.48;22.05;
14824;48.9294;5.3379;REF;REF;3;17.34;21.87;
14825;48.9266;5.4469;REF;REF;3;17.4;22.07;
14826;48.9238;5.5559;REF;REF;3;17.49;22.19;
14827;48.9208;5.6649;REF;REF;3;17.26;21.73;
14828;48.9177;5.7739;REF;REF;3;18.1;22.56;
14829;48.9145;5.8829;REF;REF;3;17.58;21.9;
14830;48.9112;5.9919;REF;REF;3;17.5;21.81;
14831;48.9078;6.1008;REF;REF;3;18.27;22.8;
14832;48.9043;6.2097;REF;REF;3;18.73;23.39;
14833;48.9007;6.3187;REF;REF;3;18.16;22.61;
14834;48.897;6.4276;REF;REF;3;18.02;22.43;
14835;48.8932;6.5365;REF;REF;3;18.23;22.38;
14836;48.8893;6.6453;REF;REF;3;18.34;22.51;
14837;48.8854;6.7542;REF;REF;3;18.29;22.45;
14838;48.8813;6.863;REF;REF;3;18.46;22.66;
14839;48.8771;6.9719;REF;REF;3;18.38;22.56;
14840;48.8728;7.0807;REF;REF;3;18.43;22.41;
14841;48.8684;7.1894;REF;REF;3;18.27;22.2;
14842;48.8639;7.2982;REF;REF;3;18.14;21.96;
14843;48.8593;7.407;REF;REF;3;18.58;22.6;
14844;48.8547;7.5157;REF;REF;3;19.06;23.14;
14845;48.8499;7.6244;REF;REF;3;19.1;23.19;
14846;48.845;7.7331;REF;REF;3;19.33;23.49;
14847;48.84;7.8418;REF;REF;3;19.03;23.04;
14848;48.8349;7.9504;REF;REF;3;19.15;23.21;
14849;48.8297;8.059;REF;REF;3;19.26;23.36;
14850;48.8245;8.1676;REF;REF;3;19.23;23.31;
14904;48.9761;-1.5421;REF;REF;3;16.66;19.37;
14905;48.9796;-1.433;REF;REF;3;16.55;19.24;
14906;48.983;-1.3239;REF;REF;3;16.58;19.96;
14907;48.9863;-1.2148;REF;REF;3;16.45;19.83;
14908;48.9895;-1.1057;REF;REF;3;16.57;19.96;
14909;48.9926;-0.9965;REF;REF;3;16.41;19.78;
14910;48.9955;-0.8874;REF;REF;3;16.39;20.12;
14911;48.9984;-0.7782;REF;REF;3;16.09;19.85;
14912;49.0012;-0.669;REF;REF;3;16.16;19.9;
14913;49.0039;-0.5598;REF;REF;3;16.33;20.06;
14914;49.0065;-0.4506;REF;REF;3;16.71;20.42;
14915;49.009;-0.3414;REF;REF;3;16.68;20.67;
14916;49.0114;-0.2322;REF;REF;3;16.83;20.81;
14917;49.0137;-0.123;REF;REF;3;17.07;21.04;
14918;49.0159;-0.0137;REF;REF;3;17.16;21.12;
14919;49.018;0.0955;REF;REF;3;16.86;20.54;
14920;49.02;0.2048;REF;REF;3;16.68;20.38;
14921;49.0219;0.3141;REF;REF;3;16.54;20.27;
14922;49.0237;0.4233;REF;REF;3;16.52;20.25;
14923;49.0254;0.5326;REF;REF;3;16.87;20.89;
14924;49.027;0.6419;REF;REF;3;16.93;20.94;
14925;49.0285;0.7512;REF;REF;3;17;21;
14926;49.0299;0.8605;REF;REF;3;17.47;21.78;
14927;49.0312;0.9698;REF;REF;3;17.52;21.83;
14928;49.0324;1.0791;REF;REF;3;17.6;21.9;
14929;49.0335;1.1885;REF;REF;3;17.64;21.93;
14930;49.0345;1.2978;REF;REF;3;17.49;21.73;
14931;49.0355;1.4071;REF;REF;3;17.4;21.62;
14932;49.0363;1.5164;REF;REF;3;17.71;22.23;
14933;49.037;1.6258;REF;REF;3;18.19;22.87;
14934;49.0376;1.7351;REF;REF;3;17.7;22.22;
14935;49.0381;1.8445;REF;REF;3;17.64;22.14;
14936;49.0385;1.9538;REF;REF;3;17.83;22.4;
14937;49.0388;2.0631;REF;REF;3;18.92;23.18;
14938;49.039;2.1725;REF;REF;3;18.91;23.17;
14939;49.0391;2.2818;REF;REF;3;18.39;22.53;
14940;49.0391;2.3912;REF;REF;3;18.6;22.78;
14941;49.039;2.5005;REF;REF;3;18.59;22.77;
14942;49.0388;2.6099;REF;REF;3;18.44;22.82;
14943;49.0385;2.7192;REF;REF;3;18.41;22.79;
14944;49.0381;2.8286;REF;REF;3;18.43;22.81;
14945;49.0376;2.9379;REF;REF;3;18.48;22.87;
14946;49.037;3.0472;REF;REF;3;18.45;22.84;
14947;49.0363;3.1566;REF;REF;3;18;22.36;
14948;49.0355;3.2659;REF;REF;3;17.55;21.94;
14949;49.0346;3.3752;REF;REF;3;17.93;22.28;
14950;49.0336;3.4845;REF;REF;3;17.78;22.09;
14951;49.0325;3.5939;REF;REF;3;17.73;22.03;
14952;49.0313;3.7032;REF;REF;3;17.55;21.9;
14953;49.03;3.8125;REF;REF;3;17.6;21.76;
14954;49.0286;3.9218;REF;REF;3;18.14;22.46;
14955;49.0271;4.0311;REF;REF;3;18.51;22.95;
14956;49.0255;4.1404;REF;REF;3;18.66;23.37;
14957;49.0238;4.2497;REF;REF;3;18.6;23.3;
14958;49.022;4.3589;REF;REF;3;18.36;22.97;
14959;49.0201;4.4682;REF;REF;3;18.17;22.72;
14960;49.0181;4.5775;REF;REF;3;17.74;22.14;
14961;49.016;4.6867;REF;REF;3;17.62;21.98;
14962;49.0138;4.796;REF;REF;3;17.67;22.04;
14963;49.0115;4.9052;REF;REF;3;17.92;22.45;
14964;49.0091;5.0144;REF;REF;3;17.81;22.31;
14965;49.0066;5.1236;REF;REF;3;17.94;22.62;
14966;49.004;5.2328;REF;REF;3;17.38;21.93;
14967;49.0013;5.342;REF;REF;3;17.29;21.82;
14968;48.9985;5.4512;REF;REF;3;17.77;22.52;
14969;48.9956;5.5604;REF;REF;3;17.22;21.69;
14970;48.9926;5.6695;REF;REF;3;17.08;21.43;
14971;48.9895;5.7787;REF;REF;3;17.83;22.46;
14972;48.9863;5.8878;REF;REF;3;17.81;22.2;
14973;48.983;5.9969;REF;REF;3;17.76;22.14;
14974;48.9796;6.106;REF;REF;3;18.2;22.66;
14975;48.9761;6.2151;REF;REF;3;18.33;22.82;
14976;48.9725;6.3242;REF;REF;3;17.9;22.28;
14977;48.9688;6.4332;REF;REF;3;18.16;22.61;
14978;48.965;6.5423;REF;REF;3;18.23;22.37;
14979;48.9611;6.6513;REF;REF;3;18.24;22.39;
14980;48.9571;6.7603;REF;REF;3;18.41;22.6;
14981;48.953;6.8693;REF;REF;3;18.5;22.7;
14982;48.9489;6.9783;REF;REF;3;18.76;22.84;
14983;48.9446;7.0872;REF;REF;3;18.54;22.54;
14984;48.9402;7.1962;REF;REF;3;18.47;22.46;
14985;48.9357;7.3051;REF;REF;3;18.1;21.9;
14986;48.9311;7.414;REF;REF;3;18.31;22.25;
14987;48.9264;7.5229;REF;REF;3;18.41;22.38;
14988;48.9216;7.6317;REF;REF;3;18.75;22.81;
14989;48.9167;7.7406;REF;REF;3;19.12;23.22;
14990;48.9117;7.8494;REF;REF;3;19.35;23.52;
14991;48.9066;7.9582;REF;REF;3;19.02;23.03;
14992;48.9015;8.067;REF;REF;3;19.12;23.16;
14993;48.8962;8.1757;REF;REF;3;19.29;23.4;
15047;49.0479;-1.5475;REF;REF;3;16.61;19.31;
15048;49.0514;-1.4383;REF;REF;3;16.61;20;
15049;49.0548;-1.329;REF;REF;3;16.52;19.9;
15050;49.0581;-1.2197;REF;REF;3;16.53;19.91;
15051;49.0613;-1.1105;REF;REF;3;16.69;20.08;
15052;49.0644;-1.0012;REF;REF;3;16.56;19.94;
15053;49.0674;-0.8919;REF;REF;3;16.37;19.74;
15054;49.0703;-0.7825;REF;REF;3;16.48;20.2;
15055;49.0731;-0.6732;REF;REF;3;16.6;20.32;
15056;49.0758;-0.5639;REF;REF;3;16.67;20.38;
15057;49.0784;-0.4545;REF;REF;3;16.99;20.95;
15058;49.0809;-0.3452;REF;REF;3;17.03;20.99;
15059;49.0833;-0.2358;REF;REF;3;17.1;21.06;
15060;49.0856;-0.1264;REF;REF;3;17.19;21.15;
15061;49.0878;-0.017;REF;REF;3;17.28;21.24;
15062;49.0899;0.0924;REF;REF;3;17.02;20.68;
15063;49.0919;0.2018;REF;REF;3;16.78;20.47;
15064;49.0938;0.3112;REF;REF;3;16.8;20.48;
15065;49.0956;0.4207;REF;REF;3;16.86;20.89;
15066;49.0973;0.5301;REF;REF;3;16.92;20.93;
15067;49.0989;0.6395;REF;REF;3;17.05;21.04;
15068;49.1004;0.749;REF;REF;3;17.13;21.1;
15069;49.1018;0.8585;REF;REF;3;17.48;21.8;
15070;49.1031;0.9679;REF;REF;3;17.53;21.84;
15071;49.1043;1.0774;REF;REF;3;17.64;21.94;
15072;49.1054;1.1869;REF;REF;3;17.76;22.05;
15073;49.1064;1.2963;REF;REF;3;17.43;21.67;
15074;49.1073;1.4058;REF;REF;3;17.47;21.71;
15075;49.1081;1.5153;REF;REF;3;17.45;21.68;
15076;49.1088;1.6248;REF;REF;3;17.39;21.74;
15077;49.1094;1.7343;REF;REF;3;17.55;22.04;
15078;49.1099;1.8438;REF;REF;3;17.63;22.14;
15079;49.1103;1.9533;REF;REF;3;17.85;22.43;
15080;49.1106;2.0628;REF;REF;3;17.82;22.4;
15081;49.1108;2.1723;REF;REF;3;17.98;22.62;
15082;49.1109;2.2818;REF;REF;3;18.67;22.87;
15083;49.1109;2.3913;REF;REF;3;18.63;22.82;
15084;49.1108;2.5007;REF;REF;3;18.13;22.5;
15085;49.1106;2.6102;REF;REF;3;18.11;22.48;
15086;49.1103;2.7197;REF;REF;3;18.1;22.47;
15087;49.1099;2.8292;REF;REF;3;18.05;22.41;
15088;49.1094;2.9387;REF;REF;3;18;22.37;
15089;49.1088;3.0482;REF;REF;3;18.15;22.52;
15090;49.1081;3.1577;REF;REF;3;17.92;22.35;
15091;49.1073;3.2672;REF;REF;3;17.83;22.25;
15092;49.1064;3.3767;REF;REF;3;17.66;21.95;
15093;49.1054;3.4861;REF;REF;3;17.62;21.9;
15094;49.1043;3.5956;REF;REF;3;17.71;22.01;
15095;49.1031;3.7051;REF;REF;3;18.25;22.6;
15096;49.1018;3.8145;REF;REF;3;18.03;22.31;
15097;49.1004;3.924;REF;REF;3;17.74;21.94;
15098;49.0989;4.0335;REF;REF;3;17.69;21.88;
15099;49.0973;4.1429;REF;REF;3;17.99;22.26;
15100;49.0956;4.2523;REF;REF;3;18.07;22.63;
15101;49.0938;4.3618;REF;REF;3;18.04;22.59;
15102;49.0919;4.4712;REF;REF;3;17.88;22.35;
15103;49.0899;4.5806;REF;REF;3;17.78;22.21;
15104;49.0878;4.69;REF;REF;3;17.65;22.01;
15105;49.0856;4.7994;REF;REF;3;17.98;22.53;
15106;49.0833;4.9088;REF;REF;3;17.86;22.37;
15107;49.0809;5.0182;REF;REF;3;17.68;21.85;
15108;49.0784;5.1275;REF;REF;3;17.66;21.81;
15109;49.0758;5.2369;REF;REF;3;17.36;21.9;
15110;49.0731;5.3462;REF;REF;3;17.55;22.25;
15111;49.0703;5.4556;REF;REF;3;17.5;22.2;
15112;49.0674;5.5649;REF;REF;3;17.06;21.4;
15113;49.0644;5.6742;REF;REF;3;17.82;22.45;
15114;49.0613;5.7835;REF;REF;3;17.99;22.66;
15115;49.0581;5.8928;REF;REF;3;17.9;22.31;
15116;49.0548;6.002;REF;REF;3;17.64;21.9;
15117;49.0514;6.1113;REF;REF;3;18.49;23.03;
15118;49.0479;6.2205;REF;REF;3;18.48;23.01;
15119;49.0443;6.3297;REF;REF;3;18.16;22.61;
15120;49.0406;6.4389;REF;REF;3;18.02;22.44;
15121;49.0368;6.5481;REF;REF;3;17.76;22.1;
15122;49.0329;6.6573;REF;REF;3;17.81;22.16;
15123;49.0289;6.7665;REF;REF;3;18.19;22.33;
15124;49.0248;6.8756;REF;REF;3;18.44;22.63;
15125;49.0206;6.9847;REF;REF;3;18.5;22.7;
15126;49.0163;7.0938;REF;REF;3;18.46;22.35;
15127;49.0119;7.2029;REF;REF;3;18.05;21.81;
15128;49.0074;7.312;REF;REF;3;17.83;21.43;
15129;49.0028;7.4211;REF;REF;3;17.8;21.38;
15130;48.9981;7.5301;REF;REF;3;18.18;21.98;
15131;48.9933;7.6391;REF;REF;3;18.1;21.91;
15132;48.9884;7.7481;REF;REF;3;18.27;22.21;
15133;48.9834;7.8571;REF;REF;3;18.51;22.51;
15134;48.9783;7.966;REF;REF;3;18.87;22.82;
15135;48.9732;8.0749;REF;REF;3;19;23;
15136;48.9679;8.1838;REF;REF;3;19.24;23.33;
15190;49.1197;-1.5529;REF;REF;3;16.65;19.35;
15191;49.1232;-1.4435;REF;REF;3;16.15;19.01;
15192;49.1266;-1.3341;REF;REF;3;16.69;20.08;
15193;49.1299;-1.2247;REF;REF;3;16.78;20.18;
15194;49.1331;-1.1153;REF;REF;3;16.74;20.14;
15195;49.1362;-1.0058;REF;REF;3;16.43;19.8;
15196;49.1392;-0.8964;REF;REF;3;16.72;20.44;
15197;49.1421;-0.7869;REF;REF;3;16.67;20.38;
